DUA;Item;Fecha;Año;Importador;RUC;Regimen;Código NCM;Aduana;Vía Transporte;Nombre Transportista;Manifiesto;Conocimiento;Puerto de Embarque;País de Origen;Pais de Procedencia;Cantidad Comercial;Unidad de Medida;Cant. VF;U.V.F.;Bultos;Tipo de Bulto;U$S FOB;U$S FOB Unit.;U$S CIF;U$S Unitario;U$S Flete;Kgs. Netos;TN netos;Kgs. Brutos;Proveedor;Marca;Descripción de Mercadería;Descripción para Filtro
118-290101;0001;04/08/2015;2015;CHANNEL PRIME ALLIANCE DE PERU S.A.C.;4  20545537738;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;01928-15;SMLU4137736A;HOUSTON;Estados Unidos;Estados Unidos;6875;KILOGRAMO;6875;KILOGRAMO;73;BUL;9537.6;1.39;10111.34;1.47;533.33;6875;6.875;6987.5;CHANNEL PRIME ALLIANCE INTERNATIONAL;CPA;POLIETILENO CPA S/M 275 SACO DE PLASTICO DE 25 KG POLIETILENO LINEAL DE BAJA DENSIDAD PARA USO INDUSTRIAL CPA 2B50IN;POLIETILENO CPA S/M 275 SACO DE PLASTICO DE 25 KG POLIETILENO LINEAL DE BAJA DENSIDAD PARA USO INDUSTRIAL CPA 2B50IN
118-290101;0002;04/08/2015;2015;CHANNEL PRIME ALLIANCE DE PERU S.A.C.;4  20545537738;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;01928-15;SMLU4137736A;HOUSTON;Estados Unidos;Estados Unidos;13750;KILOGRAMO;13750;KILOGRAMO;0;BUL;18776.95;1.37;19923.17;1.45;1066.66;13750;13.75;13975;CHANNEL PRIME ALLIANCE INTERNATIONAL;CERTENE;POLIETILENO CERTENE S/M 550 SACO DE PLASTICO DE 25 KG POLIETILENO DE ALTA DENSIDAD PARA USO INDUSTRIAL HDPE HI-20;POLIETILENO CERTENE S/M 550 SACO DE PLASTICO DE 25 KG POLIETILENO DE ALTA DENSIDAD PARA USO INDUSTRIAL HDPE HI-20
118-290101;0003;04/08/2015;2015;CHANNEL PRIME ALLIANCE DE PERU S.A.C.;4  20545537738;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;01928-15;SMLU4137736A;HOUSTON;Estados Unidos;Estados Unidos;1450;KILOGRAMO;1450;KILOGRAMO;0;BUL;1917.21;1.32;2037.81;1.41;112.48;1450;1.45;1473.72;CHANNEL PRIME ALLIANCE INTERNATIONAL;CERTENE;POLIETILENO CERTENE S/M 58 SACO DE PLASTICO DE 25 KG POLIETILENO DE ALTA DENSIDAD, PARA USO INDUSTRIAL CERTENE HPB-0354;POLIETILENO CERTENE S/M 58 SACO DE PLASTICO DE 25 KG POLIETILENO DE ALTA DENSIDAD, PARA USO INDUSTRIAL CERTENE HPB-0354
118-290101;0004;04/08/2015;2015;CHANNEL PRIME ALLIANCE DE PERU S.A.C.;4  20545537738;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;01928-15;SMLU4137736A;HOUSTON;Singapur;Estados Unidos;1375;KILOGRAMO;1375;KILOGRAMO;0;BUL;3001.98;2.18;3121.36;2.27;106.66;1375;1.375;1397.5;CHANNEL PRIME ALLIANCE INTERNATIONAL;EXXON MOBILE;ELASTOMERO EXXON MOBILE S/M 55 SACO DE PLASTICO DE 25 KG ELASTOMERO DE PROPILENO PARA USO INDUSTRIAL VISTAMAXX 6202;ELASTOMERO EXXON MOBILE S/M 55 SACO DE PLASTICO DE 25 KG ELASTOMERO DE PROPILENO PARA USO INDUSTRIAL VISTAMAXX 6202
118-290101;0005;04/08/2015;2015;CHANNEL PRIME ALLIANCE DE PERU S.A.C.;4  20545537738;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;01928-15;SMLU4137736A;HOUSTON;Estados Unidos;Estados Unidos;10925;KILOGRAMO;10925;KILOGRAMO;0;BUL;14445.19;1.32;15353.9;1.41;847.51;10925;10.925;11103.77;CHANNEL PRIME ALLIANCE INTERNATIONAL;CERTENE;POLIETILENO CERTENE S/M 437 SACO DE PLASTICO DE 25 KG POLIETILENO DE ALTA DENSIDAD PARA USO INDUSTRIAL CERTENE HPB-0354;POLIETILENO CERTENE S/M 437 SACO DE PLASTICO DE 25 KG POLIETILENO DE ALTA DENSIDAD PARA USO INDUSTRIAL CERTENE HPB-0354
118-290101;0006;04/08/2015;2015;CHANNEL PRIME ALLIANCE DE PERU S.A.C.;4  20545537738;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;01928-15;SMLU4137736A;HOUSTON;Singapur;Estados Unidos;1375;KILOGRAMO;1375;KILOGRAMO;0;BUL;3282.08;2.39;3402.64;2.47;106.66;1375;1.375;1397.5;CHANNEL PRIME ALLIANCE INTERNATIONAL;EXXON MOBILE;ELASTOMERO EXXON MOBILE S/M 55 SACO DE PLASTICO DE 25 KG ELASTOMERO DE PROPILENO PARA USO INDUSTRIAL VISTAMAXX 6102;ELASTOMERO EXXON MOBILE S/M 55 SACO DE PLASTICO DE 25 KG ELASTOMERO DE PROPILENO PARA USO INDUSTRIAL VISTAMAXX 6102
118-290101;0007;04/08/2015;2015;CHANNEL PRIME ALLIANCE DE PERU S.A.C.;4  20545537738;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;01928-15;SMLU4137736A;HOUSTON;Estados Unidos;Estados Unidos;2750;KILOGRAMO;2750;KILOGRAMO;0;BUL;4110.7;1.49;4341.44;1.58;213.33;2750;2.75;2795;CHANNEL PRIME ALLIANCE INTERNATIONAL;CERTENE;POLIETILENO CERTENE S/M 110 SACO DE PLASTICO DE 25 KG POLIETILENO DE BAJA DENSIDAD PARA USO INDUSTRIAL CERTENE LDF-720A;POLIETILENO CERTENE S/M 110 SACO DE PLASTICO DE 25 KG POLIETILENO DE BAJA DENSIDAD PARA USO INDUSTRIAL CERTENE LDF-720A
118-290101;0008;04/08/2015;2015;CHANNEL PRIME ALLIANCE DE PERU S.A.C.;4  20545537738;IMPORTACION DEFINITIVA;39019010;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;01928-15;SMLU4137736A;HOUSTON;Estados Unidos;Estados Unidos;5500;KILOGRAMO;5500;KILOGRAMO;0;BUL;7630.08;1.39;8089.07;1.47;426.66;5500;5.5;5590;CHANNEL PRIME ALLIANCE INTERNATIONAL;EXXON MOBILE;COPOLIMERO EXXON MOBILE S/M 220 SACO DE PLASTICO DE 25 KG COPOLIMERO DE ETILENO PARA USO INDUSTRIAL ENABLE 20-10HE;COPOLIMERO EXXON MOBILE S/M 220 SACO DE PLASTICO DE 25 KG COPOLIMERO DE ETILENO PARA USO INDUSTRIAL ENABLE 20-10HE
118-290101;0009;04/08/2015;2015;CHANNEL PRIME ALLIANCE DE PERU S.A.C.;4  20545537738;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;01928-15;SMLU4137736A;HOUSTON;Estados Unidos;Estados Unidos;24750;KILOGRAMO;24750;KILOGRAMO;0;BUL;33261.66;1.34;35322.59;1.43;1920;24750;24.75;25155;CHANNEL PRIME ALLIANCE INTERNATIONAL;EXXON MOBIL;POLIETILENO EXXON MOBIL S/M 990 SACO DE PLASTICO DE 25 KG POLIETILENO DE BAJA DENSIDAD PARA USO INDUSTRIAL EXXONMOBIL LD 105.BR;POLIETILENO EXXON MOBIL S/M 990 SACO DE PLASTICO DE 25 KG POLIETILENO DE BAJA DENSIDAD PARA USO INDUSTRIAL EXXONMOBIL LD 105.BR
118-290101;0010;04/08/2015;2015;CHANNEL PRIME ALLIANCE DE PERU S.A.C.;4  20545537738;IMPORTACION DEFINITIVA;39019010;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;01928-15;SMLU4137736A;HOUSTON;Estados Unidos;Estados Unidos;1375;KILOGRAMO;1375;KILOGRAMO;0;BUL;1937.34;1.41;2052.2;1.49;106.66;1375;1.375;1397.5;CHANNEL PRIME ALLIANCE INTERNATIONAL;EXXON MOBIL;COPOLIMERO EXXON MOBIL S/M 55 SACO DE PLASTICO DE 25 KG COPOLIMERO DE ETILENO PARA USO INDUSTRIAL EXCEED 1018KA;COPOLIMERO EXXON MOBIL S/M 55 SACO DE PLASTICO DE 25 KG COPOLIMERO DE ETILENO PARA USO INDUSTRIAL EXCEED 1018KA
118-290101;0011;04/08/2015;2015;CHANNEL PRIME ALLIANCE DE PERU S.A.C.;4  20545537738;IMPORTACION DEFINITIVA;39019010;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;01928-15;SMLU4137736A;HOUSTON;Estados Unidos;Estados Unidos;2750;KILOGRAMO;2750;KILOGRAMO;0;BUL;3874.69;1.41;4104.43;1.49;213.33;2750;2.75;2795;CHANNEL PRIME ALLIANCE INTERNATIONAL;EXXON MOBIL;COPOLIMERO EXXON MOBIL S/M 110 SACO DE PLASTICO DE 25 KG COPOLIMERO DE ETILENO PARA USO INDUSTRIAL EXCEED 1018HA;COPOLIMERO EXXON MOBIL S/M 110 SACO DE PLASTICO DE 25 KG COPOLIMERO DE ETILENO PARA USO INDUSTRIAL EXCEED 1018HA
118-290101;0012;04/08/2015;2015;CHANNEL PRIME ALLIANCE DE PERU S.A.C.;4  20545537738;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;01928-15;SMLU4137736A;HOUSTON;Estados Unidos;Estados Unidos;8250;KILOGRAMO;8250;KILOGRAMO;0;BUL;11087.21;1.34;11774.18;1.43;640;8250;8.25;8385;CHANNEL PRIME ALLIANCE INTERNATIONAL;EXXON MOBIL;POLIETILENO EXXON MOBIL S/M 330 SACO DE PLASTICO DE 25 KG POLIETILENO LINEAL DE BAJA DENSIDAD PARA USO INDUSTRIAL EXXONMOBIL LL 1001X74;POLIETILENO EXXON MOBIL S/M 330 SACO DE PLASTICO DE 25 KG POLIETILENO LINEAL DE BAJA DENSIDAD PARA USO INDUSTRIAL EXXONMOBIL LL 1001X74
118-290101;0013;04/08/2015;2015;CHANNEL PRIME ALLIANCE DE PERU S.A.C.;4  20545537738;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;01928-15;SMLU4137736A;HOUSTON;Estados Unidos;Estados Unidos;17875;KILOGRAMO;17875;KILOGRAMO;0;BUL;24022.31;1.34;25510.75;1.43;1386.66;17875;17.875;18167.5;CHANNEL PRIME ALLIANCE INTERNATIONAL;EXXON MOBIL;POLIETILENO EXXON MOBIL S/M 715 SACO DE PLASTICO DE 25 KG POLIETILENO DE ALTA DENSIDAD PARA USO INDUSTRIAL EXXONMOBIL HD 7960.13;POLIETILENO EXXON MOBIL S/M 715 SACO DE PLASTICO DE 25 KG POLIETILENO DE ALTA DENSIDAD PARA USO INDUSTRIAL EXXONMOBIL HD 7960.13
118-335562;0001;02/09/2015;2015;CHANNEL PRIME ALLIANCE DE PERU S.A.C.;4  20545537738;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;01914-15;MAEU567165800;PUSAN;Japón;Estados Unidos;87000;UNIDAD;87000;KILOGRAMO;3480;BUL;94425;1.09;101304;1.16;5698.69;87000;87;88320;LG CHEM LTDLG TWIN TOWER 20 YOIDO-DONGYOUNGDEU;SEETEC;POLIPROPILENO COPOLIMERO SEETEC S/M CODIGO M1400 POLIPROPILENO COPOLIMERO PARA USO INDUSTRIAL PP M1400 NATURAL;POLIPROPILENO COPOLIMERO SEETEC S/M CODIGO M1400 POLIPROPILENO COPOLIMERO PARA USO INDUSTRIAL PP M1400 NATURAL
118-381521;0001;06/10/2015;2015;CHANNEL PRIME ALLIANCE DE PERU S.A.C.;4  20545537738;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;No disponible;00000-15;SMLU4221104A;HOUSTON;Estados Unidos;Estados Unidos;5500;UNIDAD;5500;KILOGRAMO;2946;BUL;6015.76;1.09;6521.09;1.19;430.14;5500;5.5;5537.4;NO DETERMINADO;EXXON MOBIL;POLIETILENO DE ALTA DENSIDAD EXXON MOBIL S/M POLIETILENO DE ALTA DENSIDAD EN 220 SACOS DE PLASTICO DE 25 KG PARA USO INDUSTRIAL EXXONMOBIL HD 7960.13 NATURAL;POLIETILENO DE ALTA DENSIDAD EXXON MOBIL S/M POLIETILENO DE ALTA DENSIDAD EN 220 SACOS DE PLASTICO DE 25 KG PARA USO INDUSTRIAL EXXONMOBIL HD 7960.13 NATURAL
118-381521;0002;06/10/2015;2015;CHANNEL PRIME ALLIANCE DE PERU S.A.C.;4  20545537738;IMPORTACION DEFINITIVA;39019010;MARITIMA DEL CALLAO;MARITIMO;No disponible;00000-15;SMLU4221104A;HOUSTON;Estados Unidos;Estados Unidos;4125;UNIDAD;4125;KILOGRAMO;0;BUL;4685.36;1.14;5066.52;1.23;322.6;4125;4.125;4550.94;NO DETERMINADO;ENABLE;COPOLIMERO DE ETILENO ENABLE S/M COPOLIMERO DE ETILENO EN 165 SACOS DE PLASTICO DE 25 KG PARA USO INDUSTRIAL ENABLE 20-10HE NATURAL;COPOLIMERO DE ETILENO ENABLE S/M COPOLIMERO DE ETILENO EN 165 SACOS DE PLASTICO DE 25 KG PARA USO INDUSTRIAL ENABLE 20-10HE NATURAL
118-381521;0003;06/10/2015;2015;CHANNEL PRIME ALLIANCE DE PERU S.A.C.;4  20545537738;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;No disponible;00000-15;SMLU4221104A;HOUSTON;Estados Unidos;Estados Unidos;2750;UNIDAD;2750;KILOGRAMO;0;BUL;3007.88;1.09;3260.54;1.19;215.07;2750;2.75;2768.7;NO DETERMINADO;EXXON MOBIL;POLIETILENO LINEAL EXXON MOBIL S/M POLIETILENO LINEAL DE BAJA DENSIDAD EN 110 SACOS DE PLASTICO DE 25 KG PARA USO INDUSTRIAL EXXONMOBIL LL 1001X74 NATURAL;POLIETILENO LINEAL EXXON MOBIL S/M POLIETILENO LINEAL DE BAJA DENSIDAD EN 110 SACOS DE PLASTICO DE 25 KG PARA USO INDUSTRIAL EXXONMOBIL LL 1001X74 NATURAL
118-381521;0004;06/10/2015;2015;CHANNEL PRIME ALLIANCE DE PERU S.A.C.;4  20545537738;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;No disponible;00000-15;SMLU4221104A;HOUSTON;Estados Unidos;Estados Unidos;19250;UNIDAD;19250;KILOGRAMO;0;BUL;21864.99;1.14;23643.79;1.23;1505.49;19250;19.25;19380.9;NO DETERMINADO;EXXON MOBIL;POLIETILENO DE BAJA DENSIDAD EXXON MOBIL S/M POLIETILENO DE BAJA DENSIDAD EN 770 SACOS DE PLASTICO DE 25 KG PARA USO INDUSTRIAL EXXONMOBIL LD 051.LQ NATURAL;POLIETILENO DE BAJA DENSIDAD EXXON MOBIL S/M POLIETILENO DE BAJA DENSIDAD EN 770 SACOS DE PLASTICO DE 25 KG PARA USO INDUSTRIAL EXXONMOBIL LD 051.LQ NATURAL
118-381521;0005;06/10/2015;2015;CHANNEL PRIME ALLIANCE DE PERU S.A.C.;4  20545537738;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;No disponible;00000-15;SMLU4221104A;HOUSTON;Estados Unidos;Estados Unidos;9625;UNIDAD;9625;KILOGRAMO;0;BUL;10320.64;1.07;11202.38;1.16;752.74;9625;9.625;9690.45;NO DETERMINADO;CPA;POLIETILENO DE ALTA DENSIDAD CPA S/M POLIETILENO DE ALTA DENSIDAD EN 385 SACOS DE  PLASTICO DE 25 KG PARA USO INDUSTRIAL CPA 303.BP NATURAL;POLIETILENO DE ALTA DENSIDAD CPA S/M POLIETILENO DE ALTA DENSIDAD EN 385 SACOS DE  PLASTICO DE 25 KG PARA USO INDUSTRIAL CPA 303.BP NATURAL
118-381521;0006;06/10/2015;2015;CHANNEL PRIME ALLIANCE DE PERU S.A.C.;4  20545537738;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;No disponible;00000-15;SMLU4221104A;HOUSTON;Estados Unidos;Estados Unidos;4900;UNIDAD;4900;KILOGRAMO;0;BUL;5776.34;1.18;6231.75;1.27;383.21;4900;4.9;4933.32;NO DETERMINADO;CPA;POLIETILENO LINEAL CPA S/M POLIETILENO LINEAL DE BAJA DENSIDAD EN 196 SACOS DE PLASTICO DE 25 KG PARA USO INDUSTRIAL CPA LLBI-50 NATURAL;POLIETILENO LINEAL CPA S/M POLIETILENO LINEAL DE BAJA DENSIDAD EN 196 SACOS DE PLASTICO DE 25 KG PARA USO INDUSTRIAL CPA LLBI-50 NATURAL
118-381521;0007;06/10/2015;2015;CHANNEL PRIME ALLIANCE DE PERU S.A.C.;4  20545537738;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;No disponible;00000-15;SMLU4221104A;HOUSTON;Estados Unidos;Estados Unidos;15125;UNIDAD;15125;KILOGRAMO;0;BUL;17179.63;1.14;18577.26;1.23;1182.89;15125;15.125;15227.85;NO DETERMINADO;EXXON MOBIL;POLIETILENO DE BAJA DENSIDAD EXXON MOBIL S/M POLIETILENO DE BAJA DENSIDAD EN 605 SACOS DE PLASTICO DE 25 KG PARA USO INDUSTRIAL EXXONMOBIL LD 136.MN NATURAL;POLIETILENO DE BAJA DENSIDAD EXXON MOBIL S/M POLIETILENO DE BAJA DENSIDAD EN 605 SACOS DE PLASTICO DE 25 KG PARA USO INDUSTRIAL EXXONMOBIL LD 136.MN NATURAL
118-381521;0008;06/10/2015;2015;CHANNEL PRIME ALLIANCE DE PERU S.A.C.;4  20545537738;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;No disponible;00000-15;SMLU4221104A;HOUSTON;Estados Unidos;Estados Unidos;8250;UNIDAD;8250;KILOGRAMO;0;BUL;9201.04;1.12;9961.26;1.21;645.21;8250;8.25;8704.67;NO DETERMINADO;CPA;POLIETILENO DE ALTA DENSIDAD CPA S/M POLIETILENO DE ALTA DENSIDAD EN 330 SACOS DE PLASTICO DE 25 KG PARA USO INDUSTRIAL HDPE HI-20 NATURAL;POLIETILENO DE ALTA DENSIDAD CPA S/M POLIETILENO DE ALTA DENSIDAD EN 330 SACOS DE PLASTICO DE 25 KG PARA USO INDUSTRIAL HDPE HI-20 NATURAL
118-381521;0009;06/10/2015;2015;CHANNEL PRIME ALLIANCE DE PERU S.A.C.;4  20545537738;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;No disponible;00000-15;SMLU4221104A;HOUSTON;Estados Unidos;Estados Unidos;4125;UNIDAD;4125;KILOGRAMO;0;BUL;4600.52;1.12;4980.62;1.21;322.6;4125;4.125;4551.77;NO DETERMINADO;CPA;POLIETILENO DE ALTA DENSIDAD CPA S/M POLIETILENO DE ALTA DENSIDAD EN 165 SACOS DE PLASTICO DE 25 KG PARA USO INDUSTRIAL HDPE HI-07 NATURAL;POLIETILENO DE ALTA DENSIDAD CPA S/M POLIETILENO DE ALTA DENSIDAD EN 165 SACOS DE PLASTICO DE 25 KG PARA USO INDUSTRIAL HDPE HI-07 NATURAL
118-396841;0001;19/10/2015;2015;CHANNEL PRIME ALLIANCE DE PERU S.A.C.;4  20545537738;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;02643-15;SMLU4205890A;HOUSTON;Estados Unidos;Estados Unidos;31150;KILOGRAMO;31150;KILOGRAMO;76;BUL;34206.27;1.1;37050.93;1.19;2417.09;31150;31.15;31485.18;CHANNEL PRIME ALLIANCE;EXXON MOBIL;EXXONMOBIL HD 7960.13 EXXON MOBIL S/M POLIETILENO DE ALTA DENSIDAD 1246 SACO DE PASTICO DE 25 KG PARA USO INDUSTRIAL EXXONMOBIL HD 7960.13 NATURAL;EXXONMOBIL HD 7960.13 EXXON MOBIL S/M POLIETILENO DE ALTA DENSIDAD 1246 SACO DE PASTICO DE 25 KG PARA USO INDUSTRIAL EXXONMOBIL HD 7960.13 NATURAL
118-396841;0002;19/10/2015;2015;CHANNEL PRIME ALLIANCE DE PERU S.A.C.;4  20545537738;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;02643-15;SMLU4205890A;HOUSTON;Estados Unidos;Estados Unidos;16500;KILOGRAMO;16500;KILOGRAMO;0;BLS;18118.89;1.1;19625.69;1.19;1280.32;16500;16.5;16677.54;CHANNEL PRIME ALLIANCE;EXXON MOBIL;EXXONMOBIL LL 1001X74 EXXON MOBIL S/M POLIETILENO DE LINEAL DE BAJA 660 SACO DE PASTICO DE 25 KG PARA USO INDUSTRIAL EXXONMOBIL LL 1001X74 NATURAL;EXXONMOBIL LL 1001X74 EXXON MOBIL S/M POLIETILENO DE LINEAL DE BAJA 660 SACO DE PASTICO DE 25 KG PARA USO INDUSTRIAL EXXONMOBIL LL 1001X74 NATURAL
118-396841;0003;19/10/2015;2015;CHANNEL PRIME ALLIANCE DE PERU S.A.C.;4  20545537738;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;02643-15;SMLU4205890A;HOUSTON;Estados Unidos;Estados Unidos;1450;KILOGRAMO;1450;KILOGRAMO;0;BLS;1716.11;1.18;1850.07;1.28;112.51;1450;1.45;1465.6;CHANNEL PRIME ALLIANCE;CPA;CPA LLBI-50 CPA S/M POLIETILENO DE LINEAL DE BAJA 58 SACO DE PASTICO DE 25 KG PARA USO INDUSTRIAL CPA LLBI-50 NATURAL;CPA LLBI-50 CPA S/M POLIETILENO DE LINEAL DE BAJA 58 SACO DE PASTICO DE 25 KG PARA USO INDUSTRIAL CPA LLBI-50 NATURAL
118-396841;0004;19/10/2015;2015;CHANNEL PRIME ALLIANCE DE PERU S.A.C.;4  20545537738;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;02643-15;SMLU4205890A;HOUSTON;Singapur;Estados Unidos;450;KILOGRAMO;450;KILOGRAMO;0;BLS;1093.46;2.43;1142.03;2.54;34.91;450;0.45;454.84;CHANNEL PRIME ALLIANCE;VISTAMAXX;VISTAMAXX 3980FL VISTAMAXX S/M ELASTOMERO DE PROPILENO 18 SACO DE PASTICO DE 25 KG PARA USO INDUSTRIAL VISTAMAXX 3980FL NATURAL;VISTAMAXX 3980FL VISTAMAXX S/M ELASTOMERO DE PROPILENO 18 SACO DE PASTICO DE 25 KG PARA USO INDUSTRIAL VISTAMAXX 3980FL NATURAL
118-396841;0005;19/10/2015;2015;CHANNEL PRIME ALLIANCE DE PERU S.A.C.;4  20545537738;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;02643-15;SMLU4205890A;HOUSTON;Singapur;Estados Unidos;925;KILOGRAMO;925;KILOGRAMO;0;BLS;1982.03;2.14;2078.57;2.25;71.77;925;0.925;934.95;CHANNEL PRIME ALLIANCE;VISTAMAXX;VISTAMAXX 6502 VISTAMAXX S/M ELASTOMERO DE PROPILENO 37 SACO DE PASTICO DE 25 KG PARA USO INDUSTRIAL VISTAMAXX 6502FL NATURAL;VISTAMAXX 6502 VISTAMAXX S/M ELASTOMERO DE PROPILENO 37 SACO DE PASTICO DE 25 KG PARA USO INDUSTRIAL VISTAMAXX 6502FL NATURAL
118-396841;0006;19/10/2015;2015;CHANNEL PRIME ALLIANCE DE PERU S.A.C.;4  20545537738;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;02643-15;SMLU4205890A;HOUSTON;Estados Unidos;Estados Unidos;3125;KILOGRAMO;3125;KILOGRAMO;0;BLS;3698.51;1.18;3987.22;1.28;242.48;3125;3.125;3158.62;CHANNEL PRIME ALLIANCE;CPA;CPA 2B50IN CPA S/M POLIETILENO LINEAL DE BAJA DENSIDAD 125 SACO DE PASTICO DE 25 KG PARA USO INDUSTRIAL CPA 2B50IN NATURAL;CPA 2B50IN CPA S/M POLIETILENO LINEAL DE BAJA DENSIDAD 125 SACO DE PASTICO DE 25 KG PARA USO INDUSTRIAL CPA 2B50IN NATURAL
118-396841;0007;19/10/2015;2015;CHANNEL PRIME ALLIANCE DE PERU S.A.C.;4  20545537738;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;02643-15;SMLU4205890A;HOUSTON;Estados Unidos;Estados Unidos;5500;KILOGRAMO;5500;KILOGRAMO;0;BLS;6509.38;1.18;7017.51;1.28;426.77;5500;5.5;5559.18;CHANNEL PRIME ALLIANCE;CPA;CPA 2B20IN CPA S/M POLIETILENO LINEAL DE BAJA DENSIDAD 220 SACO DE PASTICO DE 25 KG PARA USO INDUSTRIAL CPA 2B20IN NATURAL;CPA 2B20IN CPA S/M POLIETILENO LINEAL DE BAJA DENSIDAD 220 SACO DE PASTICO DE 25 KG PARA USO INDUSTRIAL CPA 2B20IN NATURAL
118-396841;0008;19/10/2015;2015;CHANNEL PRIME ALLIANCE DE PERU S.A.C.;4  20545537738;IMPORTACION DEFINITIVA;39019010;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;02643-15;SMLU4205890A;HOUSTON;Estados Unidos;Estados Unidos;4125;KILOGRAMO;4125;KILOGRAMO;0;BLS;4703.94;1.14;5082.81;1.23;320.08;4125;4.125;4169.38;CHANNEL PRIME ALLIANCE;ENABLE;ENABLE 20-10HE ENABLE S/M COPOLIMERO DE ETILENO 165 SACO DE PASTICO DE 25 KG PARA USO INDUSTRIAL ENABLE 20-10HE NATURAL;ENABLE 20-10HE ENABLE S/M COPOLIMERO DE ETILENO 165 SACO DE PASTICO DE 25 KG PARA USO INDUSTRIAL ENABLE 20-10HE NATURAL
118-396841;0009;19/10/2015;2015;CHANNEL PRIME ALLIANCE DE PERU S.A.C.;4  20545537738;IMPORTACION DEFINITIVA;39019010;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;02643-15;SMLU4205890A;HOUSTON;Estados Unidos;Estados Unidos;2750;KILOGRAMO;2750;KILOGRAMO;0;BLS;3135.96;1.14;3388.54;1.23;213.38;2750;2.75;2779.59;CHANNEL PRIME ALLIANCE;ENABLE;ENABLE 20-10HA ENABLE S/M COPOLIMERO DE ETILENO 110 SACO DE PASTICO DE 25 KG PARA USO INDUSTRIAL ENABLE 20-10HA NATURAL;ENABLE 20-10HA ENABLE S/M COPOLIMERO DE ETILENO 110 SACO DE PASTICO DE 25 KG PARA USO INDUSTRIAL ENABLE 20-10HA NATURAL
