DUA;Item;Data;Año;Importador;RUC;Regimen;Código NCM;Aduana;Via Transporte;Nome do Transportador;Manifesto;Conhecimento;Porto de Embarque;País de Origem;Pais de Procedencia;Quantidade Comercial;Unidade de Medida;Quant. VF;U.V.F.;Embalagem;Tipo de Embalagem;U$S FOB;U$S FOB Unit.;U$S CIF;U$S Unitário;U$S Frete;Kgs. Líquidos;TN Netos;Kgs. Brutos;Fornecedor;Marca;Descrição de Mercadoria;Descrição para o Filtro
235-066709;6670;10/08/2005;2005;COMINTER S.A.C.;4  20100334381;Não disponível;39069090;AEREA DEL CALLAO;AEREA;TAMPA S.A.;-;Não disponível;MIAMI;Estados Unidos;Estados Unidos;20;KILOGRAMO;20;KILOGRAMO;0;Não disponível;20;1;70.02;3.5;49.77;20;0.02;21.5;ARKEMA INC;ARKEMA INC;CLEARSTRENGTH # 140 ARKEMA INC S/M MODIFICADOR DE IMPACTO                                 --LOS DEMAS, POLIMEROS ACRILICOS, EN FORMAS PRIMARIAS                                     PRESENTADO EN 01 SACO X 20 KG                                                             MUESTRA PARA INTRODUCCION AL MERCADO;CLEARSTRENGTH # 140 ARKEMA INC S/M MODIFICADOR DE IMPACTO                                 --LOS DEMAS, POLIMEROS ACRILICOS, EN FORMAS PRIMARIAS                                     PRESENTADO EN 01 SAC
235-075452;7545;8/09/2005;2005;COMINTER S.A.C.;4  20100334381;Não disponível;39029000;AEREA DEL CALLAO;AEREA;LAN PERU S.A.;-;Não disponível;TOKYO;Japão;Japão;1.4;KILOGRAMO;1.4;KILOGRAMO;0;Não disponível;1.4;1;83.02;59.3;81.61;1.4;0.0014;1.9;DAINICHISEIKA COLOR & CHEMICALS MFG. CO., LTD.;DAINICHISEIKA;DAIFOAM, DAINICHISEIKA, M430D                                                                                                                                                                                                                                                 COPOLIMERO TERMICO EXPANDIBLE;DAIFOAM, DAINICHISEIKA, M430D
235-075452;7545;8/09/2005;2005;COMINTER S.A.C.;4  20100334381;Não disponível;39029000;AEREA DEL CALLAO;AEREA;LAN PERU S.A.;-;Não disponível;TOKYO;Japão;Japão;1.4;KILOGRAMO;1.4;KILOGRAMO;0;Não disponível;1.4;1;83.02;59.3;81.61;1.4;0.0014;1.9;DAINICHISEIKA COLOR & CHEMICALS MFG. CO., LTD.;DAINICHISEIKA;DAIFOAM, DAINICHISEIKA, H770D                                                                                                                                                                                                                                                 COPOLIMERO TERMICO EXPANDIBLE;DAIFOAM, DAINICHISEIKA, H770D
235-075452;7545;8/09/2005;2005;COMINTER S.A.C.;4  20100334381;Não disponível;39029000;AEREA DEL CALLAO;AEREA;LAN PERU S.A.;-;Não disponível;TOKYO;Japão;Japão;1.4;KILOGRAMO;1.4;KILOGRAMO;0;Não disponível;1.4;1;83.02;59.3;81.61;1.4;0.0014;1.9;DAINICHISEIKA COLOR & CHEMICALS MFG. CO., LTD.;DAINICHISEIKA;DAIFOAM, DAINICHISEIKA, H850D                                                                                                                                                                                                                                                 COPOLIMERO TERMICO EXPANDIBLE;DAIFOAM, DAINICHISEIKA, H850D
118-017359;1735;31/01/2006;2006;COMINTER S.A.C.;4  20100334381;Não disponível;39069090;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;-;Não disponível;CHARLESTON;Estados Unidos;Estados Unidos;8000;KILOGRAMO;8000;KILOGRAMO;0;Não disponível;18507;2.31;21911.33;2.74;3173;8000;8;8460;ARKEMA INC;ARKEMA INC;CLEARSTRENGTH  201, ARKEMA INC, S/M                                                       EN 8PAL X 50 SAC X 20 KG                                                                                                                                                            MODIFICADOR DE IMPACTO;CLEARSTRENGTH  201, ARKEMA INC, S/M                                                       EN 8PAL X 50 SAC X 20 KG
118-012144;1214;14/01/2008;2008;COMINTER S.A.C.;4  20100334381;Não disponível;39041020;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;-;Não disponível;CARTAGENA;Colômbia;Colômbia;156000;KILOGRAMO;156000;KILOGRAMO;0;Não disponível;168056.34;1.08;173160;1.11;4740;156000;156;159200;PETCO - PETROQUIMICA COLOMBIANA S.A.;PETCO;RESINA DE PVC, PETCO, PVC-440                                                             OBTENIDO POR POLIMERIZACION EN SUSPENSION                                                                                                                                           POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS;RESINA DE PVC, PETCO, PVC-440                                                             OBTENIDO POR POLIMERIZACION EN SUSPENSION
118-019938;1993;21/01/2008;2008;COMINTER S.A.C.;4  20100334381;Não disponível;39041020;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;-;Não disponível;CARTAGENA;Colômbia;Colômbia;104000;KILOGRAMO;104000;KILOGRAMO;0;Não disponível;114273.2;1.1;117570;1.13;3050;104000;104;106650;PETCO - PETROQUIMICA COLOMBIANA S.A.;PETCO;RESINA DE PVC, PETCO, PVC-450                                                             OBTENIDO POR POLIMERIZACION EN SUSPENSION                                                                                                                                           POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS;RESINA DE PVC, PETCO, PVC-450                                                             OBTENIDO POR POLIMERIZACION EN SUSPENSION
118-034110;3411;4/02/2008;2008;COMINTER S.A.C.;4  20100334381;Não disponível;39041020;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;-;Não disponível;CARTAGENA;Colômbia;Colômbia;156000;KILOGRAMO;156000;KILOGRAMO;0;Não disponível;167996.35;1.08;173880.01;1.11;5520;156000;156;158658;PETCO - PETROQUIMICA COLOMBIANA S.A.;PETCO;RESINA DE PVC, PETCO, PVC-440                                                             OBTENIDO POR POLIMERIZACION EN SUSPENSION                                                                                                                                           POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS;RESINA DE PVC, PETCO, PVC-440                                                             OBTENIDO POR POLIMERIZACION EN SUSPENSION
118-034120;3412;4/02/2008;2008;COMINTER S.A.C.;4  20100334381;Não disponível;39041020;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;-;Não disponível;CARTAGENA;Colômbia;Colômbia;156000;KILOGRAMO;156000;KILOGRAMO;0;Não disponível;167996.36;1.08;173880.01;1.11;5520;156000;156;159400;PETCO - PETROQUIMICA COLOMBIANA S.A.;PETCO;RESINA DE PVC, PETCO, PVC-440                                                             OBTENIDO POR POLIMERIZACION EN SUSPENSION                                                                                                                                           POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS;RESINA DE PVC, PETCO, PVC-440                                                             OBTENIDO POR POLIMERIZACION EN SUSPENSION
235-118757;0001;6/09/2010;2010;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39042100;AEREA DEL CALLAO;AEREA;AMERICAN AIRLINES INC. SU;15202-10;009438462294;MIAMI;Colômbia;Colômbia;25;KILOGRAMO;25;KILOGRAMO;1;BUL;25;1;125.65;5.03;100.34;25;0.025;26.9;0;S/M;COMPUESTO DE PVC S/M MODELO:S/M TIPO: EP-2400-NATUV-25 - PRESENTADO EN KILOS COMPUESTO DE PVC;COMPUESTO DE PVC S/M MODELO:S/M TIPO: EP-2400-NATUV-25 - PRESENTADO EN KILOS COMPUESTO DE PVC
235-118767;0001;6/09/2010;2010;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39042100;AEREA DEL CALLAO;AEREA;AMERICAN AIRLINES INC. SU;15255-10;009438462294;MIAMI;Colômbia;Colômbia;25;KILOGRAMO;25;KILOGRAMO;1;BUL;25;1;124.71;4.99;99.4;25;0.025;26.65;0;S/M;COMPUESTO DE PVC S/M MODELO:S/M TIPO: M210-WHT-1850-25 - PRESENTADO EN KILOS COMPUESTO DE PVC;COMPUESTO DE PVC S/M MODELO:S/M TIPO: M210-WHT-1850-25 - PRESENTADO EN KILOS COMPUESTO DE PVC
118-336529;0001;11/10/2010;2010;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;02647-10;MSCUHT424416;HOUSTON;Estados Unidos;Panamá;90000;KILOGRAMO;90000;KILOGRAMO;3600;BLS;86264.08;0.96;94738.7;1.05;8235.92;90000;90;91870;CHEMIUM INTERNATIONAL CORP. 1455 WE;S/M;RESINA DE PVC, S/M, S/M POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS, OBTENIDO POR POLIMERIZACION EN SUSPENSION.;RESINA DE PVC, S/M, S/M POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS, OBTENIDO POR POLIMERIZACION EN SUSPENSION.
118-357658;0001;23/09/2011;2011;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;72104900;MARITIMA DEL CALLAO;MARITIMO;TRAMARSA - TRABAJOS MARIT;01810-11;POBUSHACLL110600;SHANGHAI;China;Suíça;29.14;UNIDAD;29140;KILOGRAMO;4;BOB;23811.87;817.15;25497.13;874.99;1647.4;29140;29.14;29560;SHANGHAI YIHONG INDUSTRIAL CO.LTD.;S.M;BOBINAS DE ACERO S.M S.M JIS G3302 SGCC MEDIDAS: 0.40 MM X 1200 MM BOBINAS DE ACERO GALVANIZADO, SGCC ZERO SPANGLE,Z120 CHROMATE,NOT OILED SPECIFICATION:,;BOBINAS DE ACERO S.M S.M JIS G3302 SGCC MEDIDAS: 0.40 MM X 1200 MM BOBINAS DE ACERO GALVANIZADO, SGCC ZERO SPANGLE,Z120 CHROMATE,NOT OILED SPECIFICATION:,
118-357658;0002;23/09/2011;2011;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;72104900;MARITIMA DEL CALLAO;MARITIMO;TRAMARSA - TRABAJOS MARIT;01810-11;POBUSHACLL110600;SHANGHAI;China;Suíça;28.47;UNIDAD;28470;KILOGRAMO;4;BOB;23265.3;817.19;24912.29;875.04;1610;28470;28.47;28750;SHANGHAI YIHONG INDUSTRIAL CO.LTD.;S.M;BOBINAS DE ACERO S.M S.M JIS G3302 SGCC MEDIDAS: 0.75 MM X 1200 MM BOBINAS DE ACERO GALVANIZADO, SGCC ZERO SPANGLE,Z120 CHROMATE,NOT OILED SPECIFICATION:,;BOBINAS DE ACERO S.M S.M JIS G3302 SGCC MEDIDAS: 0.75 MM X 1200 MM BOBINAS DE ACERO GALVANIZADO, SGCC ZERO SPANGLE,Z120 CHROMATE,NOT OILED SPECIFICATION:,
118-056099;0001;16/02/2015;2015;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39042200;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;00353-15;MSCUBC262348;CARTAGENA;Colômbia;Colômbia;2400;KILOGRAMO;2400;KILOGRAMO;50;BUL;3608.75;1.5;3696;1.54;86.52;2400;2.4;2485.8;C.I. MEXICHEM COMPUESTOS COLOMBIA S.A.S.;MEXICHEM COMPUESTOS COLOM;PV-1959-NAT-MCC-800, MEXICHEM COMPUESTOS COLOM, PV-1959-NAT COMPUESTO DE PVC, CLORURO DE POLIVINILO, GRANULADO PVC-1959-NAT-MCC-800 BOLSA DE 25 KG C/U;PV-1959-NAT-MCC-800, MEXICHEM COMPUESTOS COLOM, PV-1959-NAT COMPUESTO DE PVC, CLORURO DE POLIVINILO, GRANULADO PVC-1959-NAT-MCC-800 BOLSA DE 25 KG C/U
118-056099;0002;16/02/2015;2015;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39042200;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;00353-15;MSCUBC262348;CARTAGENA;Colômbia;Colômbia;17600;KILOGRAMO;17600;KILOGRAMO;0;BUL;26464.15;1.5;27103.99;1.54;634.48;17600;17.6;18229.2;C.I. MEXICHEM COMPUESTOS COLOMBIA S.A.S.;MEXICHEM COMPUESTOS COLOM;PV-1959-NAT-MCC-800, MEXICHEM COMPUESTOS COLOM, PV-1959-NAT COMPUESTO DE PVC, CLORURO DE POLIVINILO, GRANULADO PVC-1959-NAT-MCC-800 BOLSA DE 25 KG C/U;PV-1959-NAT-MCC-800, MEXICHEM COMPUESTOS COLOM, PV-1959-NAT COMPUESTO DE PVC, CLORURO DE POLIVINILO, GRANULADO PVC-1959-NAT-MCC-800 BOLSA DE 25 KG C/U
118-056099;0003;16/02/2015;2015;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39042200;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;00353-15;MSCUBC262348;CARTAGENA;Colômbia;Colômbia;18400;KILOGRAMO;18400;KILOGRAMO;0;BUL;27299.14;1.48;27967.99;1.52;663.32;18400;18.4;19057.8;C.I. MEXICHEM COMPUESTOS COLOMBIA S.A.S.;MEXICHEM COMPUESTOS COLOM;PV-1787-AF-NAT-MCC-800, MEXICHEM COMPUESTOS COLOM, PV-1787-NAT COMPUESTO DE PVC, CLORURO DE POLIVINILO, GRANULADO PV-1787-AF-NAT-MCC-800 BOLSA DE 25 KG C/U;PV-1787-AF-NAT-MCC-800, MEXICHEM COMPUESTOS COLOM, PV-1787-NAT COMPUESTO DE PVC, CLORURO DE POLIVINILO, GRANULADO PV-1787-AF-NAT-MCC-800 BOLSA DE 25 KG C/U
118-056099;0004;16/02/2015;2015;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39042200;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;00353-15;MSCUBC262348;CARTAGENA;Colômbia;Colômbia;1600;KILOGRAMO;1600;KILOGRAMO;0;BUL;2373.84;1.48;2432;1.52;57.68;1600;1.6;1657.2;C.I. MEXICHEM COMPUESTOS COLOMBIA S.A.S.;MEXICHEM COMPUESTOS COLOM;PV-1787-AF-NAT-MCC-800, MEXICHEM COMPUESTOS COLOM, PV-1787-NAT COMPUESTO DE PVC, CLORURO DE POLIVINILO, GRANULADO PV-1787-AF-NAT-MCC-800 BOLSA DE 25 KG C/U;PV-1787-AF-NAT-MCC-800, MEXICHEM COMPUESTOS COLOM, PV-1787-NAT COMPUESTO DE PVC, CLORURO DE POLIVINILO, GRANULADO PV-1787-AF-NAT-MCC-800 BOLSA DE 25 KG C/U
118-063178;0001;19/02/2015;2015;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;00387-15;SUDU2529717360BB;CARTAGENA;México;México;102;TONELADAS;102000;KILOGRAMO;68;BUL;76556;750.55;81600;800;4840;102000;102;104170;MEXICHEM RESINAS VINILICAS SA DE CV;PRIMEX;RESINA DE PVC, PRIMEX, P225-2 RESINA DE PVC PRIMEX P225-2 CODIGO: 26007;RESINA DE PVC, PRIMEX, P225-2 RESINA DE PVC PRIMEX P225-2 CODIGO: 26007
118-067017;0001;23/02/2015;2015;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;00427-15;MSCUBC262827;CARTAGENA;Colômbia;Colômbia;26000;KILOGRAMO;26000;KILOGRAMO;1040;BUL;24879;0.96;26310.98;1.01;1121;26000;26;26450;MEXICHEM RESINAS COLOMBIA S.A.S;PETCO;RESINA DE PVC, PETCO, 450 PVC-450-25 RESINA DE PVC. POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION;RESINA DE PVC, PETCO, 450 PVC-450-25 RESINA DE PVC. POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION
118-077488;0001;2/03/2015;2015;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39042100;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;00478-15;MSCUBC263254;CARTAGENA;Colômbia;Colômbia;25;KILOGRAMO;25;KILOGRAMO;1038;BUL;36.3;1.45;36.99;1.48;0.69;25;0.025;25.42;C.I. MEXICHEM COMPUESTOS COLOMBIA S.A.S.;C.I MAXICHEM COMPUESTOS;M210-GREY-1350-25, C.I MAXICHEM COMPUESTOS, M210 GREY 1350 MARCA: C.I MAXICHEM COMPUESTOS COLOMBIA COMPUESTO DE PVC, CLORURO DE POLIVINILO, GRANULADO BOLSA DE 25 KG C/U;M210-GREY-1350-25, C.I MAXICHEM COMPUESTOS, M210 GREY 1350 MARCA: C.I MAXICHEM COMPUESTOS COLOMBIA COMPUESTO DE PVC, CLORURO DE POLIVINILO, GRANULADO BOLSA DE 25 KG C/U
118-077488;0002;2/03/2015;2015;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39042100;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;00478-15;MSCUBC263254;CARTAGENA;Colômbia;Colômbia;3000;KILOGRAMO;3000;KILOGRAMO;0;BUL;4355.93;1.45;4439.99;1.48;83.35;3000;3;3050.86;C.I. MEXICHEM COMPUESTOS COLOMBIA S.A.S.;C.I MAXICHEM COMPUESTOS;M210-GREY-1350-25, C.I MAXICHEM COMPUESTOS, M210 GREY 1350 MARCA: C.I MAXICHEM COMPUESTOS COLOMBIA COMPUESTO DE PVC, CLORURO DE POLIVINILO, GRANULADO BOLSA DE 25 KG C/U;M210-GREY-1350-25, C.I MAXICHEM COMPUESTOS, M210 GREY 1350 MARCA: C.I MAXICHEM COMPUESTOS COLOMBIA COMPUESTO DE PVC, CLORURO DE POLIVINILO, GRANULADO BOLSA DE 25 KG C/U
118-077488;0003;2/03/2015;2015;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39042100;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;00478-15;MSCUBC263254;CARTAGENA;Colômbia;Colômbia;1500;KILOGRAMO;1500;KILOGRAMO;0;BUL;2177.97;1.45;2219.99;1.48;41.67;1500;1.5;1525.43;C.I. MEXICHEM COMPUESTOS COLOMBIA S.A.S.;C.I MAXICHEM COMPUESTOS;M210-GREY-1350-25, C.I MAXICHEM COMPUESTOS, M210 GREY 1350 MARCA: C.I MAXICHEM COMPUESTOS COLOMBIA COMPUESTO DE PVC, CLORURO DE POLIVINILO, GRANULADO BOLSA DE 25 KG C/U;M210-GREY-1350-25, C.I MAXICHEM COMPUESTOS, M210 GREY 1350 MARCA: C.I MAXICHEM COMPUESTOS COLOMBIA COMPUESTO DE PVC, CLORURO DE POLIVINILO, GRANULADO BOLSA DE 25 KG C/U
118-077488;0004;2/03/2015;2015;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39042100;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;00478-15;MSCUBC263254;CARTAGENA;Colômbia;Colômbia;12425;KILOGRAMO;12425;KILOGRAMO;0;BUL;18040.81;1.45;18388.98;1.48;345.21;12425;12.425;12635.67;C.I. MEXICHEM COMPUESTOS COLOMBIA S.A.S.;C.I MAXICHEM COMPUESTOS;M210-GREY-1350-25, C.I MAXICHEM COMPUESTOS, M210 GREY 1350 MARCA: C.I MAXICHEM COMPUESTOS COLOMBIA COMPUESTO DE PVC, CLORURO DE POLIVINILO, GRANULADO BOLSA DE 25 KG C/U;M210-GREY-1350-25, C.I MAXICHEM COMPUESTOS, M210 GREY 1350 MARCA: C.I MAXICHEM COMPUESTOS COLOMBIA COMPUESTO DE PVC, CLORURO DE POLIVINILO, GRANULADO BOLSA DE 25 KG C/U
118-077488;0005;2/03/2015;2015;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39042100;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;00478-15;MSCUBC263254;CARTAGENA;Colômbia;Colômbia;9000;KILOGRAMO;9000;KILOGRAMO;0;BUL;13067.79;1.45;13319.99;1.48;250.05;9000;9;9152.6;C.I. MEXICHEM COMPUESTOS COLOMBIA S.A.S.;C.I MAXICHEM COMPUESTOS;M210-GREY-1350-25, C.I MAXICHEM COMPUESTOS, M210 GREY 1350 MARCA: C.I MAXICHEM COMPUESTOS COLOMBIA COMPUESTO DE PVC, CLORURO DE POLIVINILO, GRANULADO BOLSA DE 25 KG C/U;M210-GREY-1350-25, C.I MAXICHEM COMPUESTOS, M210 GREY 1350 MARCA: C.I MAXICHEM COMPUESTOS COLOMBIA COMPUESTO DE PVC, CLORURO DE POLIVINILO, GRANULADO BOLSA DE 25 KG C/U
118-083925;0001;5/03/2015;2015;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;00505-15;MSCUAU772206;ALTAMIRA;México;Panamá;204000;KILOGRAMO;204000;KILOGRAMO;136;BUL;156974;0.77;169320;0.83;11938;204000;204;208298;MEXICHEM RESINAS VINILICAS SA DE CV;PRIMEX;RESINA PVC , PRIMEX, P225-2 RESINA DE PVC POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION;RESINA PVC , PRIMEX, P225-2 RESINA DE PVC POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION
118-087554;0001;9/03/2015;2015;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;38123090;MARITIMA DEL CALLAO;MARITIMO;UNIMAR S A;00551-15;HLCUBO2150204980;CARTAGENA;Colômbia;Colômbia;15200;KILOGRAMO;15200;KILOGRAMO;20;BUL;43206.43;2.84;44080;2.9;863;15200;15.2;16690;CARBOQUIMICA S.A.S.;CARBOQUIMICA;POLYSTAB, CARBOQUIMICA, BCZ-10 POLYSTAB BCZ-10 EXPORTACION;POLYSTAB, CARBOQUIMICA, BCZ-10 POLYSTAB BCZ-10 EXPORTACION
118-091024;0001;11/03/2015;2015;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;00521-15;SUDU252971991X27;CARTAGENA;México;Panamá;51000;KILOGRAMO;51000;KILOGRAMO;34;BUL;42868;0.84;45390;0.89;2420;51000;51;51580;MEXICHEM RESINAS VINILICAS S.A.;PRIMEX;RESINA DE PVC INYECCION , PRIMEX, P-180 RESINA DE PVC. POLICLORURO DE VINILO SIN MEZCLAR CON OTRS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION;RESINA DE PVC INYECCION , PRIMEX, P-180 RESINA DE PVC. POLICLORURO DE VINILO SIN MEZCLAR CON OTRS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION
118-091016;0001;11/03/2015;2015;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;00505-15;MSCUAU773238;ALTAMIRA;México;Panamá;25500;KILOGRAMO;25500;KILOGRAMO;17;BUL;20598;0.81;22185;0.87;1536;25500;25.5;25750;MEXICHEM RESINAS VINILICAS SA DE CV;PRIMEX;RESINA DE PVC, PRIMEX, P-180 RESINA DE PVC. POLICLORURO DE VINILO SIN MEZCLAR CON OTRS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION;RESINA DE PVC, PRIMEX, P-180 RESINA DE PVC. POLICLORURO DE VINILO SIN MEZCLAR CON OTRS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION
118-097259;0001;16/03/2015;2015;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39042200;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;00531-15;MSCUBC264955;CARTAGENA;Colômbia;Colômbia;17600;KILOGRAMO;17600;KILOGRAMO;25;BUL;26288.15;1.49;26927.99;1.53;634.48;17600;17.6;18286.39;C.I. MEXICHEM COMPUESTOS COLOMBIA S.A.S.;MEXICHEM COMPUESTOS;PV-1959-NAT-MCC-800, MEXICHEM COMPUESTOS, PV-1959-NAT COMPUESTO DE PVC, CLORURO DE POLIVINILO, GRANULADO PVC-1959-NAT-MCC-800 BOLSA DE 25 KG C/U;PV-1959-NAT-MCC-800, MEXICHEM COMPUESTOS, PV-1959-NAT COMPUESTO DE PVC, CLORURO DE POLIVINILO, GRANULADO PVC-1959-NAT-MCC-800 BOLSA DE 25 KG C/U
118-097259;0002;16/03/2015;2015;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39042200;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;00531-15;MSCUBC264955;CARTAGENA;Colômbia;Colômbia;2400;KILOGRAMO;2400;KILOGRAMO;0;BUL;3584.75;1.49;3672;1.53;86.52;2400;2.4;2493.6;C.I. MEXICHEM COMPUESTOS COLOMBIA S.A.S.;MEXICHEM COMPUESTOS;PV-1959-NAT-MCC-800, MEXICHEM COMPUESTOS, PV-1959-NAT COMPUESTO DE PVC, CLORURO DE POLIVINILO, GRANULADO PVC-1959-NAT-MCC-800 BOLSA DE 25 KG C/U;PV-1959-NAT-MCC-800, MEXICHEM COMPUESTOS, PV-1959-NAT COMPUESTO DE PVC, CLORURO DE POLIVINILO, GRANULADO PVC-1959-NAT-MCC-800 BOLSA DE 25 KG C/U
118-098129;0001;16/03/2015;2015;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;INVERSIONES MARITIMAS UNI;00569-15;MOLU13703098016;PUSAN;Coreia do Sul;Panamá;18000;KILOGRAMO;18000;KILOGRAMO;720;BUL;25860;1.44;27683.25;1.54;1500;18000;18;18000;ITOCHU PLASTICS PTE.LTD.;SK GLOBAL;POLIPROPILENO, SK GLOBAL, YUPLENE R380Y POLIPROPILENO R380Y;POLIPROPILENO, SK GLOBAL, YUPLENE R380Y POLIPROPILENO R380Y
118-097253;0001;16/03/2015;2015;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;00589-15;SUDU252972058BUW;CARTAGENA;México;Panamá;204000;KILOGRAMO;204000;KILOGRAMO;136;BUL;187792;0.92;197880;0.97;9680;204000;204;207200;MEXICHEM RESINAS VINILICAS S.A.;PRIMEX;RESINA PVC , PRIMEX, P225-2 RESINA DE PVC (ALTA PRESION) POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION;RESINA PVC , PRIMEX, P225-2 RESINA DE PVC (ALTA PRESION) POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION
118-097269;0001;16/03/2015;2015;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;00589-15;SUDU252972058M3B;CARTAGENA;México;Panamá;306000;KILOGRAMO;306000;KILOGRAMO;204;BUL;238848;0.78;253980;0.83;14520;306000;306;312390;MEXICHEM RESINAS VINILICAS S.A. DE C.V.;PRIMEX;RESINA PVC , PRIMEX, P225-2 RESINA DE PVC (TUBO SISTEMA) POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION;RESINA PVC , PRIMEX, P225-2 RESINA DE PVC (TUBO SISTEMA) POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION
