DUA;Item;Fecha;A�o;Importador;RUC;Regimen;C�digo NCM;Aduana;V�a Transporte;Nombre Transportista;Manifiesto;Conocimiento;Puerto de Embarque;Pa�s de Origen;Pais de Procedencia;Cantidad Comercial;Unidad de Medida;Cant. VF;U.V.F.;Bultos;Tipo de Bulto;U$S FOB;U$S FOB Unit.;U$S CIF;U$S Unitario;U$S Flete;Kgs. Netos;TN Netos;Kgs. Brutos;Proveedor;Marca;Descripci�n de Mercader�a;Descripci�n para Filtro
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;46021000;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;20;UNIDAD;20;UNIDAD;0;No disponible;8.2;0.41;9.03;0.45;0.75;5.5;0.0055;5.85;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;RECIPIENTE S/M S/M                                                                        DE BAMBU                                                                                                                                                                            CON BORDE DE ACERO INOXIDABLE                                                             DE 6 PULGADAS,;RECIPIENTE S/M S/M                                                                        DE BAMBU
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;46021000;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;5;UNIDAD;5;UNIDAD;0;No disponible;2.05;0.41;2.32;0.46;0.25;1.8;0.0018;1.95;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;TAPA DEL RECIPIENTE S/M S/M                                                               DE BAMBU                                                                                                                                                                            CON BORDE DE ACERO INOXIDABLE                                                             DE 6 PULGADAS,;TAPA DEL RECIPIENTE S/M S/M                                                               DE BAMBU
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;82032000;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;12;UNIDAD;12;UNIDAD;0;No disponible;12.24;1.02;12.91;1.08;0.33;2.5;0.0025;2.6;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;PINZAS S/M S/M                                                                            DE ACERO INOXIDABLE                                                                                                                                                                                                                                                           DE 9 - 12 PULGADAS,;PINZAS S/M S/M                                                                            DE ACERO INOXIDABLE
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;84231000;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;2;UNIDAD;2;UNIDAD;0;No disponible;0.68;0.34;0.75;0.38;0.06;0.5;0.0005;0.52;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;BALANZA S/M S/M                                                                           DE MADERA                                                                                                                                                                                                                                                                     500 G., CON PESAS,;BALANZA S/M S/M                                                                           DE MADERA
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;82159900;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;1;UNIDAD;1;UNIDAD;0;No disponible;1.02;1.02;1.07;1.07;0.02;0.2;0.0002;0.21;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;PINZAS S/M S/M                                                                            DE ACERO INOXIDABLE                                                                                                                                                                                                                                                           ,;PINZAS S/M S/M                                                                            DE ACERO INOXIDABLE
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;82130000;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;2;UNIDAD;2;UNIDAD;0;No disponible;1.36;0.68;1.41;0.71;0.01;0.1;0.0001;0.11;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;TIJERAS S/M S/M                                                                           DE ACERO INOXIDABLE                                                                                                                                                                                                                                                           ,;TIJERAS S/M S/M                                                                           DE ACERO INOXIDABLE
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;73239900;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;2;UNIDAD;2;UNIDAD;0;No disponible;4.74;2.37;5.01;2.51;0.14;1.1;0.0011;1.15;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;EMBUDO S/M S/M                                                                            DE ACERO INOXIDABLE                                                                                                                                                                                                                                                           DE 30 CM.,;EMBUDO S/M S/M                                                                            DE ACERO INOXIDABLE
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;82159900;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;2;UNIDAD;2;UNIDAD;0;No disponible;5.78;2.89;6.07;3.04;0.13;1;0.001;1.05;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;CUCHARON S/M S/M                                                                          DE ACERO INOXIDABLE                                                                                                                                                                                                                                                           ,;CUCHARON S/M S/M                                                                          DE ACERO INOXIDABLE
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;68042100;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;1;UNIDAD;1;UNIDAD;0;No disponible;0.21;0.21;0.25;0.25;0.04;0.3;0.0003;0.31;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;PIEDRA S/M S/M                                                                                                                                                                      PARA AFILAR                                                                                                                                                                         ,;PIEDRA S/M S/M                                                                                                                                                                      PARA AFILAR
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;68042100;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;2;UNIDAD;2;UNIDAD;0;No disponible;1.36;0.68;1.45;0.73;0.06;0.5;0.0005;0.52;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;PIEDRA S/M S/M                                                                                                                                                                                                                                                                                                                                                          ESMERIL,;PIEDRA S/M S/M
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;96039090;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;4;UNIDAD;4;UNIDAD;0;No disponible;0.6;0.15;0.73;0.18;0.12;0.9;0.0009;0.94;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;CEPILLO S/M S/M                                                                           DE ACERO INOXIDABLE                                                                       PARA PAPA                                                                                                                                                                           C/MANGO DE MADERA,;CEPILLO S/M S/M                                                                           DE ACERO INOXIDABLE                                                                       PARA PAPA
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;82052000;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;1;UNIDAD;1;UNIDAD;0;No disponible;3.22;3.22;3.5;3.5;0.2;1.5;0.0015;1.55;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;MARTILLO S/M S/M                                                                          DE MADERA                                                                                                                                                                                                                                                                     ,;MARTILLO S/M S/M                                                                          DE MADERA
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;44190000;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;4;UNIDAD;4;UNIDAD;0;No disponible;1.68;0.42;1.87;0.47;0.16;1.25;0.00125;1.3;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;RODILLO S/M S/M                                                                           DE MADERA                                                                                                                                                                                                                                                                     ,;RODILLO S/M S/M                                                                           DE MADERA
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;46021000;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;1;UNIDAD;1;UNIDAD;0;No disponible;0.13;0.13;0.13;0.13;0;0.05;0.00005;0.06;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;PALILLO S/M S/M                                                                           DE BAMBU                                                                                  PARA COCINAR                                                                                                                                                                        ,;PALILLO S/M S/M                                                                           DE BAMBU                                                                                  PARA COCINAR
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;73239300;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;100;UNIDAD;100;UNIDAD;0;No disponible;6;0.06;6.59;0.07;0.42;3.2;0.0032;3.3;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;MOLDE S/M S/M                                                                             DE ACERO INOXIDABLE                                                                                                                                                                                                                                                           Nâ 2,;MOLDE S/M S/M                                                                             DE ACERO INOXIDABLE
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;73239300;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;50;UNIDAD;50;UNIDAD;0;No disponible;29;0.58;30.08;0.6;0.28;2.1;0.0021;2.2;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;MOLDE S/M S/M                                                                             DE ACERO INOXIDABLE                                                                                                                                                                                                                                                           PEQUEÃO,;MOLDE S/M S/M                                                                             DE ACERO INOXIDABLE
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;73239300;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;1;UNIDAD;1;UNIDAD;0;No disponible;1.53;1.53;1.73;1.73;0.16;1.2;0.0012;1.25;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;COLADOR S/M S/M                                                                           DE ACERO INOXIDABLE                                                                       PARA HUEVOS                                                                                                                                                                         DE 18 PULGADAS,;COLADOR S/M S/M                                                                           DE ACERO INOXIDABLE                                                                       PARA HUEVOS
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;73239300;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;4;UNIDAD;4;UNIDAD;0;No disponible;0.84;0.21;1.1;0.28;0.23;1.8;0.0018;1.84;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;RASPADOR S/M S/M                                                                          DE ACERO INOXIDABLE                                                                                                                                                                                                                                                           C/MANGO DE MADERA,;RASPADOR S/M S/M                                                                          DE ACERO INOXIDABLE
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;96039090;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;3;UNIDAD;3;UNIDAD;0;No disponible;0.51;0.17;0.55;0.18;0.03;0.25;0.00025;0.26;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;BROCHA S/M S/M                                                                            DE MADERA                                                                                                                                                                                                                                                                     Nâ 3 A BASE DE CERDAS,;BROCHA S/M S/M                                                                            DE MADERA
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;82119100;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;1;UNIDAD;1;UNIDAD;0;No disponible;0.9;0.9;0.94;0.94;0.02;0.15;0.00015;0.16;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;CUCHILLO S/M S/M                                                                          DE ACERO INOXIDABLE                                                                                                                                                                                                                                                           DE COCINA, DE 12 PULGADAS,;CUCHILLO S/M S/M                                                                          DE ACERO INOXIDABLE
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;39241090;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;1;UNIDAD;1;UNIDAD;0;No disponible;0.51;0.51;0.58;0.58;0.06;0.45;0.00045;0.47;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;TAZA S/M S/M                                                                              DE PLASTICO                                                                                                                                                                                                                                                                   1000 CC, MEDIDORA DE LIQUIDOS,;TAZA S/M S/M                                                                              DE PLASTICO
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;39241090;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;2;UNIDAD;2;UNIDAD;0;No disponible;0.5;0.25;0.56;0.28;0.04;0.35;0.00035;0.37;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;SOPLETE S/M S/M                                                                           DE PLASTICO                                                                               PARA ALIMENTOS                                                                                                                                                                      ,;SOPLETE S/M S/M                                                                           DE PLASTICO                                                                               PARA ALIMENTOS
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;96039090;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;1;UNIDAD;1;UNIDAD;0;No disponible;0.21;0.21;0.24;0.24;0.02;0.2;0.0002;0.21;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;BROCHA S/M S/M                                                                            DE PLASTICO                                                                                                                                                                                                                                                                   ,;BROCHA S/M S/M                                                                            DE PLASTICO
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;82119100;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;6;UNIDAD;6;UNIDAD;0;No disponible;18;3;18.61;3.1;0.12;0.9;0.0009;0.95;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;CUCHILLO S/M S/M                                                                          DE ACERO INOXIDABLE                                                                                                                                                                                                                                                           Nâ 1,;CUCHILLO S/M S/M                                                                          DE ACERO INOXIDABLE
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;82014010;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;1;UNIDAD;1;UNIDAD;0;No disponible;4.92;4.92;5.06;5.06;0.01;0.1;0.0001;0.11;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;MACHETE S/M S/M                                                                           DE ACERO INOXIDABLE                                                                                                                                                                                                                                                           Nâ 1,;MACHETE S/M S/M                                                                           DE ACERO INOXIDABLE
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;73239300;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;2;UNIDAD;2;UNIDAD;0;No disponible;4.74;2.37;4.97;2.49;0.1;0.75;0.00075;0.78;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;CONDIMENTERO S/M S/M                                                                      DE ACERO INOXIDABLE                                                                                                                                                                                                                                                           DE 6 DIVISIONES,;CONDIMENTERO S/M S/M                                                                      DE ACERO INOXIDABLE
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;96031000;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;4;UNIDAD;4;UNIDAD;0;No disponible;0.52;0.13;0.65;0.16;0.12;0.95;0.00095;0.99;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;ESCOBILLA S/M S/M                                                                         DE BAMBU                                                                                  PARA LIMPIAR SARTEN                                                                                                                                                                 ,;ESCOBILLA S/M S/M                                                                         DE BAMBU                                                                                  PARA LIMPIAR SARTEN
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;82159900;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;10;UNIDAD;10;UNIDAD;0;No disponible;0.3;0.03;0.44;0.04;0.13;1;0.001;1.04;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;ESPATULA S/M S/M                                                                          DE ACERO INOXIDABLE                                                                                                                                                                                                                                                           ,;ESPATULA S/M S/M                                                                          DE ACERO INOXIDABLE
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;82159900;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;4;UNIDAD;4;UNIDAD;0;No disponible;4.08;1.02;4.23;1.06;0.04;0.3;0.0003;0.31;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;ESPATULA S/M S/M                                                                          DE ACERO INOXIDABLE                                                                                                                                                                                                                                                           ,;ESPATULA S/M S/M                                                                          DE ACERO INOXIDABLE
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;82159900;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;6;UNIDAD;6;UNIDAD;0;No disponible;8.16;1.36;8.45;1.41;0.06;0.5;0.0005;0.52;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;CUCHARON S/M S/M                                                                          DE ACERO INOXIDABLE                                                                                                                                                                                                                                                           ,;CUCHARON S/M S/M                                                                          DE ACERO INOXIDABLE
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;73239300;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;2;UNIDAD;2;UNIDAD;0;No disponible;4.4;2.2;4.57;2.29;0.05;0.4;0.0004;0.42;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;SOPORTE S/M S/M                                                                           DE ACERO                                                                                                                                                                                                                                                                      DE SARTEN,;SOPORTE S/M S/M                                                                           DE ACERO
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;73239300;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;1;UNIDAD;1;UNIDAD;0;No disponible;2.37;2.37;2.44;2.44;0.01;0.1;0.0001;0.11;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;EMBUDO S/M S/M                                                                            DE ACERO INOXIDABLE                                                                                                                                                                                                                                                           ,;EMBUDO S/M S/M                                                                            DE ACERO INOXIDABLE
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;96039090;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;2;UNIDAD;2;UNIDAD;0;No disponible;2.04;1.02;2.1;1.05;0.02;0.15;0.00015;0.16;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;BROCHA S/M S/M                                                                                                                                                                                                                                                                                                                                                          CON PELO DE LANA,;BROCHA S/M S/M
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;73239300;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;20;UNIDAD;20;UNIDAD;0;No disponible;15.2;0.76;16.28;0.81;0.67;5;0.005;5.2;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;FUENTES S/M S/M                                                                           DE ACERO INOXIDABLE                                                                                                                                                                 40*30                                                                                     DE 40 X 30,;FUENTES S/M S/M                                                                           DE ACERO INOXIDABLE
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;73239300;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;10;UNIDAD;10;UNIDAD;0;No disponible;10.4;1.04;11.08;1.11;0.39;3;0.003;3.1;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;FUENTES S/M S/M                                                                           DE ACERO INOXIDABLE                                                                                                                                                                 45*35                                                                                     DE 45 X 35,;FUENTES S/M S/M                                                                           DE ACERO INOXIDABLE
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;73239300;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;20;UNIDAD;20;UNIDAD;0;No disponible;4.4;0.22;5.1;0.26;0.57;4.4;0.0044;4.5;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;TAZONES S/M S/M                                                                           DE ACERO INOXIDABLE                                                                                                                                                                                                                                                           DE 18 CM.,;TAZONES S/M S/M                                                                           DE ACERO INOXIDABLE
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;73239300;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;20;UNIDAD;20;UNIDAD;0;No disponible;5;0.25;5.87;0.29;0.73;5.5;0.0055;5.7;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;TAZONES S/M S/M                                                                           DE ACERO INOXIDABLE                                                                                                                                                                                                                                                           DE 20 CM.,;TAZONES S/M S/M                                                                           DE ACERO INOXIDABLE
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;73239300;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;20;UNIDAD;20;UNIDAD;0;No disponible;3;0.15;3.62;0.18;0.54;4;0.004;4.2;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;TAZONES S/M S/M                                                                           DE ACERO INOXIDABLE                                                                                                                                                                                                                                                           DE 14 CM.,;TAZONES S/M S/M                                                                           DE ACERO INOXIDABLE
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;73239300;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;5;UNIDAD;5;UNIDAD;0;No disponible;7;1.4;7.45;1.49;0.26;2;0.002;2.05;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;TAZONES S/M S/M                                                                           DE ACERO INOXIDABLE                                                                                                                                                                                                                                                           DE 28 CM.,;TAZONES S/M S/M                                                                           DE ACERO INOXIDABLE
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;73239300;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;5;UNIDAD;5;UNIDAD;0;No disponible;7.4;1.48;7.9;1.58;0.3;2.3;0.0023;2.35;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;TAZONES S/M S/M                                                                           DE ACERO INOXIDABLE                                                                                                                                                                                                                                                           DE 30 CM.,;TAZONES S/M S/M                                                                           DE ACERO INOXIDABLE
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;73239300;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;5;UNIDAD;5;UNIDAD;0;No disponible;8.05;1.61;8.64;1.73;0.37;2.8;0.0028;2.9;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;TAZONES S/M S/M                                                                           DE ACERO INOXIDABLE                                                                                                                                                                                                                                                           DE 32 CM.,;TAZONES S/M S/M                                                                           DE ACERO INOXIDABLE
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;73239900;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;1;UNIDAD;1;UNIDAD;0;No disponible;1.1;1.1;1.45;1.45;0.32;2.5;0.0025;2.5;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;SARTEN S/M S/M                                                                            DE FIERRO                                                                                                                                                                                                                                                                     DE 1.6 PIES,;SARTEN S/M S/M                                                                            DE FIERRO
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;73239900;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;2;UNIDAD;2;UNIDAD;0;No disponible;1.78;0.89;2.4;1.2;0.57;4.5;0.0045;4.5;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;SARTEN S/M S/M                                                                            DE FIERRO                                                                                                                                                                                                                                                                     DE 1.4 PIES,;SARTEN S/M S/M                                                                            DE FIERRO
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;73239900;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;1;UNIDAD;1;UNIDAD;0;No disponible;2.37;2.37;2.82;2.82;0.38;3;0.003;3;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;SARTEN S/M S/M                                                                            DE FIERRO                                                                                                                                                                                                                                                                     DE 1.8 PIES,;SARTEN S/M S/M                                                                            DE FIERRO
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;44190000;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;1;UNIDAD;1;UNIDAD;0;No disponible;4.75;4.75;10.48;10.48;5.66;40;0.04;44;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;TABLA S/M S/M                                                                             DE MADERA                                                                                 PARA PICAR                                                                                47*47*20                                                                                  DE 20`,;TABLA S/M S/M                                                                             DE MADERA                                                                                 PARA PICAR
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;44190000;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;2;UNIDAD;2;UNIDAD;0;No disponible;7.8;3.9;14.59;7.3;6.68;47;0.047;51.9;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;TABLA S/M S/M                                                                             DE MADERA                                                                                 PARA PICAR                                                                                46*46*15                                                                                  DE 15`,;TABLA S/M S/M                                                                             DE MADERA                                                                                 PARA PICAR
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;94035000;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;1;UNIDAD;1;UNIDAD;0;No disponible;112.37;112.37;126.65;126.65;12.87;85;0.085;100;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;CAMA S/M S/M                                                                              DE MADERA                                                                                                                                                                           180*200                                                                                   DE 1.80 MT.,;CAMA S/M S/M                                                                              DE MADERA
