DUA;Item;Fecha;A�o;Importador;RUC;Regimen;C�digo NCM;Aduana;V�a Transporte;Nombre Transportista;Manifiesto;Conocimiento;Puerto de Embarque;Pa�s de Origen;Pais de Procedencia;Cantidad Comercial;Unidad de Medida;Cant. VF;U.V.F.;Bultos;Tipo de Bulto;U$S FOB;U$S FOB Unit.;U$S CIF;U$S Unitario;U$S Flete;Kgs. Netos;TN Netos;Kgs. Brutos;Proveedor;Marca;Descripci�n de Mercader�a;Descripci�n para Filtro
118-022064;2206;27/01/2009;2009;FULL S.A.C.;4  20122837506;No disponible;39021000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;-;No disponible;SAN VICENTE;Chile;Chile;3000;KILOGRAMO;3000;KILOGRAMO;0;No disponible;2317.74;0.77;2494.06;0.83;147.35;3000;3;3010.58;PETROQUIM S.A.;PETROQUIM;POLIPROPILENO HOMOPOLIMERO, PETROQUIM, S/M                                                EN KILOS / LOTE: L-292, F.FABRICACION: 06/12/08 - F.ESPECIFICACION: 31/07/08              PARA LA INDUSTRIA                                                                         POLIPROPILENO HOMOPOLIMERO PH 2615;POLIPROPILENO HOMOPOLIMERO, PETROQUIM, S/M                                                EN KILOS / LOTE: L-292, F.FABRICACION: 06/12/08 - F.ESPECIFICACION: 31/07/08              PARA LA INDUSTRIA
118-022064;2206;27/01/2009;2009;FULL S.A.C.;4  20122837506;No disponible;39021000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;-;No disponible;SAN VICENTE;Chile;Chile;5000;KILOGRAMO;5000;KILOGRAMO;0;No disponible;4334;0.87;4633.76;0.93;245.58;5000;5;5017.64;PETROQUIM S.A.;PETROQUIM;POLIPROPILENO HOMOPOLIMERO, PETROQUIM, S/M                                                EN KILOS / LOTE: L-118, F.FABRICACION: 07/12/08 - F.ESPECIFICACION: 24/01/07              PARA LA INDUSTRIA                                                                         POLIPROPILENO HOMOPOLIMERO PRB 2511;POLIPROPILENO HOMOPOLIMERO, PETROQUIM, S/M                                                EN KILOS / LOTE: L-118, F.FABRICACION: 07/12/08 - F.ESPECIFICACION: 24/01/07              PARA LA INDUSTRIA
118-025976;2597;30/01/2009;2009;FULL S.A.C.;4  20122837506;No disponible;39011000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;-;No disponible;HOUSTON;Estados Unidos;Estados Unidos;6.5;TONELADAS;6500;KILOGRAMO;0;No disponible;6035.71;928.57;6575.44;1011.61;464.28;6500;6.5;6529.71;GEOCHEM INTERNATIONAL LLC;PETROTHENE;POLIETILENO DE BAJA DENSIDAD                                                              GRADO: GA574-189 LLDPE                                                                    S/M                                                                                       LOTE: MI58102353 - 260 BOLSAS                                                             PETROTHENE;POLIETILENO DE BAJA DENSIDAD                                                              GRADO: GA574-189 LLDPE                                                                    S/M
118-025976;2597;30/01/2009;2009;FULL S.A.C.;4  20122837506;No disponible;39012000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;-;No disponible;HOUSTON;Estados Unidos;Estados Unidos;6;TONELADAS;6000;KILOGRAMO;0;No disponible;5571.42;928.57;6069.64;1011.61;428.57;6000;6;6027.43;GEOCHEM INTERNATIONAL LLC;PETROTHENE;POLIETILENO DE ALTA DENSIDAD                                                              GRADO: H5618 HDPE                                                                         S/M                                                                                       LOTE Nº MT18090221 / 240 BOLSAS                                                           PETROTHENE;POLIETILENO DE ALTA DENSIDAD                                                              GRADO: H5618 HDPE                                                                         S/M
118-025976;2597;30/01/2009;2009;FULL S.A.C.;4  20122837506;No disponible;39011000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;-;No disponible;HOUSTON;Estados Unidos;Estados Unidos;5;TONELADAS;5000;KILOGRAMO;0;No disponible;4642.85;928.57;5058.03;1011.61;357.14;5000;5;5022.86;GEOCHEM INTERNATIONAL LLC;PETROTHENE;POLIETILENO DE BAJA DENSIDAD                                                              GRADO: NA143-063 LDPE                                                                     S/M                                                                                       LOTE: LP38120704  / 200 BOLSAS                                                            PETROTHENE;POLIETILENO DE BAJA DENSIDAD                                                              GRADO: NA143-063 LDPE                                                                     S/M
118-037626;3762;12/02/2009;2009;FULL S.A.C.;4  20122837506;No disponible;39021000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;-;No disponible;SAN VICENTE;Chile;Chile;10000;KILOGRAMO;10000;KILOGRAMO;0;No disponible;7750.8;0.78;8306.5;0.83;458.82;10000;10;10011.76;PETROQUIM S.A.;PETROQUIM;POLIPROPILENO HOMOPOLIMERO                                                                LOTE Nº L-414 , FECHA DE PRODUCCION: 29/12/2008                                           PH 1310                                                                                   PH 1310                                                                                   PETROQUIM;POLIPROPILENO HOMOPOLIMERO                                                                LOTE Nº L-414 , FECHA DE PRODUCCION: 29/12/2008                                           PH 1310
118-037626;3762;12/02/2009;2009;FULL S.A.C.;4  20122837506;No disponible;39021000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;-;No disponible;SAN VICENTE;Chile;Chile;4000;KILOGRAMO;4000;KILOGRAMO;0;No disponible;3100.32;0.78;3322.6;0.83;183.52;4000;4;4004.7;PETROQUIM S.A.;PETROQUIM;POLIPROPILENO HOMOPOLIMERO                                                                LOTE Nº L-308 , FECHA DE PRODUCCION: 14/01/2009                                           PH 2615                                                                                   PH 2615                                                                                   PETROQUIM;POLIPROPILENO HOMOPOLIMERO                                                                LOTE Nº L-308 , FECHA DE PRODUCCION: 14/01/2009                                           PH 2615
118-037626;3762;12/02/2009;2009;FULL S.A.C.;4  20122837506;No disponible;39023000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;-;No disponible;SAN VICENTE;Chile;Chile;3000;KILOGRAMO;3000;KILOGRAMO;0;No disponible;2608.8;0.87;2779.05;0.93;137.64;3000;3;3003.52;PETROQUIM S.A.;PETROQUIM;POLIPROPILENO COPOLIMERO                                                                  LOTE Nº L-116, FECHA DE PRODUCCION: 28/10/2008                                            PRB 2511                                                                                  PRB 2511                                                                                  PETROQUIM;POLIPROPILENO COPOLIMERO                                                                  LOTE Nº L-116, FECHA DE PRODUCCION: 28/10/2008                                            PRB 2511
118-043006;0001;19/02/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;28211010;MARITIMA DEL CALLAO;MARITIMO;7770;-;No disponible;HONG KONG;China;Hong Kong;6500;KILOGRAMO;6500;KILOGRAMO;0;No disponible;5850;0.9;6794.71;1.05;856.96;6500;6.5;6598.34;SHUN TUNG BROTHERS COMPANY;No disponible;OXIDO DE HIERRO IRON OXIDE YELLOW 313 S/M - S/M;OXIDO DE HIERRO IRON OXIDE YELLOW 313 S/M - S/M
118-043006;0002;19/02/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;32041700;MARITIMA DEL CALLAO;MARITIMO;7770;-;No disponible;HONG KONG;China;Hong Kong;50;KILOGRAMO;50;KILOGRAMO;0;No disponible;492.5;9.85;505.24;10.1;6.59;50;0.05;50.75;SHUN TUNG BROTHERS COMPANY;No disponible;ROJO PERMANENTE F2R P.R.2 PERMANENT RED FGR P.R.112 S/M PIGMENTOS COLORANTES S/M;ROJO PERMANENTE F2R P.R.2 PERMANENT RED FGR P.R.112 S/M PIGMENTOS COLORANTES S/M
118-043006;0003;19/02/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;32041700;MARITIMA DEL CALLAO;MARITIMO;7770;-;No disponible;HONG KONG;China;Hong Kong;200;KILOGRAMO;200;KILOGRAMO;0;No disponible;1690;8.45;1737.48;8.69;26.36;200;0.2;203.02;SHUN TUNG BROTHERS COMPANY;No disponible;NARANJA PERMANENTE P.O.13 PERMANENT ORANGE G.P.O. 13 S/M PIGMENTOS COLORANTES S/M;NARANJA PERMANENTE P.O.13 PERMANENT ORANGE G.P.O. 13 S/M PIGMENTOS COLORANTES S/M
118-043006;0004;19/02/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;32041700;MARITIMA DEL CALLAO;MARITIMO;7770;-;No disponible;HONG KONG;China;Hong Kong;75;KILOGRAMO;75;KILOGRAMO;0;No disponible;532.5;7.1;549.03;7.32;9.88;75;0.075;76.13;SHUN TUNG BROTHERS COMPANY;No disponible;HANSA AMARILLO 10G (P.Y.3) HANSA YELLOW 10G P.Y.3 S/M PIGMENTOS COLORANTES S/M;HANSA AMARILLO 10G (P.Y.3) HANSA YELLOW 10G P.Y.3 S/M PIGMENTOS COLORANTES S/M
118-043006;0005;19/02/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;32041700;MARITIMA DEL CALLAO;MARITIMO;7770;-;No disponible;HONG KONG;China;Hong Kong;50;KILOGRAMO;50;KILOGRAMO;0;No disponible;282.5;5.65;292.62;5.85;6.59;50;0.05;50.75;SHUN TUNG BROTHERS COMPANY;No disponible;FAST SCARLET BBN P.R.48:1 FAST SCARLET BBN P.R. 48:1 S/M PIGMENTOS COLORANTES S/M;FAST SCARLET BBN P.R.48:1 FAST SCARLET BBN P.R. 48:1 S/M PIGMENTOS COLORANTES S/M
118-043006;0006;19/02/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;32064100;MARITIMA DEL CALLAO;MARITIMO;7770;-;No disponible;HONG KONG;China;Hong Kong;3500;KILOGRAMO;3500;KILOGRAMO;0;No disponible;3780;1.08;4288.69;1.23;461.44;3500;3.5;3552.95;SHUN TUNG BROTHERS COMPANY;No disponible;AZUL ULTRAMAR 462 P.B.29 ULTRAMARINE BLUE 462 S/M PIGMENTOS COLORANTES S/M;AZUL ULTRAMAR 462 P.B.29 ULTRAMARINE BLUE 462 S/M PIGMENTOS COLORANTES S/M
118-043006;0007;19/02/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;28211010;MARITIMA DEL CALLAO;MARITIMO;7770;-;No disponible;HONG KONG;China;Hong Kong;3000;KILOGRAMO;3000;KILOGRAMO;0;No disponible;3750;1.25;4201.77;1.4;395.52;3000;3;3045.38;SHUN TUNG BROTHERS COMPANY;No disponible;OXIDO DE HIERRO IRON OXIDE GREEN 5605 S/M - S/M;OXIDO DE HIERRO IRON OXIDE GREEN 5605 S/M - S/M
118-043006;0008;19/02/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;32041700;MARITIMA DEL CALLAO;MARITIMO;7770;-;No disponible;HONG KONG;China;Hong Kong;300;KILOGRAMO;300;KILOGRAMO;0;No disponible;1830;6.1;1892.42;6.31;39.55;300;0.3;304.53;SHUN TUNG BROTHERS COMPANY;No disponible;ROJO BRILLANTE BBC P.R.48:2 BRILLIANT RED BBC-A P.R. 48.2 S/M PIGMENTOS COLORANTES S/M;ROJO BRILLANTE BBC P.R.48:2 BRILLIANT RED BBC-A P.R. 48.2 S/M PIGMENTOS COLORANTES S/M
118-043006;0009;19/02/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;32041700;MARITIMA DEL CALLAO;MARITIMO;7770;-;No disponible;HONG KONG;China;Hong Kong;100;KILOGRAMO;100;KILOGRAMO;0;No disponible;750;7.5;772.55;7.73;13.18;100;0.1;101.51;SHUN TUNG BROTHERS COMPANY;No disponible;BENZIDINE YELLOW GP.Y.12 BENZIDINE YELLOW G.P.Y 12 S/M PIGMENTOS COLORANTES S/M;BENZIDINE YELLOW GP.Y.12 BENZIDINE YELLOW G.P.Y 12 S/M PIGMENTOS COLORANTES S/M
118-043006;0010;19/02/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;32041700;MARITIMA DEL CALLAO;MARITIMO;7770;-;No disponible;HONG KONG;China;Hong Kong;150;KILOGRAMO;150;KILOGRAMO;0;No disponible;1200;8;1234.77;8.23;19.77;150;0.15;152.26;SHUN TUNG BROTHERS COMPANY;No disponible;PHTHALOCYNINE BLUE BGS P.B. 15:3 PHTHALOCYNINE BLUE BGS P.B. 15:3 S/M PIGMENTOS COLORANTES S/M;PHTHALOCYNINE BLUE BGS P.B. 15:3 PHTHALOCYNINE BLUE BGS P.B. 15:3 S/M PIGMENTOS COLORANTES S/M
118-043006;0011;19/02/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;32041700;MARITIMA DEL CALLAO;MARITIMO;7770;-;No disponible;HONG KONG;China;Hong Kong;300;KILOGRAMO;300;KILOGRAMO;0;No disponible;2025;6.75;2089.86;6.97;39.55;300;0.3;304.53;SHUN TUNG BROTHERS COMPANY;No disponible;ROJO PERMANENTE F2R P.R.2 PERMANENT RED F2R P.R.2 S/M PIGMENTOS COLORANTES S/M;ROJO PERMANENTE F2R P.R.2 PERMANENT RED F2R P.R.2 S/M PIGMENTOS COLORANTES S/M
118-043006;0012;19/02/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;32041700;MARITIMA DEL CALLAO;MARITIMO;7770;-;No disponible;HONG KONG;China;Hong Kong;50;KILOGRAMO;50;KILOGRAMO;0;No disponible;1950;39;1980.96;39.62;6.59;50;0.05;50.75;SHUN TUNG BROTHERS COMPANY;No disponible;VIOLETA PERMANENTE RL P.V.23 PERMANENT VIOLET P.V.23 S/M PIGMENTOS COLORANTES S/M;VIOLETA PERMANENTE RL P.V.23 PERMANENT VIOLET P.V.23 S/M PIGMENTOS COLORANTES S/M
118-043006;0013;19/02/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;95069990;MARITIMA DEL CALLAO;MARITIMO;7770;-;No disponible;HONG KONG;China;Hong Kong;2;CAJA;2;UNIDAD;0;No disponible;698.6;349.3;718.63;359.32;2.57;19.5;0.0195;19.79;SHUN TUNG BROTHERS COMPANY;No disponible;PLUMILLA DE BADMINTON BADMINTON S/M - S/M;PLUMILLA DE BADMINTON BADMINTON S/M - S/M
118-043006;0014;19/02/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;73269090;MARITIMA DEL CALLAO;MARITIMO;7770;-;No disponible;HONG KONG;China;Hong Kong;10;PIEZAS;10;UNIDAD;0;No disponible;19;1.9;19.85;1.99;0.33;2.5;0.0025;2.53;SHUN TUNG BROTHERS COMPANY;No disponible;BASE DE PARRILLA SOLID ALCOHOL COOKER S/M - S/M;BASE DE PARRILLA SOLID ALCOHOL COOKER S/M - S/M
118-043006;0015;19/02/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;73269090;MARITIMA DEL CALLAO;MARITIMO;7770;-;No disponible;HONG KONG;China;Hong Kong;15;PIEZAS;15;UNIDAD;0;No disponible;39;2.6;45.6;3.04;5.53;42;0.042;42.63;SHUN TUNG BROTHERS COMPANY;No disponible;PLATO DE PARRILLA IRON PLATE S/M - S/M;PLATO DE PARRILLA IRON PLATE S/M - S/M
118-043006;0016;19/02/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39269090;MARITIMA DEL CALLAO;MARITIMO;7770;-;No disponible;HONG KONG;China;Hong Kong;800;PIEZAS;800;UNIDAD;0;No disponible;32;0.04;33.32;0.04;0.52;4;0.004;4.06;SHUN TUNG BROTHERS COMPANY;No disponible;TAQUITO PARA SILLA GLUE FOR STOOL FOOT S/M - S/M;TAQUITO PARA SILLA GLUE FOR STOOL FOOT S/M - S/M
118-052795;5279;04/03/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39031900;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;-;No disponible;ANTWERPEN;B�lgica;Alemania;24750;KILOGRAMO;24750;KILOGRAMO;0;No disponible;23228.81;0.94;24785;1;1458.18;24750;24.75;25400;BASF THE CHEMICAL COMPANY;BASF;POLIESTIRENO CRISTAL 145D                                                                 CRISTAL,990 * 25.00 KG                                                                    S/M                                                                                       LOTE 09065F10                                                                             BASF;POLIESTIRENO CRISTAL 145D                                                                 CRISTAL,990 * 25.00 KG                                                                    S/M
118-055922;5592;09/03/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;-;No disponible;SAN VICENTE;Chile;Chile;18000;KILOGRAMO;18000;KILOGRAMO;0;No disponible;15908.58;0.88;16965.08;0.94;857.64;18000;18;18100.58;PETROQUIM S.A.;PETROQUIN;POLIPROPILENO HOMOPOLIMERO                                                                LOTE Nº L-416 , FECHA DE PRODUCCION: 12/01/2009                                           PH 1310                                                                                   PH 1310                                                                                   PETROQUIN;POLIPROPILENO HOMOPOLIMERO                                                                LOTE Nº L-416 , FECHA DE PRODUCCION: 12/01/2009                                           PH 1310
118-055922;5592;09/03/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;-;No disponible;SAN VICENTE;Chile;Chile;6000;KILOGRAMO;6000;KILOGRAMO;0;No disponible;5302.86;0.88;5655.02;0.94;285.88;6000;6;6033.52;PETROQUIM S.A.;PETROQUIN;POLIPROPILENO HOMOPOLIMERO                                                                LOTE Nº L-294 , FECHA DE PRODUCCION: 07/12/2008                                           PH 2615                                                                                   PH 2615                                                                                   PETROQUIN;POLIPROPILENO HOMOPOLIMERO                                                                LOTE Nº L-294 , FECHA DE PRODUCCION: 07/12/2008                                           PH 2615
118-055922;5592;09/03/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;-;No disponible;SAN VICENTE;Chile;Chile;10000;KILOGRAMO;10000;KILOGRAMO;0;No disponible;9788.4;0.98;10387.22;1.04;476.47;10000;10;10055.88;PETROQUIM S.A.;PETROQUIN;POLIPROPILENO COPOLIMERO                                                                  LOTE Nº L-003, FECHA DE PRODUCCION: 09/12/2008                                            PRB 4011                                                                                  PRB 4011                                                                                  PETROQUIN;POLIPROPILENO COPOLIMERO                                                                  LOTE Nº L-003, FECHA DE PRODUCCION: 09/12/2008                                            PRB 4011
118-063763;6376;18/03/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;-;No disponible;HOUSTON;Estados Unidos;Estados Unidos;6.55;TONELADAS;6550;KILOGRAMO;0;No disponible;6163.55;941;6699.05;1022.76;458.45;6550;6.55;6570;GEOCHEM INTERNATIONAL LLC;PETROTHENE;POLIETILENO DE BAJA DENSIDAD                                                              GRADO: GA574-189-LLDPE                                                                    S/M                                                                                       LOTE Nº MI58102653 / 262 BOLSAS                                                           PETROTHENE;POLIETILENO DE BAJA DENSIDAD                                                              GRADO: GA574-189-LLDPE                                                                    S/M
118-063763;6376;18/03/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;-;No disponible;HOUSTON;Estados Unidos;Estados Unidos;5.95;TONELADAS;5950;KILOGRAMO;0;No disponible;5598.95;941;6085.45;1022.76;416.52;5950;5.95;5969;GEOCHEM INTERNATIONAL LLC;PETROTHENE;POLIETILENO DE ALTA DENSIDAD                                                              GRADO: H5618 HDPE                                                                         S/M                                                                                       LOTE Nº MT18101113 / 238 BOLSAS                                                           PETROTHENE;POLIETILENO DE ALTA DENSIDAD                                                              GRADO: H5618 HDPE                                                                         S/M
118-063763;6376;18/03/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;-;No disponible;HOUSTON;Estados Unidos;Estados Unidos;5;TONELADAS;5000;KILOGRAMO;0;No disponible;4925;985;5336.58;1067.32;350.02;5000;5;5016;GEOCHEM INTERNATIONAL LLC;PETROTHENE;POLIETILENO DE BAJA DENSIDAD                                                              GRADO: NA345 - LDPE                                                                       S/M                                                                                       LOTE Nº CL790127E1 / 200 BOLSAS                                                           PETROTHENE;POLIETILENO DE BAJA DENSIDAD                                                              GRADO: NA345 - LDPE                                                                       S/M
118-072397;7239;30/03/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39033000;MARITIMA DEL CALLAO;MARITIMO;TRAMARSA - TRABAJOS MARIT;-;No disponible;ANTWERPEN;B�lgica;Alemania;24.75;TONELADAS;24750;KILOGRAMO;0;No disponible;31031.81;1253.81;32612.4;1317.67;1451.71;24750;24.75;25230;BASF SE;BASF;TERLURAN GP-22 NATURAL                                                                    NATURAL - 990 BOLSOS DE PELICULA PLASTICA                                                 S/M                                                                                       LOTE: 09092D03/ 18 PALETAS                                                                BASF;TERLURAN GP-22 NATURAL                                                                    NATURAL - 990 BOLSOS DE PELICULA PLASTICA                                                 S/M
118-078712;7871;08/04/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;AGENCIAS UNIVERSALES PERU;-;No disponible;SAN VICENTE;Chile;Chile;17000;KILOGRAMO;17000;KILOGRAMO;0;No disponible;15082.06;0.89;16030.58;0.94;760;17000;17;17087.5;PETROQUIM S.A.;PETROQUIM;POLIPROPILENO HOMOPOLIMERO, PETROQUIM, S/M                                                EN KILOS / LOTE: L-420, FECHA DE PRODUCCION: 14/03/09 - F.ESPECIFICACION: 24/01/07        PARA LA INDUSTRIA                                                                         POLIPROPILENO HOMOPOLIMERO PH 1310;POLIPROPILENO HOMOPOLIMERO, PETROQUIM, S/M                                                EN KILOS / LOTE: L-420, FECHA DE PRODUCCION: 14/03/09 - F.ESPECIFICACION: 24/01/07        PARA LA INDUSTRIA
118-078712;7871;08/04/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;AGENCIAS UNIVERSALES PERU;-;No disponible;SAN VICENTE;Chile;Chile;3000;KILOGRAMO;3000;KILOGRAMO;0;No disponible;2661.54;0.89;2828.92;0.94;134.11;3000;3;3015.44;PETROQUIM S.A.;PETROQUIM;POLIPROPILENO HOMOPOLIMERO, PETROQUIM, S/M                                                EN KILOS / LOTE: L-306 , FECHA DE PRODUCCION : 31/12/08 - F.ESPECIFICACION: 31/07/08      PARA LA INDUSTRIA                                                                         POLIPROPILENO HOMOPOLIMERO PH 2615;POLIPROPILENO HOMOPOLIMERO, PETROQUIM, S/M                                                EN KILOS / LOTE: L-306 , FECHA DE PRODUCCION : 31/12/08 - F.ESPECIFICACION: 31/07/08      PARA LA INDUSTRIA
118-078712;7871;08/04/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;AGENCIAS UNIVERSALES PERU;-;No disponible;SAN VICENTE;Chile;Chile;14000;KILOGRAMO;14000;KILOGRAMO;0;No disponible;13756.12;0.98;14553.95;1.04;625.88;14000;14;14072.05;PETROQUIM S.A.;PETROQUIM;POLIPROPILENO HOMOPOLIMERO, PETROQUIM, S/M                                                EN KILOS / LOTE: L-119, FECHA DE PRODUCCION : 08/03/09 - F.ESPECIFICACION: 24/01/07       PARA LA INDUSTRIA                                                                         POLIPROPILENO HOMOPOLIMERO PRB 2511;POLIPROPILENO HOMOPOLIMERO, PETROQUIM, S/M                                                EN KILOS / LOTE: L-119, FECHA DE PRODUCCION : 08/03/09 - F.ESPECIFICACION: 24/01/07       PARA LA INDUSTRIA
118-084529;8452;16/04/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;-;No disponible;HOUSTON;Estados Unidos;Estados Unidos;17.5;TONELADAS;17500;KILOGRAMO;0;No disponible;17365;992.29;18207.06;1040.4;625;17500;17.5;17590;GEOCHEM INTERNATIONAL LLC;PETROTHENE;RESINA SINTETICA                                                                          GRADO: H5618-HDPE LOTE MT19012721 / 700 BOLSAS                                            S/M                                                                                       EN ESTADO VIRGEN / JIGH DENSITY POLYETHYELEN                                              PETROTHENE;RESINA SINTETICA                                                                          GRADO: H5618-HDPE LOTE MT19012721 / 700 BOLSAS                                            S/M
118-090782;9078;23/04/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39031900;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;-;No disponible;ANTWERPEN;B�lgica;Alemania;24750;KILOGRAMO;24750;KILOGRAMO;0;No disponible;25122.76;1.02;26765;1.08;1536.39;24750;24.75;25390;BASF THE CHEMICAL COMPANY;BASF;POLIESTIRENO CRISTAL 145D                                                                 CRISTAL 00013 * 25.00 KG                                                                  S/M                                                                                       LOTE 09132F07                                                                             BASF;POLIESTIRENO CRISTAL 145D                                                                 CRISTAL 00013 * 25.00 KG                                                                  S/M
118-094003;9400;27/04/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;-;No disponible;HOUSTON;Estados Unidos;Estados Unidos;12.15;TONELADAS;12150;KILOGRAMO;0;No disponible;12077.1;994;12908.46;1062.42;680.4;12150;12.15;12205.54;GEOCHEM INTERNATIONAL LLC;PETROTHENE;RESINA SINTETICA                                                                          GRADO:GA574-189-LLDPE , LOTE:MI69030766/486 BOLSAS                                        S/M                                                                                       EN ESTADO VIRGEN                                                                          PETROTHENE;RESINA SINTETICA                                                                          GRADO:GA574-189-LLDPE , LOTE:MI69030766/486 BOLSAS                                        S/M
118-094003;9400;27/04/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;-;No disponible;HOUSTON;Estados Unidos;Estados Unidos;5.35;TONELADAS;5350;KILOGRAMO;0;No disponible;5788.7;1082;6160.65;1151.52;299.6;5350;5.35;5374.45;GEOCHEM INTERNATIONAL LLC;PETROTHENE;RESINA SINTETICA                                                                          GRADO:NA143-063-LDPE , LOTE:LP39012902/214 BOLSAS                                         S/M                                                                                       EN ESTADO VIRGEN                                                                          PETROTHENE;RESINA SINTETICA                                                                          GRADO:NA143-063-LDPE , LOTE:LP39012902/214 BOLSAS                                         S/M
118-107537;0753;13/05/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;32064910;MARITIMA DEL CALLAO;MARITIMO;No disponible;-;No disponible;PUSAN;Corea del Sur;Corea del Sur;9;TONELADAS;9000;KILOGRAMO;0;No disponible;14320.58;1591.18;14945.02;1660.56;547.94;9000;9;9227.64;DOW POLYMERLAND CORP;S/M;MASTERBATCH BLACK MB 9140                                                                 INSUMO PARA LA FABRICACION DE PRODUCTOS PLASTICOS                                         S/M                                                                                       LOTE Nº 0903116                                                                           S/M;MASTERBATCH BLACK MB 9140                                                                 INSUMO PARA LA FABRICACION DE PRODUCTOS PLASTICOS                                         S/M
118-107537;0753;13/05/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39071000;MARITIMA DEL CALLAO;MARITIMO;No disponible;-;No disponible;PUSAN;Corea del Sur;Corea del Sur;2;TONELADAS;2000;KILOGRAMO;0;No disponible;4282.35;2141.18;4426.99;2213.5;121.76;2000;2;2050.58;DOW POLYMERLAND CORP;S/M;ACETAL COPOLYMER K-700                                                                    INSUMO PARA LA FABRICACION DE PRODUCTOS PLASTICOS                                         S/M                                                                                       LOTE Nº Z9C24                                                                             S/M;ACETAL COPOLYMER K-700                                                                    INSUMO PARA LA FABRICACION DE PRODUCTOS PLASTICOS                                         S/M
