DUA;Item;Fecha;Año;Importador;RUC;Regimen;Código NCM;Aduana;Vía Transporte;Nombre Transportista;Manifiesto;Conocimiento;Puerto de Embarque;País de Origen;Pais de Procedencia;Cantidad Comercial;Unidad de Medida;Cant. VF;U.V.F.;Bultos;Tipo de Bulto;U$S FOB;U$S FOB Unit.;U$S CIF;U$S Unitario;U$S Flete;Kgs. Netos;TN netos;Kgs. Brutos;Proveedor;Marca;Descripción de Mercadería;Descripción para Filtro
118-431163;0001;14/10/2019;2019;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39041090;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;02828-19;MEDUBX351662;HOUSTON;Estados Unidos;Estados Unidos;44;UNIDAD;44000;KILOGRAMO;1760;BLS;35540.04;807.73;37877.86;860.86;2299.96;44000;44;44871.16;CHEMIUM INTERNATIONAL CORP.;No disponible;POLICLORURO DE VINILO FORMOLON 622 PVC PRIME QUALITY FORMOSA GRADE FORMOLON 622 POLICLORURO DE VINILO USO INDUSTRIAL 1760 BAGS X 25 KG C/U / LOTE: 9I01A;POLICLORURO DE VINILO FORMOLON 622 PVC PRIME QUALITY FORMOSA GRADE FORMOLON 622 POLICLORURO DE VINILO USO INDUSTRIAL 1760 BAGS X 25 KG C/U / LOTE: 9I01A
118-435292;0001;16/10/2019;2019;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;02828-19;MEDUBX263644;HOUSTON;Estados Unidos;Estados Unidos;33750;UNIDAD;33750;KILOGRAMO;2550;SAC;27897.35;0.83;29729.68;0.88;1802.64;33750;33.75;34515.52;UNITCARGO CONTAINER LINE INC.;No disponible;POLIETILENO DE ALTA DENSIDAD, FORMOSA, HB5502B FORMOSA HD .35-.953 HDPE BLOW MOLD USO: PARA FABRICAR PRODUCTOS PLASTICOS POLIETILENO DE ALTA DENSIDAD SOPLADO;POLIETILENO DE ALTA DENSIDAD, FORMOSA, HB5502B FORMOSA HD .35-.953 HDPE BLOW MOLD USO: PARA FABRICAR PRODUCTOS PLASTICOS POLIETILENO DE ALTA DENSIDAD SOPLADO
118-435292;0002;16/10/2019;2019;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;02828-19;MEDUBX263644;HOUSTON;Estados Unidos;Estados Unidos;30000;UNIDAD;30000;KILOGRAMO;0;SAC;24797.64;0.83;26426.38;0.88;1602.35;30000;30;30680.47;UNITCARGO CONTAINER LINE INC.;No disponible;POLIETILENO DE ALTA DENSIDAD, FORMOSA, HB5502B FORMOSA HD .35-.953 HDPE BLOW MOLD USO: PARA FABRICAR PRODUCTOS PLASTICOS POLIETILENO DE ALTA DENSIDAD SOPLADO;POLIETILENO DE ALTA DENSIDAD, FORMOSA, HB5502B FORMOSA HD .35-.953 HDPE BLOW MOLD USO: PARA FABRICAR PRODUCTOS PLASTICOS POLIETILENO DE ALTA DENSIDAD SOPLADO
118-441230;0001;18/10/2019;2019;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;02863-19;MEDUBX330658;HOUSTON;Estados Unidos;Estados Unidos;23500;UNIDAD;23500;KILOGRAMO;940;BUL;26055;1.11;27290;1.16;1205;23500;23.5;23830;UNITCARGO CONTAINER LINE INC.;No disponible;PPH BAREFOOT 4100N, FORMOLENE, 4100N PPH 12 MI BAREFOOT HOMO INJECTION MOLDING PARA FABRICAR PRODUCTOS PLASTICOS POLIPROPILENO HOMOPOLIMERO;PPH BAREFOOT 4100N, FORMOLENE, 4100N PPH 12 MI BAREFOOT HOMO INJECTION MOLDING PARA FABRICAR PRODUCTOS PLASTICOS POLIPROPILENO HOMOPOLIMERO
118-443866;0001;21/10/2019;2019;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39076190;MARITIMA DEL CALLAO;MARITIMO;MERCATOR PERU - OPERADOR;02860-19;ONEYNK8GD2748600;SHANGHAI;China;Corea del Sur;44;UNIDAD;44000;KILOGRAMO;40;BUL;43876;997.18;47567.51;1081.08;3600;44000;44;44160;JIANGSU SANFAME INTERNATIONAL TRADE;No disponible;TEREFTALATO DE POLIETILENO JADE CZ-302 LOTE: 190806 TEREFTALATO DE POLIETILENO INDUSTRIAL JADE BRAND POLYESTER CHIPS CZ-302;TEREFTALATO DE POLIETILENO JADE CZ-302 LOTE: 190806 TEREFTALATO DE POLIETILENO INDUSTRIAL JADE BRAND POLYESTER CHIPS CZ-302
118-453167;0001;25/10/2019;2019;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;02882-19;MAEU586188772;PUSAN;Corea del Sur;Corea del Sur;34;UNIDAD;34000;KILOGRAMO;1360;BUL;38326;1127.24;40505.46;1191.34;2105;34000;34;34136;BE MAX TRADING CO LTDRM707 SEJONGRO DAEWOO B D;No disponible;POLIPROPILENO LOTTE JM-370 GRADE. LOTTE PP JM-370 POLIPROPILENO USO INDUSTRIAL LOTE. P19322066, P19322110;POLIPROPILENO LOTTE JM-370 GRADE. LOTTE PP JM-370 POLIPROPILENO USO INDUSTRIAL LOTE. P19322066, P19322110
118-454404;0001;28/10/2019;2019;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;COSCO SHIPPING LINES (PE;02873-19;HLCUBSC1909BVOQ1;NEW ORLEANS INTERNATIONAL;Estados Unidos;Estados Unidos;57320;UNIDAD;25999.91;KILOGRAMO;1040;SAC;19826.2;0.35;21212.39;0.37;1365;25999.91;25.99991;26366.66;FMS C/O;No disponible;PVC, WESTLAKE, 1230P POLICLORURO DE VINILO (PVC) PVC WESTLAKE 1230P;PVC, WESTLAKE, 1230P POLICLORURO DE VINILO (PVC) PVC WESTLAKE 1230P
118-454404;0002;28/10/2019;2019;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;COSCO SHIPPING LINES (PE;02873-19;HLCUBSC1909BVOQ1;NEW ORLEANS INTERNATIONAL;Estados Unidos;Estados Unidos;57320;UNIDAD;25999.91;KILOGRAMO;1040;SAC;19826.2;0.35;21212.39;0.37;1365;25999.91;25.99991;26366.66;FMS C/O;No disponible;PVC, WESTLAKE, 1230P POLICLORURO DE VINILO (PVC) PVC WESTLAKE 1230P;PVC, WESTLAKE, 1230P POLICLORURO DE VINILO (PVC) PVC WESTLAKE 1230P
118-454404;0003;28/10/2019;2019;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;COSCO SHIPPING LINES (PE;02873-19;HLCUBSC1909BVOQ1;NEW ORLEANS INTERNATIONAL;Estados Unidos;Estados Unidos;57320;UNIDAD;25999.91;KILOGRAMO;1040;SAC;19826.2;0.35;21212.39;0.37;1365;25999.91;25.99991;26366.66;FMS C/O;No disponible;PVC, WESTLAKE, 1230P POLICLORURO DE VINILO (PVC) PVC WESTLAKE 1230P;PVC, WESTLAKE, 1230P POLICLORURO DE VINILO (PVC) PVC WESTLAKE 1230P
118-459614;0001;30/10/2019;2019;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39076190;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;02947-19;MEDUUM275977;INHZR;India;Puerto Rico;46;UNIDAD;46000;KILOGRAMO;40;BUL;44510;967.61;46046.01;1001;1490;46000;46;46370;RELIANCE INDUSTRIES LIMITED;No disponible;TEREFTALATO DE POLIETILENO RELIANCE G5801 LOTE: GN14219237, GN14219240 TEREFTALATO DE POLIETILENO INDUSTRIAL POLYETHYLENE TEREPHTHALATE RELIANCE INDUSTRIES LIMITED G5801 PRIME;TEREFTALATO DE POLIETILENO RELIANCE G5801 LOTE: GN14219237, GN14219240 TEREFTALATO DE POLIETILENO INDUSTRIAL POLYETHYLENE TEREPHTHALATE RELIANCE INDUSTRIES LIMITED G5801 PRIME
118-467178;0001;06/11/2019;2019;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;02960-19;SUDU29001AJIKBXU;BALBOA;Estados Unidos;Estados Unidos;46.75;UNIDAD;46750;KILOGRAMO;1870;SAC;38900;832.09;41181.15;880.88;2240;46750;46.75;47360;CHEMIUM INTERNATIONAL CORP.;No disponible;POLIETILENO DE ALTA DENSIDAD SOPLADO, BAYPORT, 5502 HIGH DENSITY POLYETHYLENE BAYPORT POLYMERS GRADE 5502 LOTES: D190821534, D190921852 PARA FABRICACION DE PRODUCTOS PLASTICOS POLIETILENO DE ALTA DENSIDAD SOPLADO;POLIETILENO DE ALTA DENSIDAD SOPLADO, BAYPORT, 5502 HIGH DENSITY POLYETHYLENE BAYPORT POLYMERS GRADE 5502 LOTES: D190821534, D190921852 PARA FABRICACION DE PRODUCTOS PLASTICOS POLIETILENO DE ALTA DENS
118-481829;0001;14/11/2019;2019;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;03029-19;SUDU29001AJA2NTG;BALBOA;Estados Unidos;Estados Unidos;66;UNIDAD;66000;KILOGRAMO;2640;BLS;52410;794.09;55825.76;845.84;3360;66000;66;67020;CHEMIUM INTERNATIONAL CORP.;No disponible;POLICLORURO DE VINILO, FORMOLON, 622 POLICLORURO DE VINILO (PVC) LOTE: 9J01A, DATE: 10/03/2019 PARA FABRICACION DE PRODUCTOS PLASTICOS PVC PRIME QUALITY FORMOSA GRADE FORMOLON 622;POLICLORURO DE VINILO, FORMOLON, 622 POLICLORURO DE VINILO (PVC) LOTE: 9J01A, DATE: 10/03/2019 PARA FABRICACION DE PRODUCTOS PLASTICOS PVC PRIME QUALITY FORMOSA GRADE FORMOLON 622
118-490154;0001;20/11/2019;2019;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39076190;MARITIMA DEL CALLAO;MARITIMO;TRANSTOTAL AGENCIA MARIT;03180-19;NKAE90158200;SHANGHAI;China;Estados Unidos;66;UNIDAD;66000;KILOGRAMO;60;BLS;60130;911.06;61441.37;930.93;1250;66000;66;66600;JIANGYIN XINGTAI NEW MATERIAL;No disponible;TEREFTALATO DE POLIETILENO JADE CZ-302 POLYETHYLENE TEREPHTHALATE TEREFTALATO DE POLIETILENO USO INDUSTRIAL 60 BAGS / LOTE: 191005;TEREFTALATO DE POLIETILENO JADE CZ-302 POLYETHYLENE TEREPHTHALATE TEREFTALATO DE POLIETILENO USO INDUSTRIAL 60 BAGS / LOTE: 191005
118-492354;0001;21/11/2019;2019;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;03160-19;SEAU830069221;HOUSTON;Estados Unidos;Estados Unidos;24.92;UNIDAD;24925;KILOGRAMO;1870;BUL;20734.4;832.04;21955.92;881.06;1199.59;24925;24.925;25036.96;UNITCARGO CONTAINER LINE INCC OMARCO POLO INTERNA;No disponible;POLIETILENO MARPOL HDM 508-UV POLIETILENO DE ALTA DENSIDAD HIGH DENSITY POLYETHYLENE USO:INDUSTRIAL HDM 508-UV;POLIETILENO MARPOL HDM 508-UV POLIETILENO DE ALTA DENSIDAD HIGH DENSITY POLYETHYLENE USO:INDUSTRIAL HDM 508-UV
118-492354;0002;21/11/2019;2019;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;03160-19;SEAU830069221;HOUSTON;Estados Unidos;Estados Unidos;21.82;UNIDAD;21825;KILOGRAMO;0;BUL;18155.59;832.06;19225.2;881.08;1050.4;21825;21.825;21923.03;UNITCARGO CONTAINER LINE INCC OMARCO POLO INTERNA;No disponible;POLIETILENO MARPOL HDM 508-UV POLIETILENO DE ALTA DENSIDAD HIGH DENSITY POLYETHYLENE USO:INDUSTRIAL HDM 508-UV;POLIETILENO MARPOL HDM 508-UV POLIETILENO DE ALTA DENSIDAD HIGH DENSITY POLYETHYLENE USO:INDUSTRIAL HDM 508-UV
118-501141;0001;27/11/2019;2019;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;03156-19;SUDU29001AJFUDX1;BALBOA;Estados Unidos;Estados Unidos;110;UNIDAD;110000;KILOGRAMO;4400;BUL;87350;794.09;93042.97;845.85;5600;110000;110;112020;CHEMIUM INTERNATIONAL CORP.;No disponible;POLICLORURO DE VINILO, FORMOLON, 622 POLICLORURO DE VINILO (PVC) PARA FABRICACION DE PRODUCTOS PLASTICOS PVC PRIME QUALITY FORMOSA GRADE FORMOLON 622;POLICLORURO DE VINILO, FORMOLON, 622 POLICLORURO DE VINILO (PVC) PARA FABRICACION DE PRODUCTOS PLASTICOS PVC PRIME QUALITY FORMOSA GRADE FORMOLON 622
118-516241;0001;06/12/2019;2019;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;03276-19;SEAU830069569;HOUSTON;Estados Unidos;Alemania;46.75;UNIDAD;46750;KILOGRAMO;1870;BUL;35405;757.33;40245.21;860.86;4800;46750;46.75;47568;UNITCARGO CONTAINER LINE INCC OJEBSEN & JESSEN C;No disponible;POLIETILENO DE BAJA DENSIDAD L JEB LL3001AA LINEAR LOW DENSITY POLYETHYLENE JEB LL3001AA POLIETILENO DE BAJA DENSIDAD LINEAL USO INDUSTRIAL LL3001AA / LOTE N?: 90931202/90931642/90931643;POLIETILENO DE BAJA DENSIDAD L JEB LL3001AA LINEAR LOW DENSITY POLYETHYLENE JEB LL3001AA POLIETILENO DE BAJA DENSIDAD LINEAL USO INDUSTRIAL LL3001AA / LOTE N?: 90931202/90931642/90931643
118-525033;0001;12/12/2019;2019;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;03276-19;MAEU587205425;INCHON;Corea del Sur;Francia;45;UNIDAD;45000;KILOGRAMO;1800;SAC;46251.17;1027.8;51153.35;1136.74;4852.28;45000;45;45530;LG CHEM LTDLG TWIN TOWER 20 YOIDO-DONGYOUNGDUNGPO;No disponible;POLIPROPILENO HOMOPOLIMERO, LUCENE, MH1700 POLYPROPYLENE HOMOPOLYMER LUCENE MH1700 EN 1,800 SACOS DE 25 KG. C/U USO: PARA FABRICAR PRODUCTOS PLASTICOS LOTE: B910065M, F.M.: 31/10/2019;POLIPROPILENO HOMOPOLIMERO, LUCENE, MH1700 POLYPROPYLENE HOMOPOLYMER LUCENE MH1700 EN 1,800 SACOS DE 25 KG. C/U USO: PARA FABRICAR PRODUCTOS PLASTICOS LOTE: B910065M, F.M.: 31/10/2019
118-527880;0001;13/12/2019;2019;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;03337-19;SEAU830069982;HOUSTON;Estados Unidos;Estados Unidos;44150;UNIDAD;44150;KILOGRAMO;1880;SAC;40566.33;0.92;42868.33;0.97;2259.16;44150;44.15;45017.97;UNITCARGO CONTAINER LINE INCC O LATIN AMERICAN PO;No disponible;POLIETILENO DE BAJA DENSIDAD OSTERLENE LD025A LDPE .25 MI / .918 DENSITY FRACTIONAL MELT/ANTIBLOCK POLIETILENO USO INDUSTRIAL LD025-A;POLIETILENO DE BAJA DENSIDAD OSTERLENE LD025A LDPE .25 MI / .918 DENSITY FRACTIONAL MELT/ANTIBLOCK POLIETILENO USO INDUSTRIAL LD025-A
118-527880;0002;13/12/2019;2019;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;03337-19;SEAU830069982;HOUSTON;Estados Unidos;Estados Unidos;2850;UNIDAD;2850;KILOGRAMO;0;SAC;2618.66;0.92;2767.25;0.97;145.83;2850;2.85;2906.03;UNITCARGO CONTAINER LINE INCC O LATIN AMERICAN PO;No disponible;POLIETILENO DE BAJA DENSIDAD OSTERLENE LD025A LDPE .25 MI / .918 DENSITY FRACTIONAL MELT/ANTIBLOCK POLIETILENO USO INDUSTRIAL LD025-A;POLIETILENO DE BAJA DENSIDAD OSTERLENE LD025A LDPE .25 MI / .918 DENSITY FRACTIONAL MELT/ANTIBLOCK POLIETILENO USO INDUSTRIAL LD025-A
118-533829;0001;18/12/2019;2019;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;03376-19;MEDUBX971261;HOUSTON;Estados Unidos;Estados Unidos;42.5;UNIDAD;42500;KILOGRAMO;1700;BLS;35625;838.24;37862.88;890.89;2200;42500;42.5;50950;UNITCARGO CONTAINER LINE INC.;No disponible;POLIETILENO DE ALTA DENSIDAD, FORMOLENE, HB5502B HIGH DENSITY POLYETHYLENE, HDPE GRADE: FORMOSA HB5502B // LOTE NO.: 19J1161 PARA FABRICAR PRODUCTOS PLASTICOS HDPE FORMOLENE HB5502B;POLIETILENO DE ALTA DENSIDAD, FORMOLENE, HB5502B HIGH DENSITY POLYETHYLENE, HDPE GRADE: FORMOSA HB5502B // LOTE NO.: 19J1161 PARA FABRICAR PRODUCTOS PLASTICOS HDPE FORMOLENE HB5502B
118-000258;0001;02/01/2020;2020;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39031900;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;03376-19;MEDUBX991269;HOUSTON;Estados Unidos;Estados Unidos;46.75;TM;46750;KILOGRAMO;0;No disponible;57640.04;1232.94;59999.88;1283.42;2299.96;46750;46.75;47280;CHEMIUM INTERNATIONAL CORP.;TOTAL;POLIESTIRENO DE ALTO IMPACTO. TOTAL. 825E   PARA FABRICAR PRODUCTOS PLASTICOS HIGH IMPACT POLYSTYRENE TOTAL GRADE 825E;POLIESTIRENO DE ALTO IMPACTO. TOTAL. 825E   PARA FABRICAR PRODUCTOS PLASTICOS HIGH IMPACT POLYSTYRENE TOTAL GRADE 825E
118-007841;0001;07/01/2020;2020;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;03456-19;MEDUKB277847;HOUSTON;Estados Unidos;Estados Unidos;66;TM;66000;KILOGRAMO;0;No disponible;52140.06;790;55645.44;843.11;3449.94;66000;66;66970;CHEMIUM INTERNATIONAL CORP.;FORMOLON;POLICLORURO DE VINILO, FORMOLON, 622  PARA FABRICACION DE PRODUCTOS PLASTICOS POLICLORURO DE VINILO (PVC) PVC PRIME QUALITY FORMOSA GRADE FORMOLON 622;POLICLORURO DE VINILO, FORMOLON, 622  PARA FABRICACION DE PRODUCTOS PLASTICOS POLICLORURO DE VINILO (PVC) PVC PRIME QUALITY FORMOSA GRADE FORMOLON 622
118-020808;0001;14/01/2020;2020;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MERCATOR PERU - OPERADOR;03572-19;ONEYSCLA00148800;LIRQU?N;Chile;Uruguay;74250;KG;74250;KILOGRAMO;0;No disponible;74008.5;1;76553.97;1.03;2469;74250;74.25;75307.5;PETROQUIM S.A.;PETROQUIM;POLIPROPILENO. PETROQUIM. PH4040  USO: PARA FABRICAR PRODUCTOS PLASTICOS PP PETROQUIM PH4040 -;POLIPROPILENO. PETROQUIM. PH4040  USO: PARA FABRICAR PRODUCTOS PLASTICOS PP PETROQUIM PH4040 -
118-020808;0002;14/01/2020;2020;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MERCATOR PERU - OPERADOR;03572-19;ONEYSCLA00148800;LIRQU?N;Chile;Uruguay;24750;KG;24750;KILOGRAMO;0;No disponible;24669.5;1;25517.99;1.03;823;24750;24.75;25102.5;PETROQUIM S.A.;PETROQUIM;POLIPROPILENO. PETROQUIM. PH0953  USO: PARA FABRICAR PRODUCTOS PLASTICOS PP PETROQUIM PH0953 -;POLIPROPILENO. PETROQUIM. PH0953  USO: PARA FABRICAR PRODUCTOS PLASTICOS PP PETROQUIM PH0953 -
118-020994;0001;14/01/2020;2020;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;00036-20;HLCUBSC1912BGDJ4;HOUSTON;Estados Unidos;Alemania;46.75;TM;46750;KILOGRAMO;0;No disponible;35647.5;762.51;37905.37;810.81;2220;46750;46.75;47510;UNITCARGO CONTAINER LINE. INC.;JEB;POLIETILENO DE BAJA DENSIDAD JEB LL3020AA POLIETILENO LINEAL  DE BAJA DENSIDAD USO INDUSTRIAL LOTE: 91031653 1870 SACOS DE 25 KG C/U;POLIETILENO DE BAJA DENSIDAD JEB LL3020AA POLIETILENO LINEAL  DE BAJA DENSIDAD USO INDUSTRIAL LOTE: 91031653 1870 SACOS DE 25 KG C/U
118-025240;0001;16/01/2020;2020;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;00036-20;NAM9242132;CARTAGENA;Estados Unidos;Estados Unidos;46.75;TM;46750;KILOGRAMO;0;No disponible;34215;731.87;36501.44;780.78;2250;46750;46.75;47600;UNITCARGO CONTAINER LINE. INCC/OMARCO POLO INTERNA;MARPOL;POLIETILENO DE ALTA DENSIDAD. MARPOL. HDM 508 UV LOTE: 99973MPA USO: PARA FABRICAR PRODUCTOS PLASTICOS HIGH DENSITY POLYETHYLENE MARPOL HDM 508 UV .;POLIETILENO DE ALTA DENSIDAD. MARPOL. HDM 508 UV LOTE: 99973MPA USO: PARA FABRICAR PRODUCTOS PLASTICOS HIGH DENSITY POLYETHYLENE MARPOL HDM 508 UV .
118-034664;0001;22/01/2020;2020;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;00146-20;MEDUKB497932;HOUSTON;Estados Unidos;Estados Unidos;23.37;TM;23375;KILOGRAMO;0;No disponible;17118.97;732.52;18367.71;785.95;1230.4;23375;23.375;23645;OXYDE CHEMICALS, INC.;OXYDE;POLIETILENO OXYDE LLF-001100-I20 935 BAGS DE 25KG C/U USO PARA LA INDUSTRIA DE FABRICACION DE PRODUCTOS PLASTICOS LLDPE FILM POLIETILENO DE BAJA DENSIDAD LINEAL;POLIETILENO OXYDE LLF-001100-I20 935 BAGS DE 25KG C/U USO PARA LA INDUSTRIA DE FABRICACION DE PRODUCTOS PLASTICOS LLDPE FILM POLIETILENO DE BAJA DENSIDAD LINEAL
118-034664;0002;22/01/2020;2020;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39041090;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;00146-20;MEDUKB497932;HOUSTON;Estados Unidos;Estados Unidos;23.37;TM;23375;KILOGRAMO;0;No disponible;17664.15;755.85;18952.67;810.98;1269.59;23375;23.375;23645;OXYDE CHEMICALS, INC.;FORMOLON;POLICLORURO DE VINILO FORMOLON 622 935 BAGS DE 25KG C/U USO PARA LA INDUSTRIA DE FABRICACION DE PRODUCTOS PLASTICOS S-PVC K-65 POLICLORURO DE VINILO;POLICLORURO DE VINILO FORMOLON 622 935 BAGS DE 25KG C/U USO PARA LA INDUSTRIA DE FABRICACION DE PRODUCTOS PLASTICOS S-PVC K-65 POLICLORURO DE VINILO
118-040393;0003;27/01/2020;2020;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39031100;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;00220-20;MEDUKB447267;HOUSTON;Estados Unidos;Estados Unidos;6.97;TM;6975;KILOGRAMO;0;No disponible;8569.93;1229.55;8939.83;1282.62;358.06;6975;6.975;7063.02;CHEMIUM INTERNATIONAL CORP.;TOTAL;POLIESTIRENO DE ALTO IMPACTO TOTAL 825E POLIESTIRENO PARA FABRICACION DE ARTICULOS DE PLASTICO / USO INDUSTRIAL LOTE: CL50027523 MATERIA PRIMA;POLIESTIRENO DE ALTO IMPACTO TOTAL 825E POLIESTIRENO PARA FABRICACION DE ARTICULOS DE PLASTICO / USO INDUSTRIAL LOTE: CL50027523 MATERIA PRIMA
118-040393;0002;27/01/2020;2020;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;00220-20;MEDUKB447267;HOUSTON;Estados Unidos;Estados Unidos;2.1;TM;2100;KILOGRAMO;0;No disponible;2149.69;1023.66;2260.47;1076.41;107.81;2100;2.1;2126.5;CHEMIUM INTERNATIONAL CORP.;FORMOLENE;POLIPROPILENO HOMOPOLIMERO FORMOLENE 1102KR POLIPROPILENO PARA FABRICACION DE ARTICULOS DE PLASTICO / USO INDUSTRIAL LOTE: ZIA567 MATERIA PRIMA;POLIPROPILENO HOMOPOLIMERO FORMOLENE 1102KR POLIPROPILENO PARA FABRICACION DE ARTICULOS DE PLASTICO / USO INDUSTRIAL LOTE: ZIA567 MATERIA PRIMA
