DUA;Item;Fecha;Año;Importador;RUC;Regimen;Código NCM;Aduana;Vía Transporte;Nombre Transportista;Manifiesto;Conocimiento;Puerto de Embarque;País de Origen;Pais de Procedencia;Cantidad Comercial;Unidad de Medida;Cant. VF;U.V.F.;Bultos;Tipo de Bulto;U$S FOB;U$S FOB Unit.;U$S CIF;U$S Unitario;U$S Flete;Kgs. Netos;TN netos;Kgs. Brutos;Proveedor;Marca;Descripción de Mercadería;Descripción para Filtro
118-206823;0001;09/06/2016;2016;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01373-16;MSCUUH560304;HOUSTON;Estados Unidos;Estados Unidos;22.5;UNIDAD;22500;KILOGRAMO;900;BUL;18012.5;800.56;19033.41;845.93;1000;22500;22.5;22870;MTS LOGISTICS INC.ON BEHALF OF POLYMER CHEMICAL C;POLYMER CHEMICAL CORP;PVC FORMOLON 622 POLYMER CHEMICAL CORP S/M 22.50 TONELADAS METRICAS USO INDUSTRIAL PVC FORMOLON 622;PVC FORMOLON 622 POLYMER CHEMICAL CORP S/M 22.50 TONELADAS METRICAS USO INDUSTRIAL PVC FORMOLON 622
118-206917;0001;09/06/2016;2016;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01373-16;MSCUUH560304;HOUSTON;Estados Unidos;Estados Unidos;22.5;UNIDAD;22500;KILOGRAMO;900;BUL;18012.5;800.56;19033.41;845.93;1000;22500;22.5;22870;MTS LOGISTICS INC.ON BEHALF OF POLYMER CHEMICAL C;POLYMER CHEMICAL CORP;PVC FORMOLON 622 POLYMER CHEMICAL CORP S/M 22.50 TONELADAS METRICAS USO INDUSTRIAL PVC FORMOLON 622;PVC FORMOLON 622 POLYMER CHEMICAL CORP S/M 22.50 TONELADAS METRICAS USO INDUSTRIAL PVC FORMOLON 622
118-246670;0001;06/07/2016;2016;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01577-16;NAM2437510;KINGSTON;Estados Unidos;Estados Unidos;64.17;TONELADAS;64175;KILOGRAMO;2567;BUL;48080;749.26;51686.61;805.46;3545;64175;64.175;64890;UNITCARGO CONTAINER LINE INC. C/O OCI INTERNATIONA;FORMOSA PLASTICS;FORMOLON 622 FORMOSA PLASTICS S/M 64.175 TONELADAS METRICAS USO INDUSTRIAL POLYVINYL CHLORIDE FORMOLON 622;FORMOLON 622 FORMOSA PLASTICS S/M 64.175 TONELADAS METRICAS USO INDUSTRIAL POLYVINYL CHLORIDE FORMOLON 622
118-359230;0001;21/09/2016;2016;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;02445-16;SEAUSLD301189;HOUSTON;Estados Unidos;Estados Unidos;35;TONELADAS;35000;KILOGRAMO;1400;BLS;39200;1120;41204.14;1177.26;1955;35000;35;35350;UNITCARGO CONTAINER LINE INC C OOCI INTERNATIONAL;FORMOSA PLASTICS;POLIETILENO FORMOSA PLASTICS S/M 30 TONELADAS DENSIDAD: 0.9554 USO INDUSTRIAL 35MT HIGHT DENSITY POLYETHLENE HB5502B;POLIETILENO FORMOSA PLASTICS S/M 30 TONELADAS DENSIDAD: 0.9554 USO INDUSTRIAL 35MT HIGHT DENSITY POLYETHLENE HB5502B
118-374335;0001;30/09/2016;2016;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;UNIMAR S A;02522-16;NAM2506657;HOUSTON;Estados Unidos;Estados Unidos;23.37;TONELADAS;23375;KILOGRAMO;1870;BUL;24015;1027.6;25275.29;1081.53;1230;23375;23.375;23720;CHEMIUM INTERNATIONAL CORP. 1455 WEST LOOP SOUTH S;CHEMIUN;POLIPROPILENO CHEMIUN S/M 23.375 TONELADAS 935 BOLSAS DE 25 KG C/BOLSA USO INDUSTRIAL / LOTE: LP16070297 POLYPROPYLENE TOTAL GRADE 3825WZ;POLIPROPILENO CHEMIUN S/M 23.375 TONELADAS 935 BOLSAS DE 25 KG C/BOLSA USO INDUSTRIAL / LOTE: LP16070297 POLYPROPYLENE TOTAL GRADE 3825WZ
118-374335;0002;30/09/2016;2016;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;UNIMAR S A;02522-16;NAM2506657;HOUSTON;Estados Unidos;Estados Unidos;23.37;TONELADAS;23375;KILOGRAMO;0;BUL;24015;1027.6;25275.29;1081.53;1230;23375;23.375;23720;CHEMIUM INTERNATIONAL CORP. 1455 WEST LOOP SOUTH S;CHEMIUN;POLIPROPILENO CHEMIUN S/M 23.375 TONELADAS 935 BOLSAS DE 25 KG C/BOLSA USO INDUSTRIAL / LOTES: LP16060484 - LP16080030 POLYPROPYLENE TOTAL GRADE 3462;POLIPROPILENO CHEMIUN S/M 23.375 TONELADAS 935 BOLSAS DE 25 KG C/BOLSA USO INDUSTRIAL / LOTES: LP16060484 - LP16080030 POLYPROPYLENE TOTAL GRADE 3462
118-388488;0001;11/10/2016;2016;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39031900;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;02548-16;NBCA059746;NINGBO;China;Estados Unidos;19;UNIDAD;19000;KILOGRAMO;760;BUL;23945;1260.26;24959.87;1313.68;985;19000;19;19100;TOTAL PETROCHEMICALS NINGBO LTD. NO. 2388 MINGHAI;CHEMIUM;POLIESTIRENO CHEMIUM S/M 760 BOLSAS DE 25 C/ BOLSAS USO INDUSTRIAL HIGH IMPACT POLYSTYRENE TOTAL GRADE 4241;POLIESTIRENO CHEMIUM S/M 760 BOLSAS DE 25 C/ BOLSAS USO INDUSTRIAL HIGH IMPACT POLYSTYRENE TOTAL GRADE 4241
118-456815;0001;24/11/2016;2016;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;03006-16;MSCUUH751960;HOUSTON;Estados Unidos;Estados Unidos;23.37;UNIDAD;23375;KILOGRAMO;1870;BLS;24011.25;1027.44;25041.26;1071.51;1000;23375;23.375;23645;CHEMIUM INTERNATIONAL CORP.;CHEMIUN;POLIPROPILENO CHEMIUN S/M 23.375 TONELADAS 935 BOLSAS DE 25 KG C/BOLSA USO INDUSTRIAL / LOTE: LP16070277 POLYPROPYLENE TOTAL GRADE 3825WZ;POLIPROPILENO CHEMIUN S/M 23.375 TONELADAS 935 BOLSAS DE 25 KG C/BOLSA USO INDUSTRIAL / LOTE: LP16070277 POLYPROPYLENE TOTAL GRADE 3825WZ
118-456815;0002;24/11/2016;2016;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;03006-16;MSCUUH751960;HOUSTON;Estados Unidos;Estados Unidos;23.37;UNIDAD;23375;KILOGRAMO;0;BLS;24011.25;1027.44;25041.26;1071.51;1000;23375;23.375;23645;CHEMIUM INTERNATIONAL CORP.;CHEMIUN;POLIPROPILENO CHEMIUN S/M 23.375 TONELADAS 935 BOLSAS DE 25 KG C/BOLSA USO INDUSTRIAL / LOTES: LP16080126 POLYPROPYLENE TOTAL GRADE 3462;POLIPROPILENO CHEMIUN S/M 23.375 TONELADAS 935 BOLSAS DE 25 KG C/BOLSA USO INDUSTRIAL / LOTES: LP16080126 POLYPROPYLENE TOTAL GRADE 3462
118-479671;0001;09/12/2016;2016;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;UNIMAR S A;03253-16;NAM2555923;HOUSTON;Estados Unidos;Estados Unidos;46.75;UNIDAD;46750;KILOGRAMO;1870;BUL;36986.25;791.15;39083.09;836;2050;46750;46.75;47260;UNITCARGO CONTAINER LINE INC. C/O OCI INTERNATIONA;S/M;POLICLORURO DE VINILO S/M S/M 46.75 TONELADAS METRICAS USO INDUSTRIAL POLYVINYL CHLORIDE AXIALL 1091;POLICLORURO DE VINILO S/M S/M 46.75 TONELADAS METRICAS USO INDUSTRIAL POLYVINYL CHLORIDE AXIALL 1091
118-002001;0001;03/01/2017;2017;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;03383-16;SEAU830024243;HOUSTON;Estados Unidos;Estados Unidos;17.5;UNIDAD;17500;KILOGRAMO;700;BLS;19250;1100;20279.15;1158.81;1005;17500;17.5;17620;MTS LOGISTICS INC 5 WEST 37TH STREET SUITE 300NEW;FORMOSA PLASTICS;POLIETILENO FORMOSA PLASTICS S/M 17.5 TM -- 700 BOLSAS DE 25 KG C/U POLIETILENO DE ALTA DENSIDAD USO INDUSTRIAL HDPE E924 EX FPC USA;POLIETILENO FORMOSA PLASTICS S/M 17.5 TM -- 700 BOLSAS DE 25 KG C/U POLIETILENO DE ALTA DENSIDAD USO INDUSTRIAL HDPE E924 EX FPC USA
118-019864;0001;17/01/2017;2017;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;00120-17;MSCUUH813067;HOUSTON;Estados Unidos;Estados Unidos;22;UNIDAD;22000;KILOGRAMO;880;BLS;18470;839.55;19500;886.36;1000;22000;22;22435.58;CHEMIUM INTERNATIONAL CORP.;FORMOSA PLASTICS;PVC FORMOLON 622 FORMOSA PLASTICS S/M 22 TONELADAS METRICAS -- 880 BOLSAS LOTE: L601A, USO INDUSTRIAL PVC PRIME QUALITY FORMOSA GRADE FORMOLON 622;PVC FORMOLON 622 FORMOSA PLASTICS S/M 22 TONELADAS METRICAS -- 880 BOLSAS LOTE: L601A, USO INDUSTRIAL PVC PRIME QUALITY FORMOSA GRADE FORMOLON 622
118-021868;0001;18/01/2017;2017;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;00120-17;MSCUUH826135;HOUSTON;Estados Unidos;Estados Unidos;23.37;UNIDAD;23375;KILOGRAMO;935;BLS;23777.5;1017.44;24807.25;1061.5;1000;23375;23.375;24068.97;CHEMIUM INTERNATIONAL CORP;TOTAL PETROCHEMICALS;POLIPROPILENO TOTAL PETROCHEMICALS S/M 23.375 TONELADAS -- 935 BOLSAS USO INDUSTRIAL / LOTE: LP16100627 POLYPROPYLENE TOTAL GRADE 3825WZ;POLIPROPILENO TOTAL PETROCHEMICALS S/M 23.375 TONELADAS -- 935 BOLSAS USO INDUSTRIAL / LOTE: LP16100627 POLYPROPYLENE TOTAL GRADE 3825WZ
118-021868;0002;18/01/2017;2017;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;00120-17;MSCUUH826135;HOUSTON;Estados Unidos;Estados Unidos;23.37;UNIDAD;23375;KILOGRAMO;935;BLS;23777.5;1017.44;24807.25;1061.5;1000;23375;23.375;24068.97;CHEMIUM INTERNATIONAL CORP;TOTAL PETROCHEMICALS;POLIPROPILENO TOTAL PETROCHEMICALS S/M 23.375 TONELADAS -- 935 BOLSAS USO INDUSTRIAL / LOTE: LP16110527 POLYPROPYLENE TOTAL GRADE 3462;POLIPROPILENO TOTAL PETROCHEMICALS S/M 23.375 TONELADAS -- 935 BOLSAS USO INDUSTRIAL / LOTE: LP16110527 POLYPROPYLENE TOTAL GRADE 3462
118-060064;0001;17/02/2017;2017;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;No disponible;00323-17;MSCUUH845168;HOUSTON;Estados Unidos;Estados Unidos;46.75;UNIDAD;46750;KILOGRAMO;2805;BUL;48490;1037.22;50550.56;1081.3;2000;46750;46.75;47366.66;NO DETERMINADO;TOTAL;POLIPROPILENO TOTAL S/M 46.750 TONELADAS -- 1,870 BOLSAS TOTAL PETROCHEMICALS & REFINING USA, INC USO INDUSTRIAL / LOTES: LP16100627 - LP16070286 POLYPROPYLENE TOTAL GRADE 3825WZ;POLIPROPILENO TOTAL S/M 46.750 TONELADAS -- 1,870 BOLSAS TOTAL PETROCHEMICALS & REFINING USA, INC USO INDUSTRIAL / LOTES: LP16100627 - LP16070286 POLYPROPYLENE TOTAL GRADE 3825WZ
118-060064;0002;17/02/2017;2017;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;No disponible;00323-17;MSCUUH845168;HOUSTON;Estados Unidos;Estados Unidos;23.37;UNIDAD;23375;KILOGRAMO;0;BUL;24245;1037.44;25275.28;1081.53;1000;23375;23.375;23683.33;NO DETERMINADO;TOTAL;POLIPROPILENO TOTAL S/M 23.375 TONELADAS -- 935 BOLSAS TOTAL PETROCHEMICALS & REFINING USA, INC USO INDUSTRIAL / LOTE: LP16110514 POLYPROPYLENE TOTAL GRADE 3462;POLIPROPILENO TOTAL S/M 23.375 TONELADAS -- 935 BOLSAS TOTAL PETROCHEMICALS & REFINING USA, INC USO INDUSTRIAL / LOTE: LP16110514 POLYPROPYLENE TOTAL GRADE 3462
118-072327;0001;27/02/2017;2017;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;No disponible;00323-17;MSCUUH839468;HOUSTON;Estados Unidos;Estados Unidos;46.75;TONELADAS;46750;KILOGRAMO;1870;BUL;49425;1057.22;51486.66;1101.32;2000;46750;46.75;47360;NO DETERMINADO;TOTAL;POLIETILENO DE ALTA DENSIDAD TOTAL S/M 46.750 TM - 1,870 BOLSAS DE 25 KILOS C/BOLSA TOTAL PETROCHEMICALS & REFINING USA, INC, USO INDUSTRIAL -- LOTE: D161222704 HIGH DENSITY POLYETHYLENE TOTAL GRADE 5502;POLIETILENO DE ALTA DENSIDAD TOTAL S/M 46.750 TM - 1,870 BOLSAS DE 25 KILOS C/BOLSA TOTAL PETROCHEMICALS & REFINING USA, INC, USO INDUSTRIAL -- LOTE: D161222704 HIGH DENSITY POLYETHYLENE TOTAL GRADE 5
118-075412;0001;28/02/2017;2017;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;00456-17;MSCUUH857486;HOUSTON;Estados Unidos;Estados Unidos;23.37;TONELADAS;22629;KILOGRAMO;935;BUL;20154.38;862.4;21184.38;906.48;1000;22629;22.629;23820;CHEMIUM INTERNATIONAL CORP.;FORMOSA PLASTICS;PVC FORMOLON 622 FORMOSA PLASTICS S/M TONELADAS METRICAS - 935 BOLSAS BATCH: C16112911, C16112814 USO INDUSTRIAL PVC PRIME QUALITY WESTLAKE GRADE 1230P;PVC FORMOLON 622 FORMOSA PLASTICS S/M TONELADAS METRICAS - 935 BOLSAS BATCH: C16112911, C16112814 USO INDUSTRIAL PVC PRIME QUALITY WESTLAKE GRADE 1230P
118-091731;0001;14/03/2017;2017;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;No disponible;00323-17;MSCUUH848451;HOUSTON;Estados Unidos;Estados Unidos;46.75;TONELADAS;46750;KILOGRAMO;1870;BUL;50827.5;1087.22;52890.89;1131.36;2000;46750;46.75;47790;NO DETERMINADO;TOTAL;POLIETILENO DE ALTA DENSIDAD TOTAL S/M 46.750 TM - 1,870 BOLSAS DE 25 KILOS C/BOLSA TOTAL PETROCHEMICALS & REFINING USA, INC USO INDUSTRIAL -- LOTE: D161222705 HIGH DENSITY POLYETHYLENE TOTAL GRADE 5502;POLIETILENO DE ALTA DENSIDAD TOTAL S/M 46.750 TM - 1,870 BOLSAS DE 25 KILOS C/BOLSA TOTAL PETROCHEMICALS & REFINING USA, INC USO INDUSTRIAL -- LOTE: D161222705 HIGH DENSITY POLYETHYLENE TOTAL GRADE 55
118-096283;0001;17/03/2017;2017;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;UNIMAR S A;00714-17;NAM2643962;HOUSTON;Estados Unidos;Estados Unidos;23.37;UNIDAD;23375;KILOGRAMO;935;BUL;20571.88;880.27;21746.88;930.55;1145;23375;23.375;23905;UNITCARGO CONTAINER LINE INC. C/O OCI INTERNATIONA;S/M;POLICLORURO DE VINILO S/M S/M 23.375 TONELADAS METRICAS USO INDUSTRIAL POLYVINYL CHLORIDE AXIALL PVC-1091;POLICLORURO DE VINILO S/M S/M 23.375 TONELADAS METRICAS USO INDUSTRIAL POLYVINYL CHLORIDE AXIALL PVC-1091
118-119724;0001;04/04/2017;2017;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;00775-17;MSCUUH909691;HOUSTON;Estados Unidos;Estados Unidos;46.75;UNIDAD;46750;KILOGRAMO;1870;BUL;54567.5;1167.22;56639.39;1211.54;2004;46750;46.75;47590;CHEMIUM INTERNATIONAL CORP.;TOTAL;POLIETILENO DE ALTA DENSIDAD TOTAL S/M TONELADAS TOTAL PETROCHEMICALS & REFINING USA, INC USO INDUSTRIAL HIGH DENSITY POLYETHYLENE TOTAL GRADE 5502;POLIETILENO DE ALTA DENSIDAD TOTAL S/M TONELADAS TOTAL PETROCHEMICALS & REFINING USA, INC USO INDUSTRIAL HIGH DENSITY POLYETHYLENE TOTAL GRADE 5502
118-123267;0001;06/04/2017;2017;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;00775-17;MSCUUH911689;HOUSTON;Estados Unidos;Estados Unidos;46.75;UNIDAD;46750;KILOGRAMO;2805;BUL;52226;1117.13;54295.08;1161.39;2004;46750;46.75;47513.33;CHEMIUM INTERNATIONAL CORP.;TOTAL;POLIPROPILENO TOTAL S/M TONELADAS TOTAL PETROCHEMICALS & REFINING USA, INC USO INDUSTRIAL / BATCH: LP16100595 POLYPROPYLENE TOTAL GRADE 3825WZ;POLIPROPILENO TOTAL S/M TONELADAS TOTAL PETROCHEMICALS & REFINING USA, INC USO INDUSTRIAL / BATCH: LP16100595 POLYPROPYLENE TOTAL GRADE 3825WZ
118-123267;0002;06/04/2017;2017;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;00775-17;MSCUUH911689;HOUSTON;Estados Unidos;Estados Unidos;23.37;UNIDAD;23375;KILOGRAMO;0;BUL;26113;1117.37;27147.54;1161.64;1002;23375;23.375;23756.66;CHEMIUM INTERNATIONAL CORP.;TOTAL;POLIPROPILENO TOTAL S/M TONELADAS TOTAL PETROCHEMICALS & REFINING USA, INC USO INDUSTRIAL / BATCH: LP16120566 POLYPROPYLENE TOTAL GRADE 3462;POLIPROPILENO TOTAL S/M TONELADAS TOTAL PETROCHEMICALS & REFINING USA, INC USO INDUSTRIAL / BATCH: LP16120566 POLYPROPYLENE TOTAL GRADE 3462
118-140077;0001;20/04/2017;2017;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;00943-17;MSCUUH937163;HOUSTON;Estados Unidos;Estados Unidos;44;TONELADAS;44000;KILOGRAMO;1760;BUL;41996;954.45;44052.83;1001.2;2004;44000;44;45130;CHEMIUM INTERNATIONAL CORP.;FORMOSA PLASTICS;PVC FORMOLON 622 FORMOSA PLASTICS S/M TONELADAS LOTE N? : 7C01A USO INDUSTRIAL PVC PRIME QUALITY FORMOSA GRADE FORLOMON 622;PVC FORMOLON 622 FORMOSA PLASTICS S/M TONELADAS LOTE N? : 7C01A USO INDUSTRIAL PVC PRIME QUALITY FORMOSA GRADE FORLOMON 622
118-163828;0001;08/05/2017;2017;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01049-17;MSCUUH959787;HOUSTON;Estados Unidos;Estados Unidos;46.75;TONELADAS;46750;KILOGRAMO;1870;BUL;53428.5;1142.86;55699.26;1191.43;2204;46750;46.75;47480;CHEMIUM INTERNATIONAL CORP.;TOTAL;POLIPROPILENO TOTAL S/M TONELADAS BATCH: LP16120051 USO INDUSTRIAL POLYPROPYLENE TOTAL GRADE 3825WZ;POLIPROPILENO TOTAL S/M TONELADAS BATCH: LP16120051 USO INDUSTRIAL POLYPROPYLENE TOTAL GRADE 3825WZ
118-195121;0001;30/05/2017;2017;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;01302-17;MSCUUH991244;HOUSTON;Estados Unidos;Estados Unidos;46.75;UNIDAD;46750;KILOGRAMO;1870;BUL;41363.5;884.78;43529.69;931.12;2114;46750;46.75;47780;CHEMIUM INTERNATIONAL CORP.;No disponible;PVC FORMOLON 622 WESTLAKE GRADE 1230P S/M EN 1870 BOLSAS BATCH: C16120501, C16120506 USO INDUSTRIAL PVC PRIME QUALITY WESTLAKE GRADE 1230P;PVC FORMOLON 622 WESTLAKE GRADE 1230P S/M EN 1870 BOLSAS BATCH: C16120501, C16120506 USO INDUSTRIAL PVC PRIME QUALITY WESTLAKE GRADE 1230P
118-198234;0001;31/05/2017;2017;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;01302-17;MSCUUH990188;HOUSTON;Estados Unidos;Estados Unidos;22;UNIDAD;22000;KILOGRAMO;880;BUL;18633;846.95;19922.91;905.59;1057;22000;22;22510;CHEMIUM INTERNATIONAL CORP.;No disponible;PVC FORMOLON 622 FORMOLON 622 S/M EN 880 BOLSAS LOT NO: 7D01A USO INDUSTRIAL PVC PRIME QUALITY FORMOSA GRADE FORMOLON 622;PVC FORMOLON 622 FORMOLON 622 S/M EN 880 BOLSAS LOT NO: 7D01A USO INDUSTRIAL PVC PRIME QUALITY FORMOSA GRADE FORMOLON 622
118-198308;0001;31/05/2017;2017;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;01302-17;MSCUUH990089;HOUSTON;Estados Unidos;Estados Unidos;22;UNIDAD;22000;KILOGRAMO;880;BLS;18633;846.95;19922.91;905.59;1057;22000;22;22560;CHEMIUM INTERNATIONAL CORP.;No disponible;PVC FORMOLON 622 POLYMER CHEMICAL CORP S/M 22.50 TM USO INDUSTRIAL PVC FORMOLON 622;PVC FORMOLON 622 POLYMER CHEMICAL CORP S/M 22.50 TM USO INDUSTRIAL PVC FORMOLON 622
118-215676;0001;13/06/2017;2017;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;01478-17;HLCUSCL170551909;SAN VICENTE;Chile;Uruguay;24750;UNIDAD;24750;KILOGRAMO;36;BUL;29009.25;1.17;29611.73;1.2;567;24750;24.75;25210;PETROQUIM S.A.;No disponible;PP PETROQUIM PH0322 PETROQUIM PH0322 SACOS X 25 KG RESINA PLASTICA, MATERIA PRIMA VIRGEN PARA LA PRODUCCION DE RAFIA CODIGO: 127226;PP PETROQUIM PH0322 PETROQUIM PH0322 SACOS X 25 KG RESINA PLASTICA, MATERIA PRIMA VIRGEN PARA LA PRODUCCION DE RAFIA CODIGO: 127226
118-215676;0002;13/06/2017;2017;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;01478-17;HLCUSCL170551909;SAN VICENTE;Chile;Uruguay;24750;UNIDAD;24750;KILOGRAMO;0;PAL;29133;1.18;29735.64;1.2;567;24750;24.75;25210;PETROQUIM S.A.;No disponible;PP PETROQUIM 0953 PETROQUIM 953 SACOS X 25KG RESINA PLASTICA, MATERIA PRIMA VIRGEN PARA LA PRODUCCION DE BOLSAS DE POLIPROPILENO CODIGO: 103751;PP PETROQUIM 0953 PETROQUIM 953 SACOS X 25KG RESINA PLASTICA, MATERIA PRIMA VIRGEN PARA LA PRODUCCION DE BOLSAS DE POLIPROPILENO CODIGO: 103751
118-229032;0001;22/06/2017;2017;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01580-17;NAM2686562;CARTAGENA;Estados Unidos;Estados Unidos;1.42;UNIDAD;1425;KILOGRAMO;935;BUL;1503.79;1059.01;1569.37;1105.19;63.7;1425;1.425;1451.22;CHEMIUM INTERNATIONAL CORP. 1455 WEST LOOP SOUTH S;No disponible;POLIPROPILENO CHEMIUM S/M TONELADAS USO INDUSTRIAL / LOTE: LP16120051 POLYPROPYLENE TOTAL GRADE 3825WZ;POLIPROPILENO CHEMIUM S/M TONELADAS USO INDUSTRIAL / LOTE: LP16120051 POLYPROPYLENE TOTAL GRADE 3825WZ
