DUA;Item;Data;Año;Importador;RUC;Regimen;Código NCM;Aduana;Via Transporte;Nome do Transportador;Manifesto;Conhecimento;Porto de Embarque;País de Origem;Pais de Procedencia;Quantidade Comercial;Unidade de Medida;Quant. VF;U.V.F.;Embalagem;Tipo de Embalagem;U$S FOB;U$S FOB Unit.;U$S CIF;U$S Unitário;U$S Frete;Kgs. Líquidos;TN Netos;Kgs. Brutos;Fornecedor;Marca;Descrição de Mercadoria;Descrição para o Filtro
118-085375;0001;09/03/2017;2017;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;Não disponível;00240-17;SUDU27159A49FTAA;CARTAGENA;Colômbia;Colômbia;1000;UNIDAD;1000;KILOGRAMO;1;BUL;559;0.56;1196.98;1.2;631;1000;1;1670;NO DETERMINADO;Não disponível;HOMOPOLIMERO,,11H01A DE   216D6272;HOMOPOLIMERO,S/M,11H01A EN BOLSAS DE 25 KG NO. LOTE 216D6272
118-087872;0001;10/03/2017;2017;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;00037-17;MSCUO7324020;FOS SUR MER;Colômbia;Colômbia;49500;KILOGRAMO;49500;KILOGRAMO;36;BUL;63006.84;1.27;66236.94;1.34;3213.65;49500;49.5;50810;VINMAR INTERNATIONAL LTD.;S/M;POLIETILENO,,LD2420D, LDPE LD2420D;POLIETILENO,S/M,LD2420D, LDPE LD2420D
118-087921;0001;10/03/2017;2017;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;00037-17;MSCUO7343194;FOS SUR MER;Colômbia;Colômbia;49500;KILOGRAMO;49500;KILOGRAMO;36;PAL;63006.84;1.27;66236.94;1.34;3213.65;49500;49.5;50630;VINMAR INTERNATIONAL LTD.;S/M;POLIETILENO,,LD2420D LDPE LD2420D  ;POLIETILENO,S/M,LD2420D LDPE LD2420D USO INDUSTRIAL
118-097454;0001;20/03/2017;2017;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;00381-17;SUDU27159A49G0MH;CARTAGENA;Colômbia;Colômbia;3000;UNIDAD;3000;KILOGRAMO;72;PAL;3545.95;1.18;3662.49;1.22;72.22;3000;3;3046.66;POLIPROPILENO DEL CARIBE S.A.;S/M;COPOLIMERO,,R. 80R90CD, R. 80R90CD;COPOLIMERO,S/M,R. 80R90CD, R. 80R90CD BOLSAS 25 KG
118-097454;0002;20/03/2017;2017;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;00381-17;SUDU27159A49G0MH;CARTAGENA;Colômbia;Colômbia;51000;UNIDAD;51000;KILOGRAMO;0;PAL;60281.19;1.18;62262.47;1.22;1227.77;51000;51;51793.33;POLIPROPILENO DEL CARIBE S.A.;S/M;COPOLIMERO,,R. 45R60CD, R. 45R60CD;COPOLIMERO,S/M,R. 45R60CD, R. 45R60CD BOLSAS 25 KG
118-097454;0003;20/03/2017;2017;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;00381-17;SUDU27159A49G0MH;CARTAGENA;Colômbia;Colômbia;3900;UNIDAD;3900;KILOGRAMO;0;PAL;4217.73;1.08;4364.33;1.12;93.88;3900;3.9;3960.66;POLIPROPILENO DEL CARIBE S.A.;S/M;HOMOPOLIMERO,,40H92, 40H92;HOMOPOLIMERO,S/M,40H92, 40H92 EN BOLSAS 25 KG
118-097454;0004;20/03/2017;2017;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;00381-17;SUDU27159A49G0MH;CARTAGENA;Colômbia;Colômbia;10000;UNIDAD;10000;KILOGRAMO;0;PAL;11819.85;1.18;12208.33;1.22;240.74;10000;10;10155.55;POLIPROPILENO DEL CARIBE S.A.;S/M;COPOLIMERO,,R. 01R25, R. 01R25;COPOLIMERO,S/M,R. 01R25, R. 01R25 BOLSAS 25 KG
118-097454;0005;20/03/2017;2017;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;00381-17;SUDU27159A49G0MH;CARTAGENA;Colômbia;Colômbia;17000;UNIDAD;17000;KILOGRAMO;0;PAL;20093.75;1.18;20754.17;1.22;409.25;17000;17;17264.44;POLIPROPILENO DEL CARIBE S.A.;S/M;COPOLIMERO,,R. 10R10C, R. 10R10C;COPOLIMERO,S/M,R. 10R10C, R. 10R10C BOLSAS 25 KG
118-097454;0006;20/03/2017;2017;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;00381-17;SUDU27159A49G0MH;CARTAGENA;Colômbia;Colômbia;100;UNIDAD;100;KILOGRAMO;0;PAL;108.14;1.08;111.89;1.12;2.4;100;0.1;101.55;POLIPROPILENO DEL CARIBE S.A.;S/M;COPOLIMERO,,I. 06C30DA, I. 06C30DA;COPOLIMERO,S/M,I. 06C30DA, I. 06C30DA BOLSAS 25 KG
118-097454;0007;20/03/2017;2017;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;00381-17;SUDU27159A49G0MH;CARTAGENA;Colômbia;Colômbia;10000;UNIDAD;10000;KILOGRAMO;0;PAL;11317.28;1.13;11699.48;1.17;240.74;10000;10;10155.55;POLIPROPILENO DEL CARIBE S.A.;S/M;COPOLIMERO,,I. 12C20, I. 12C20;COPOLIMERO,S/M,I. 12C20, I. 12C20 BOLSAS 25 KG
118-097454;0008;20/03/2017;2017;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;00381-17;SUDU27159A49G0MH;CARTAGENA;Colômbia;Colômbia;7000;UNIDAD;7000;KILOGRAMO;0;PAL;8273.89;1.18;8545.82;1.22;168.51;7000;7;7108.88;POLIPROPILENO DEL CARIBE S.A.;S/M;COPOLIMERO,,R. 80R90CD, R. 80R90CD;COPOLIMERO,S/M,R. 80R90CD, R. 80R90CD BOLSAS 25 KG
118-097454;0009;20/03/2017;2017;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;00381-17;SUDU27159A49G0MH;CARTAGENA;Colômbia;Colômbia;5000;UNIDAD;5000;KILOGRAMO;0;PAL;5909.93;1.18;6104.17;1.22;120.37;5000;5;5077.77;POLIPROPILENO DEL CARIBE S.A.;S/M;COPOLIMERO,,R. 02R01CA-1, R. 02R01CA-1;COPOLIMERO,S/M,R. 02R01CA-1, R. 02R01CA-1 BOLSAS 25 KG
118-097454;0010;20/03/2017;2017;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;00381-17;SUDU27159A49G0MH;CARTAGENA;Colômbia;Colômbia;1000;UNIDAD;1000;KILOGRAMO;0;PAL;1232.24;1.23;1271.71;1.27;24.07;1000;1;1015.55;POLIPROPILENO DEL CARIBE S.A.;S/M;COPOLIMERO,,R. 02R01CA-EAT, R. 02R01CA-EAT;COPOLIMERO,S/M,R. 02R01CA-EAT, R. 02R01CA-EAT BOLSAS 25 KG
118-098022;0001;20/03/2017;2017;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;Não disponível;00342-17;APLU900270303;CARTAGENA;Colômbia;Colômbia;10000;UNIDAD;10000;KILOGRAMO;72;PAL;10781.48;1.08;11134.75;1.11;218.51;10000;10;10160.18;NO DETERMINADO;S/M;HOMOPOLIMERO,,01H41, 01H41 DE 25;HOMOPOLIMERO,S/M,01H41, 01H41 BOLSAS DE 25KG
118-098022;0002;20/03/2017;2017;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;Não disponível;00342-17;APLU900270303;CARTAGENA;Colômbia;Colômbia;27000;UNIDAD;27000;KILOGRAMO;0;PAL;29380;1.09;30337.25;1.12;590;27000;27;27432.5;NO DETERMINADO;S/M;HOMOPOLIMERO,,11H01A, 11H01A;HOMOPOLIMERO,S/M,11H01A, 11H01A EN BOLSAS 25 KG
118-098022;0003;20/03/2017;2017;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;Não disponível;00342-17;APLU900270303;CARTAGENA;Colômbia;Colômbia;37000;UNIDAD;37000;KILOGRAMO;0;PAL;40261.48;1.09;41573.25;1.12;808.51;37000;37;37592.68;NO DETERMINADO;S/M;HOMOPOLIMERO,,40H92, 40H92;HOMOPOLIMERO,S/M,40H92, 40H92 EN BOLSAS 25 KG
118-098022;0004;20/03/2017;2017;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;Não disponível;00342-17;APLU900270303;CARTAGENA;Colômbia;Colômbia;17000;UNIDAD;17000;KILOGRAMO;0;PAL;18498.52;1.09;19101.23;1.12;371.48;17000;17;17272.31;NO DETERMINADO;S/M;HOMOPOLIMERO,,08H85DB-BC, 08H85DB-BC;HOMOPOLIMERO,S/M,08H85DB-BC, 08H85DB-BC EN BOLSAS 25 KG
118-098022;0005;20/03/2017;2017;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;Não disponível;00342-17;APLU900270303;CARTAGENA;Colômbia;Colômbia;10000;UNIDAD;10000;KILOGRAMO;0;PAL;11381.48;1.14;11742.25;1.17;218.51;10000;10;10160.18;NO DETERMINADO;S/M;COPOLIMERO,,I. 25C35-EC, I. 25C35-EC DES;COPOLIMERO,S/M,I. 25C35-EC, I. 25C35-EC EN BOLSAS DE 25 KGS
118-098022;0006;20/03/2017;2017;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;Não disponível;00342-17;APLU900270303;CARTAGENA;Colômbia;Colômbia;7000;UNIDAD;7000;KILOGRAMO;0;PAL;7687.04;1.1;7936.08;1.13;152.96;7000;7;7112.13;NO DETERMINADO;S/M;HOMOPOLIMERO,,20H92N, 20H92N;HOMOPOLIMERO,S/M,20H92N, 20H92N EN BOLSAS 25 KG
118-098088;0001;20/03/2017;2017;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;Não disponível;00342-17;APLU900270304;CARTAGENA;Colômbia;Colômbia;6000;UNIDAD;6000;KILOGRAMO;72;PAL;6468.88;1.08;6680.85;1.11;131.11;6000;6;6098.89;NO DETERMINADO;S/M;HOMOPOLIMERO,,03H82, HOMOPOLIMERO 03H82 DE : ;HOMOPOLIMERO,S/M,03H82, HOMOPOLIMERO 03H82 EN BOLSAS DE 25 KILOS USO:USO INDUSTRIAL
118-098088;0002;20/03/2017;2017;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;Não disponível;00342-17;APLU900270304;CARTAGENA;Colômbia;Colômbia;17000;UNIDAD;17000;KILOGRAMO;0;PAL;18498.52;1.09;19101.23;1.12;371.48;17000;17;17280.18;NO DETERMINADO;S/M;HOMOPOLIMERO,,11H01A, HOMOPOLIMERO 11H01A DE : ;HOMOPOLIMERO,S/M,11H01A, HOMOPOLIMERO 11H01A EN BOLSAS DE 25 KILOS USO:USO INDUSTRIAL
118-098088;0003;20/03/2017;2017;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;Não disponível;00342-17;APLU900270304;CARTAGENA;Colômbia;Colômbia;17000;UNIDAD;17000;KILOGRAMO;0;PAL;18498.52;1.09;19101.23;1.12;371.48;17000;17;17280.18;NO DETERMINADO;S/M;HOMOPOLIMERO,,20H10NA, HOMOPOLIMERO 20H10NA DE : ;HOMOPOLIMERO,S/M,20H10NA, HOMOPOLIMERO 20H10NA EN BOLSAS DE 25 KILOS USO:USO INDUSTRIAL
118-098088;0004;20/03/2017;2017;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;Não disponível;00342-17;APLU900270304;CARTAGENA;Colômbia;Colômbia;17000;UNIDAD;17000;KILOGRAMO;0;PAL;18498.52;1.09;19101.23;1.12;371.48;17000;17;17280.18;NO DETERMINADO;S/M;HOMOPOLIMERO,,40H92, HOMOPOLIMERO 40H92 DE : ;HOMOPOLIMERO,S/M,40H92, HOMOPOLIMERO 40H92 EN BOLSAS DE 25 KILOS USO:USO INDUSTRIAL
118-098088;0005;20/03/2017;2017;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;Não disponível;00342-17;APLU900270304;CARTAGENA;Colômbia;Colômbia;34000;UNIDAD;34000;KILOGRAMO;0;PAL;36997.04;1.09;38202.46;1.12;742.96;34000;34;34560.37;NO DETERMINADO;S/M;HOMOPOLIMERO,,08H85DB, HOMOPOLIMERO 08H85DB DE : ;HOMOPOLIMERO,S/M,08H85DB, HOMOPOLIMERO 08H85DB EN BOLSAS DE 25 KILOS USO:USO INDUSTRIAL
118-098088;0006;20/03/2017;2017;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;Não disponível;00342-17;APLU900270304;CARTAGENA;Colômbia;Colômbia;17000;UNIDAD;17000;KILOGRAMO;0;PAL;18668.52;1.1;19273.35;1.13;371.48;17000;17;17280.18;NO DETERMINADO;S/M;HOMOPOLIMERO,,20H92N, HOMOPOLIMERO 20H92N DE : ;HOMOPOLIMERO,S/M,20H92N, HOMOPOLIMERO 20H92N EN BOLSAS DE 25 KILOS USO:USO INDUSTRIAL
118-098118;0001;20/03/2017;2017;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;UNIMAR S A;00509-17;PE-200569;HOUSTON;Estados Unidos;Colômbia;70500;UNIDAD;70500;KILOGRAMO;2820;BG;71666.32;1.02;74730;1.06;3045;70500;70.5;71610;LATIN AMERICAN POLYMERS LLC-LAP;S/M;POLIPROPILENO,,PPH040LWC, POLIPROPILENO OSTERLENE PPH040LWC DE : ;POLIPROPILENO,S/M,PPH040LWC, POLIPROPILENO OSTERLENE PPH040LWC EN SACOS DE 25 KILOS USO:USO INDUSTRIAL
118-105860;0001;24/03/2017;2017;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;UNIMAR S A;00585-17;PE-200570;HOUSTON;Estados Unidos;Colômbia;47000;UNIDAD;47000;KILOGRAMO;1880;BG;47747.55;1.02;49820;1.06;2060;47000;47;47800;LATIN AMERICAN POLYMERS LLC-LAP;S/M;POLIPROPILENO,,PPH12, POLIPROPILENO OSTERLENE PPH12 DE : ;POLIPROPILENO,S/M,PPH12, POLIPROPILENO OSTERLENE PPH12 EN SACOS DE 25 KILOS USO:USO INDUSTRIAL
118-108000;0001;27/03/2017;2017;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;Não disponível;00342-17;PE-200567;HOUSTON;Estados Unidos;Colômbia;94000;UNIDAD;94000;KILOGRAMO;3760;BG;103573.1;1.1;107630;1.15;4030;94000;94;95570;NO DETERMINADO;S/M;POLIETILENO DE ALTA DENSIDAD,,HM0595, HDPE OSTERLENE HM0595 DE;POLIETILENO DE ALTA DENSIDAD,S/M,HM0595, HDPE OSTERLENE HM0595 EN BOLSAS DE 25 KG
118-108404;0001;27/03/2017;2017;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;UNIMAR S A;00509-17;PE-200571;HOUSTON;Estados Unidos;Colômbia;23375;UNIDAD;23375;KILOGRAMO;935;BG;22574;0.97;26530.63;1.14;3950;23375;23.375;23710;SNETOR CHIMIE;S/M;POLIETILENO DE ALTA DENSIDAD,,HD5502, HDPE  HD5502 DE : ;POLIETILENO DE ALTA DENSIDAD,S/M,HD5502, HDPE SNETOR HD5502 EN SACOS DE 25 KILOS USO:USO INDUSTRIAL
118-109306;0001;27/03/2017;2017;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;UNIMAR S A;00447-17;PE-200568;HOUSTON;Estados Unidos;Colômbia;70125;UNIDAD;70125;KILOGRAMO;2805;BG;75621.99;1.08;79591.88;1.14;3950;70125;70.125;71300;SNETOR CHIMIE;S/M;POLIETILENO DE ALTA DENSIDAD,,HD5502, HDPE  HD5502 DE : ;POLIETILENO DE ALTA DENSIDAD,S/M,HD5502, HDPE SNETOR HD5502 EN BOLSAS DE 25 KILOS USO:USO INDUSTRIAL
118-109462;0001;27/03/2017;2017;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39019010;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;00484-17;PE1011000089;SAJBI;Arábia Saudita;Colômbia;88000;UNIDAD;88000;KILOGRAMO;3520;BG;113410.75;1.29;117040;1.33;3600;88000;88;90090;SAUDY ETHYLENE AND POLYETHYLENE CO;S/M;POLIETILENO DE BAJA DENSIDAD,,2427H, POLIETILENO LDPE 2427H DE : ;POLIETILENO DE BAJA DENSIDAD,S/M,2427H, POLIETILENO LDPE 2427H EN SACOS DE 25 KILOS USO:USO INDUSTRIAL
118-109543;0001;27/03/2017;2017;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;UNIMAR S A;00714-17;NAM9140770;HOUSTON;Estados Unidos;Colômbia;30750;UNIDAD;30750;KILOGRAMO;4400;BUL;33850.39;1.1;35186.98;1.14;1327.84;30750;30.75;31569.06;VINMAR INTERNATIONAL LTD. 16800 IMPERIAL VALLEY DR;S/M;POLIETILENO DE ALTA DENSIDAD,,HD6120, HDPE  HD-6120 DE : ;POLIETILENO DE ALTA DENSIDAD,S/M,HD6120, HDPE CYNPOL HD-6120 EN BOLSAS DE 25 KILOS USO:USO INDUSTRIAL
118-109543;0002;27/03/2017;2017;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39019010;MARITIMA DEL CALLAO;MARITIMO;UNIMAR S A;00714-17;NAM9140770;HOUSTON;Estados Unidos;Colômbia;13250;UNIDAD;13250;KILOGRAMO;0;BUL;14692.33;1.11;15268.28;1.15;572.15;13250;13.25;13602.93;VINMAR INTERNATIONAL LTD. 16800 IMPERIAL VALLEY DR;S/M;POLIETILENO DE BAJA DENSIDAD,,LL5010B, LLDPE  LL5010B DE : ;POLIETILENO DE BAJA DENSIDAD,S/M,LL5010B, LLDPE CYNPOL LL5010B EN BOLSAS DE 25 KILOS USO:USO INDUSTRIAL
118-109543;0003;27/03/2017;2017;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39019010;MARITIMA DEL CALLAO;MARITIMO;UNIMAR S A;00714-17;NAM9140770;HOUSTON;Estados Unidos;Colômbia;22000;UNIDAD;22000;KILOGRAMO;0;BUL;24394.81;1.11;25351.12;1.15;950;22000;22;22586;VINMAR INTERNATIONAL LTD. 16800 IMPERIAL VALLEY DR;S/M;POLIETILENO DE BAJA DENSIDAD,,LL5011B, LLDPE  LL5011B DE : ;POLIETILENO DE BAJA DENSIDAD,S/M,LL5011B, LLDPE CYNPOL LL5011B EN BOLSAS DE 25 KILOS USO:USO INDUSTRIAL
118-109543;0004;27/03/2017;2017;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;UNIMAR S A;00714-17;NAM9140770;HOUSTON;Estados Unidos;Colômbia;44000;UNIDAD;44000;KILOGRAMO;0;BUL;48877.94;1.11;50790.58;1.15;1900;44000;44;45172;VINMAR INTERNATIONAL LTD. 16800 IMPERIAL VALLEY DR;S/M;POLIETILENO DE ALTA DENSIDAD,,HD6180UV, HDPE  HD6180UV DE : ;POLIETILENO DE ALTA DENSIDAD,S/M,HD6180UV, HDPE CYNPOL HD6180UV EN BOLSAS DE 25 KILOS USO:USO INDUSTRIAL
118-114503;0001;30/03/2017;2017;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;38249999;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;00412-17;SUDU27159A4MI5CP;CARTAGENA;Colômbia;Colômbia;8000;UNIDAD;4563.08;KILOGRAMO;18;BUL;6021.97;0.75;6221.61;0.78;124.37;4563.08;4.56308;4626.61;COMPOUNDING AND MASTERBATCHING INDUSTRY LTDA;ESENTTIA;ANTIFRIBILANTE,,,  707-8NT :  DE DE RAFIA;ANTIFRIBILANTE,ESENTTIA,S/M, COMASTER 707-8NT 25 KG POR BOLSA USO:PARA FABRICACION DE BOLSAS DE RAFIA
118-114503;0002;30/03/2017;2017;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;38249999;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;00412-17;SUDU27159A4MI5CP;CARTAGENA;Colômbia;Colômbia;1000;UNIDAD;433.99;KILOGRAMO;0;BUL;572.75;0.57;591.72;0.59;11.82;433.99;0.43399;440.03;COMPOUNDING AND MASTERBATCHING INDUSTRY LTDA;ESENTTIA;MASTERBATCH,,,  707-9NT :  DE DE RAFIA;MASTERBATCH,ESENTTIA,S/M, COMASTER 707-9NT 25 KG POR BOLSA USO:PARA FABRICACION DE BOLSAS DE RAFIA
118-114503;0003;30/03/2017;2017;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;38249999;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;00412-17;SUDU27159A4MI5CP;CARTAGENA;Colômbia;Colômbia;6000;UNIDAD;3013.13;KILOGRAMO;0;BUL;3976.48;0.66;4108.3;0.68;82.12;3013.13;3.01313;3055.08;COMPOUNDING AND MASTERBATCHING INDUSTRY LTDA;ESENTTIA;MASTERBATCH,,,  750-9NT :  DE POLIETILENO;MASTERBATCH,ESENTTIA,S/M, COMASTER 750-9NT 25 KG POR BOLSA USO:PARA AUMENTAR LA PRODUCTIVIDAD EN PELICULA DE POLIETILENO
118-114503;0004;30/03/2017;2017;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;38249999;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;00412-17;SUDU27159A4MI5CP;CARTAGENA;Colômbia;Colômbia;48;UNIDAD;89.93;KILOGRAMO;0;BUL;118.69;2.47;122.62;2.55;2.45;89.93;0.08993;91.18;COMPOUNDING AND MASTERBATCHING INDUSTRY LTDA;ESENTTIA;CONCENTRADO DESLIZANTE,,,  724-2DB : ;CONCENTRADO DESLIZANTE,ESENTTIA,S/M, COMASTER 724-2DB 25 KG POR BOLSA USO:USO INDUSTRIAL
118-114503;0005;30/03/2017;2017;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;32061900;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;00412-17;SUDU27159A4MI5CP;CARTAGENA;Colômbia;Colômbia;3000;UNIDAD;5621.09;KILOGRAMO;0;BUL;7418.24;2.47;7664.16;2.55;153.2;5621.09;5.62109;5699.34;COMPOUNDING AND MASTERBATCHING INDUSTRY LTDA;ESENTTIA;MASTERBATCH,,,  665-2BA : ;MASTERBATCH,ESENTTIA,S/M, COMASTER 665-2BA 25 KG POR BOLSA USO:USO INDUSTRIAL
118-114503;0006;30/03/2017;2017;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;32061900;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;00412-17;SUDU27159A4MI5CP;CARTAGENA;Colômbia;Colômbia;1000;UNIDAD;1267.5;KILOGRAMO;0;BUL;1672.75;1.67;1728.19;1.73;34.54;1267.5;1.2675;1285.15;COMPOUNDING AND MASTERBATCHING INDUSTRY LTDA;ESENTTIA;MASTERBATCH,,,  664-3BA : ;MASTERBATCH,ESENTTIA,S/M, COMASTER 664-3BA 25 KG POR BOLSA USO:USO INDUSTRIAL
118-114503;0007;30/03/2017;2017;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;32061900;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;00412-17;SUDU27159A4MI5CP;CARTAGENA;Colômbia;Colômbia;100;UNIDAD;189.64;KILOGRAMO;0;BUL;250.27;2.5;258.55;2.59;5.16;189.64;0.18964;192.28;COMPOUNDING AND MASTERBATCHING INDUSTRY LTDA;ESENTTIA;MASTERBATCH,,,  665-4BL : ;MASTERBATCH,ESENTTIA,S/M, COMASTER 665-4BL 25 KG POR BOLSA USO:USO INDUSTRIAL
118-114503;0008;30/03/2017;2017;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;32064910;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;00412-17;SUDU27159A4MI5CP;CARTAGENA;Colômbia;Colômbia;1300;UNIDAD;1549.25;KILOGRAMO;0;BUL;2044.57;1.57;2112.34;1.62;42.22;1549.25;1.54925;1570.82;COMPOUNDING AND MASTERBATCHING INDUSTRY LTDA;ESENTTIA;MASTERBATCH,,,  682-4NE : ;MASTERBATCH,ESENTTIA,S/M, COMASTER 682-4NE 25 KG POR BOLSA USO:USO INDUSTRIAL
