DUA;Item;Data;Año;Importador;RUC;Regimen;Código NCM;Aduana;Via Transporte;Nome do Transportador;Manifesto;Conhecimento;Porto de Embarque;País de Origem;Pais de Procedencia;Quantidade Comercial;Unidade de Medida;Quant. VF;U.V.F.;Embalagem;Tipo de Embalagem;U$S FOB;U$S FOB Unit.;U$S CIF;U$S Unitário;U$S Frete;Kgs. Líquidos;TN netos;Kgs. Brutos;Fornecedor;Marca;Descrição de Mercadoria;Descrição para o Filtro
118-289606;0001;7/09/2010;2010;POLIMASTER S.A.C.;4  20380632943;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;20112-10;SUDU200012782159;CARTAGENA;Estados Unidos;Estados Unidos;54;TONELADAS;54000;KILOGRAMO;2160;BLS;62709;1161.28;67621.5;1252.25;4791;54000;54;54120;VINMAR INTERNATIONAL LTD.;CYNPOL;POLIETILENO DE ALTA DENSIDAD, CYNPOL, HM6015 BOLSAS X 25 KG C/U CYNPOL HM6015;POLIETILENO DE ALTA DENSIDAD, CYNPOL, HM6015 BOLSAS X 25 KG C/U CYNPOL HM6015
118-290467;0001;8/09/2010;2010;POLIMASTER S.A.C.;4  20380632943;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;02385-10;MSCUM2881441;MUNDRA;Índia;Reino Unido;104;TONELADAS;104000;KILOGRAMO;4160;BG;143112;1376.08;152113.31;1462.63;8728;104000;104;104360;RELIANCE INDUSTRIES LIMITED UNIT O;REPOL;POLIPROPILENO, REPOL, H030SG EN BOLSAS DE 25 KG NETO CADA UNO POLYPROPYLENE H030SG;POLIPROPILENO, REPOL, H030SG EN BOLSAS DE 25 KG NETO CADA UNO POLYPROPYLENE H030SG
118-290973;0001;8/09/2010;2010;POLIMASTER S.A.C.;4  20380632943;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;02385-10;MSCUM2890749;MUNDRA;Índia;Reino Unido;52;TONELADAS;52000;KILOGRAMO;2080;BLS;71556;1376.08;76056.66;1462.63;4364;52000;52;52220;RELIANCE INDUSTRIES LIMITED UNIT O;REPOL;POLIPROPILENO, REPOL, H100EY EN BOLSAS DE 25 KG NETO CADA UNA POLYPROPYLENE H100EY;POLIPROPILENO, REPOL, H100EY EN BOLSAS DE 25 KG NETO CADA UNA POLYPROPYLENE H100EY
118-297306;0001;13/09/2010;2010;POLIMASTER S.A.C.;4  20380632943;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;TRAMARSA - TRABAJOS MARIT;02457-10;ANRM607007320005;RIO GRANDE;Brasil;Uruguai;99000;KILOGRAMO;99000;KILOGRAMO;3960;BG;116728;1.18;124095.94;1.25;7146.97;99000;99;101750;RETANA TRANSAMERICA S.A.;BRASKEM;POLIETILENO DE BAJA DENSIDAD, BRASKEM, LL 218 GRADO: LL218, EN BOLSAS DE 25 KILOS NETOS CADA UNA LINEAR LOW DENSITY POLYETHYLENE GRADE LL218;POLIETILENO DE BAJA DENSIDAD, BRASKEM, LL 218 GRADO: LL218, EN BOLSAS DE 25 KILOS NETOS CADA UNA LINEAR LOW DENSITY POLYETHYLENE GRADE LL218
118-301563;0001;15/09/2010;2010;POLIMASTER S.A.C.;4  20380632943;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;20135-10;SUDUN04981833354;PUSAN;Malásia;França;204;TONELADAS;204000;KILOGRAMO;8160;BLS;280440;1374.71;321816.5;1577.53;40800;204000;204;204670;GONDRAND;PETLIN;POLIETILENO, PETLIN, N125Y POLIETILENO DE BAJA  DENSIDAD POLYETHYLENE LDPE-N125Y;POLIETILENO, PETLIN, N125Y POLIETILENO DE BAJA  DENSIDAD POLYETHYLENE LDPE-N125Y
118-309706;0001;21/09/2010;2010;POLIMASTER S.A.C.;4  20380632943;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;Não disponível;02516-10;SHACLL001488;SHANGHAI;China;França;201.5;TONELADAS;201500;KILOGRAMO;8060;BLS;272480;1352.26;314070.19;1558.66;41028;201500;201.5;202805;GONDRAND LIMITED UNIT 0210/F TIMES;IRAN;POLIETILENO DE BAJA DENSIDAD, IRAN, LH-00030 POLYETHYLENE LDPE-LH 00030;POLIETILENO DE BAJA DENSIDAD, IRAN, LH-00030 POLYETHYLENE LDPE-LH 00030
118-308970;0002;21/09/2010;2010;POLIMASTER S.A.C.;4  20380632943;IMPORTACION DEFINITIVA;39019010;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;02439-10;MSCUSD404311;SALVADOR;Brasil;Brasil;10000;KILOGRAMO;10000;KILOGRAMO;0;BLS;18400;1.84;19925;1.99;1500;10000;10;10053.33;CROMEX S.A (FILIAL BAHIA) CNPJ: 02.;CROMEX;ADITIVO-DL 500317, CROMEX, ADITIVO DL50017 POLIETILENO DE DENSIDAD INFERIOR A 0.94 CON CARGA LOTE:0000214610, 0000215022 .;ADITIVO-DL 500317, CROMEX, ADITIVO DL50017 POLIETILENO DE DENSIDAD INFERIOR A 0.94 CON CARGA LOTE:0000214610, 0000215022 .
118-308970;0001;21/09/2010;2010;POLIMASTER S.A.C.;4  20380632943;IMPORTACION DEFINITIVA;39019010;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;02439-10;MSCUSD404311;SALVADOR;Brasil;Brasil;5000;KILOGRAMO;5000;KILOGRAMO;600;BLS;7450;1.49;8210.12;1.64;750;5000;5;5026.67;CROMEX S.A (FILIAL BAHIA) CNPJ: 02.;CROMEX;ADITIVO-AB 5037, CROMEX, ADITIVO AB5037 POLIETILENO DE DENSIDAD INFERIOR A 0.94 CON CARGA LOTE:0000215108 .;ADITIVO-AB 5037, CROMEX, ADITIVO AB5037 POLIETILENO DE DENSIDAD INFERIOR A 0.94 CON CARGA LOTE:0000215108 .
118-319770;0001;28/09/2010;2010;POLIMASTER S.A.C.;4  20380632943;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MAERSK PORTUARIA S.A.;20168-10;MAEU552014001;HOUSTON;Estados Unidos;Estados Unidos;105;TONELADAS;105000;KILOGRAMO;4200;BLS;129710;1235.33;138677.59;1320.74;8720;105000;105;109897;HPY CORPORATION INC;FORMOSA;POLIETIENO DE ALTA DENSIDAD, FORMOSA, E924 LOTE # 200478 BATCH: 8BB45 4200 BAGS FORMOSA HDPE E924;POLIETIENO DE ALTA DENSIDAD, FORMOSA, E924 LOTE # 200478 BATCH: 8BB45 4200 BAGS FORMOSA HDPE E924
118-323767;0001;29/09/2010;2010;POLIMASTER S.A.C.;4  20380632943;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;TMA S.A.C.;20166-10;015141471433;PUSAN;Japão;Japão;210;TONELADAS;210000;KILOGRAMO;8400;BLS;250565.7;1193.17;282314.55;1344.36;31248;210000;210;210970;ITOCHU CORPORATION;HIZEX;POLIETILENO DE ALTA DENSIDAD, HIZEX, 640UF LOTES: 1005251, 1005262 BOLSAS X 25 KG C/U GRADE: 640UF HIGH DENSITY POLYETHYLENE, HDPE;POLIETILENO DE ALTA DENSIDAD, HIZEX, 640UF LOTES: 1005251, 1005262 BOLSAS X 25 KG C/U GRADE: 640UF HIGH DENSITY POLYETHYLENE, HDPE
118-324434;0001;29/09/2010;2010;POLIMASTER S.A.C.;4  20380632943;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;TMA S.A.C.;20166-10;AAF1000295;PUSAN;Japão;Japão;210;TONELADAS;210000;KILOGRAMO;8400;BLS;242472;1154.63;274211.4;1305.77;31248;210000;210;211160;ITOCHU CORPORATION;HIZEX;POLIETILENO DE ALTA DENSIDAD, HIZEX, 640UF LOTES: 1005262, 1006161, 1006291 BOLSAS X 25 KG C/U GRADE: 640UF HIGH DENSITY POLYETHYLENE, HDPE;POLIETILENO DE ALTA DENSIDAD, HIZEX, 640UF LOTES: 1005262, 1006161, 1006291 BOLSAS X 25 KG C/U GRADE: 640UF HIGH DENSITY POLYETHYLENE, HDPE
118-324106;0001;29/09/2010;2010;POLIMASTER S.A.C.;4  20380632943;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MAERSK PORTUARIA S.A.;20172-10;MAEU551948381;DOHA;Catar;Catar;204;TONELADAS;204000;KILOGRAMO;12240;BUL;226794.57;1111.74;245353.32;1202.71;18000;204000;204;208186.67;TOTAL PETROCHEMICALS FRANCE <QATAR BRANCH OFFICE;LOTRENE;POLIETILENO DE BAJA DENSIDAD, LOTRENE, Q2018N LLDPE-LINEAR LOW DENSITY POLYETHYLENE 8160 BAG X 25 KG NET C/U .;POLIETILENO DE BAJA DENSIDAD, LOTRENE, Q2018N LLDPE-LINEAR LOW DENSITY POLYETHYLENE 8160 BAG X 25 KG NET C/U .
118-324106;0002;29/09/2010;2010;POLIMASTER S.A.C.;4  20380632943;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MAERSK PORTUARIA S.A.;20172-10;MAEU551948381;DOHA;Catar;Catar;102;TONELADAS;102000;KILOGRAMO;0;BUL;113397.28;1111.74;122676.65;1202.71;9000;102000;102;104093.33;TOTAL PETROCHEMICALS FRANCE <QATAR BRANCH OFFICE;LOTRENE;POLIETILENO DE BAJA DENSIDAD, LOTRENE, Q1018H LLDPE-LINEAR LOW DENSITY POLYETHYLENE 4080 BAG X 25 KG NET C/U .;POLIETILENO DE BAJA DENSIDAD, LOTRENE, Q1018H LLDPE-LINEAR LOW DENSITY POLYETHYLENE 4080 BAG X 25 KG NET C/U .
118-325293;0001;30/09/2010;2010;POLIMASTER S.A.C.;4  20380632943;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;20182-10;HLCUSHA1007AYWG2;MANZANILLO;China;França;260;TONELADAS;260000;KILOGRAMO;10400;BG;388060;1492.54;437163.9;1681.4;48320;260000;260;261095;GONDRAND;POLYMIR;POLIETILENO DE BAJA DENSIDAD, POLYMIR, 10204-003 LDPE, EN BOLSAS DE 25 KG NETOS CADA UNO POLYETHYLENE;POLIETILENO DE BAJA DENSIDAD, POLYMIR, 10204-003 LDPE, EN BOLSAS DE 25 KG NETOS CADA UNO POLYETHYLENE
118-325288;0001;30/09/2010;2010;POLIMASTER S.A.C.;4  20380632943;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;20188-10;SUDU200013155151;CARTAGENA;Estados Unidos;Estados Unidos;87.5;TONELADAS;87480;KILOGRAMO;3500;BG;132015;1508.74;140252;1602.88;7985;87480;87.48;87480;VINMAR INTERNATIONAL LTD.;CYNPOL;POLIETILENO DE BAJA DENSIDAD, CYNPOL, LD4083 LOTES: VIN002923, VIN002923 EN BOLSAS DE 25 KG NETOS CADA UNA CYNPOL LD4083;POLIETILENO DE BAJA DENSIDAD, CYNPOL, LD4083 LOTES: VIN002923, VIN002923 EN BOLSAS DE 25 KG NETOS CADA UNA CYNPOL LD4083
118-329884;0001;4/10/2010;2010;POLIMASTER S.A.C.;4  20380632943;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;20182-10;HLCUSHA1007EWKE0;MANZANILLO;China;França;232.5;TONELADAS;232500;KILOGRAMO;9300;BLS;347926.37;1496.46;390908.48;1681.33;42281.12;232500;232.5;233900;NO DETERMINADO;OKITEN;POLIETILENO DE BAJA DENSIDAD, OKITEN, 245S BOLSA X 25 KG C/U LDPE OKITEN 245S;POLIETILENO DE BAJA DENSIDAD, OKITEN, 245S BOLSA X 25 KG C/U LDPE OKITEN 245S
118-331298;0001;5/10/2010;2010;POLIMASTER S.A.C.;4  20380632943;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;20182-10;HLCUSHA1007EWKM9;MANZANILLO;China;França;117.25;TONELADAS;117250;KILOGRAMO;4690;BLS;173539.33;1480.08;197132.26;1681.3;23239.42;117250;117.25;117720;NO DETERMINADO;REPSOL;POLIETILENO DE BAJA DENSIDAD, REPSOL, PE046/A POLYETHYLENE LDPE PE046 .;POLIETILENO DE BAJA DENSIDAD, REPSOL, PE046/A POLYETHYLENE LDPE PE046 .
118-338318;0001;12/10/2010;2010;POLIMASTER S.A.C.;4  20380632943;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MAERSK PORTUARIA S.A.;20205-10;MAEU859555253;HOUSTON;Estados Unidos;Estados Unidos;204;TONELADAS;202072.28;KILOGRAMO;8160;BLS;234420;1149.12;252246.82;1236.5;17330;202072.28;202.07228;203000;MARUBENI AMERICA CORPORATION;WESTLAKE;POLIETILENO DE BAJA DENSIDAD, WESTLAKE, LLDPE WESTLAKE LF-1020CC-102 TM LLDPE WESTLAKE LF-1040AA-102 TM LOT NUMBER: 00832202 / 00832182 / 00731053 / 00731013 MODELOS: LF-1040AA - LF-1020CC;POLIETILENO DE BAJA DENSIDAD, WESTLAKE, LLDPE WESTLAKE LF-1020CC-102 TM LLDPE WESTLAKE LF-1040AA-102 TM LOT NUMBER: 00832202 / 00832182 / 00731053 / 00731013 MODELOS: LF-1040AA - LF-1020CC
118-338553;0001;12/10/2010;2010;POLIMASTER S.A.C.;4  20380632943;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;TRAMARSA - TRABAJOS MARIT;20177-10;WZAA55S00;ANTWERPEN;Bélgica;Suíça;198;TONELADAS;198000;KILOGRAMO;144;PAL;252785.6;1276.69;266133.58;1344.11;12870.4;198000;198;202255;MB BARTER & TRADING SA;HIVOREX;POLIETILENO DE ALTA DENSIDAD, HIVOREX, 7000F EN BOLSAS DE 25 KG NETOS CADA UNA LOTES: 10H040676, 10H040681, 10H040685, 10H050761, 10H050762, 10H050763 HIGH DENSITY POLYETHYLENE;POLIETILENO DE ALTA DENSIDAD, HIVOREX, 7000F EN BOLSAS DE 25 KG NETOS CADA UNA LOTES: 10H040676, 10H040681, 10H040685, 10H050761, 10H050762, 10H050763 HIGH DENSITY POLYETHYLENE
118-338579;0001;12/10/2010;2010;POLIMASTER S.A.C.;4  20380632943;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;TRAMARSA - TRABAJOS MARIT;20176-10;PYAA0W800;ROTTERDAM;Emirados Árabes;Singapura;173.25;TONELADAS;173250;KILOGRAMO;11880;BLS;216562.5;1250;253400.3;1462.63;36382.5;173250;173.25;177158.33;ITOCHU PLASTICS PTE LTD;SASOL;LOW DENSITY POLYETHYLENE, SASOL, LF2103 GRADE: LF2103 BATCH NO. L904202160 LOW DENSITY POLYETHYLENE, LDPE;LOW DENSITY POLYETHYLENE, SASOL, LF2103 GRADE: LF2103 BATCH NO. L904202160 LOW DENSITY POLYETHYLENE, LDPE
118-338579;0002;12/10/2010;2010;POLIMASTER S.A.C.;4  20380632943;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;TRAMARSA - TRABAJOS MARIT;20176-10;PYAA0W800;ROTTERDAM;Emirados Árabes;Singapura;123.75;TONELADAS;123750;KILOGRAMO;0;BLS;154687.5;1250;181000.21;1462.63;25987.5;123750;123.75;126541.66;ITOCHU PLASTICS PTE LTD;SASOL;LOW DENSITY POLYETHYLENE, SASOL, LF2125A GRADE: LF2125A BATCH NO. L904012490 LOW DENSITY POLYETHYLENE, LDPE;LOW DENSITY POLYETHYLENE, SASOL, LF2125A GRADE: LF2125A BATCH NO. L904012490 LOW DENSITY POLYETHYLENE, LDPE
118-338267;0001;12/10/2010;2010;POLIMASTER S.A.C.;4  20380632943;IMPORTACION DEFINITIVA;32061900;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;02647-10;MSCUSD406266;SALVADOR;Brasil;Brasil;40000;KILOGRAMO;40000;KILOGRAMO;40;PAL;108600;2.72;113341.5;2.83;4600;40000;40;41100;CROMEX S.A (FILIAL BAHIA) CNPJ: 02.;CROMEX;PREPARACIONES A BASE DIOXIDO, CROMEX, BR-770 PREPARACIONES A BASE DE DIOXIDO DE TITANIO LOTES: 0000216375, 0000216376 PIGMENTO BLANCO 770 .;PREPARACIONES A BASE DIOXIDO, CROMEX, BR-770 PREPARACIONES A BASE DE DIOXIDO DE TITANIO LOTES: 0000216375, 0000216376 PIGMENTO BLANCO 770 .
118-340051;0001;13/10/2010;2010;POLIMASTER S.A.C.;4  20380632943;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;20191-10;NA1721396;HOUSTON;Estados Unidos;Estados Unidos;306;TONELADAS;305920;KILOGRAMO;12240;BG;360180;1177.06;386140.38;1261.9;25200;305920;305.92;305920;MARUBENI AMERICA CORPORATION;WESTLAKE;POLIETILENO DE BAJA DENSIDAD, WESTLAKE, LF-1040AA LOTES: 00731021, 00731031, 00731013, 00631471, 00731033 EN BOLSAS DE 25 KG NETOS CADA UNA LLDPE WESTLAKE LF-10400AA;POLIETILENO DE BAJA DENSIDAD, WESTLAKE, LF-1040AA LOTES: 00731021, 00731031, 00731013, 00631471, 00731033 EN BOLSAS DE 25 KG NETOS CADA UNA LLDPE WESTLAKE LF-10400AA
118-343534;0001;15/10/2010;2010;POLIMASTER S.A.C.;4  20380632943;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRAMARSA - TRABAJOS MARIT;20204-10;BL-CLSAI-003110089-9;SAN VICENTE;Chile;Chile;99000;KILOGRAMO;99000;KILOGRAMO;72;PAL;152104;1.54;156304.84;1.58;3920;99000;99;101060;PETROQUIM S.A.;PETROQUIM;POLIPROPILENO HOMOPOLIMERO, PETROQUIM, PH0953 POLIPROPILENO HOMOPOLIMERO PH 0953 72 PALETAS CONTENIENDO 3960 BOLSAS .;POLIPROPILENO HOMOPOLIMERO, PETROQUIM, PH0953 POLIPROPILENO HOMOPOLIMERO PH 0953 72 PALETAS CONTENIENDO 3960 BOLSAS .
118-343550;0001;15/10/2010;2010;POLIMASTER S.A.C.;4  20380632943;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;02647-10;MSCUHT419630;HOUSTON;Estados Unidos;Estados Unidos;86.75;TONELADAS;86750;KILOGRAMO;3470;BLS;101117.6;1165.62;108632.69;1252.25;7319.9;86750;86.75;86760;VINMAR INTERNATIONAL LTD.;CYNPOL;POLIETILENO DE ALTA DENSIDAD, CYNPOL, HM-6015 CYNPOL HM6015 LOTE NÂº VIN002934 LOTE NÂº VIN002935 POLIETILENO DE ALTA DENSIDAD;POLIETILENO DE ALTA DENSIDAD, CYNPOL, HM-6015 CYNPOL HM6015 LOTE NÂº VIN002934 LOTE NÂº VIN002935 POLIETILENO DE ALTA DENSIDAD
118-344077;0001;15/10/2010;2010;POLIMASTER S.A.C.;4  20380632943;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;AGENCIA MARITIMA AGUNSA;02623-10;BL-USCHS-003089997-2;HOUSTON;Estados Unidos;Estados Unidos;65.22;TONELADAS;65225;KILOGRAMO;2609;BG;92942;1425.05;99320.46;1522.85;6200;65225;65.225;65550;MONTACHEM INTERNATIONAL, INC.;METALOCENO;POLIETILENO DE BAJA DENSIDAD, METALOCENO, 1803 GRADE: LLDPE 1803, LOTE: 802269C EN BOLSAS DE 25 KG NETOS CADA UNA LINEAR LOW DENSITY POLYETHYLENE METALOCENE EXTRUSION LLDPE EXT MET LLDPE 1803;POLIETILENO DE BAJA DENSIDAD, METALOCENO, 1803 GRADE: LLDPE 1803, LOTE: 802269C EN BOLSAS DE 25 KG NETOS CADA UNA LINEAR LOW DENSITY POLYETHYLENE METALOCENE EXTRUSION LLDPE EXT MET LLDPE 1803
118-343551;0001;15/10/2010;2010;POLIMASTER S.A.C.;4  20380632943;IMPORTACION DEFINITIVA;32061900;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;02648-10;MSCUSD408593;SALVADOR;Brasil;Brasil;60000;KILOGRAMO;60000;KILOGRAMO;60;PAL;162750;2.71;170012.25;2.83;7050;60000;60;61610;CROMEX S.A (FILIAL BAHIA) CNPJ: 02.;CROMEX;PREPARACIONES A BASE DIOXIDO, CROMEX, BR-770 PREPARACIONES A BASE DE DIOXIDO DE TITANIO / PIGMENTO BLANCO 770 LOTES: 0000216373, 0000216374, 0000216377, 0000216544 60 PALETAS CONTENIENDO 2400 BOLSAS. .;PREPARACIONES A BASE DIOXIDO, CROMEX, BR-770 PREPARACIONES A BASE DE DIOXIDO DE TITANIO / PIGMENTO BLANCO 770 LOTES: 0000216373, 0000216374, 0000216377, 0000216544 60 PALETAS CONTENIENDO 2400 BOLSAS.
118-350289;0001;20/10/2010;2010;POLIMASTER S.A.C.;4  20380632943;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MAERSK PORTUARIA S.A.;20206-10;MAEU859560654;QINGDAO;China;Estados Unidos;247.5;TONELADAS;247500;KILOGRAMO;9900;BLS;367087.5;1483.18;415332.98;1678.11;47503.72;247500;247.5;249420;HPY CORPORATION INC;PETLIN;POLIETILENO DE BAJA DENSIDAD, PETLIN, N125Y PETLIN LDPE N125Y .;POLIETILENO DE BAJA DENSIDAD, PETLIN, N125Y PETLIN LDPE N125Y .
118-358308;0001;25/10/2010;2010;POLIMASTER S.A.C.;4  20380632943;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;02752-10;MSCUSG884584;RIO GRANDE;Brasil;Uruguai;24750;KILOGRAMO;24750;KILOGRAMO;990;BLS;29678.4;1.2;31534.53;1.27;1800;24750;24.75;25570;RETANA TRANSAMERICA S.A.;BRASKEM;POLIETILENO DE BAJA DENSIDAD, BRASKEM, LL218/21 GRADE:LL218/21 LOTE: RSAC0E038E, RSAC0H026E 112014 BRASKEM LL218/21;POLIETILENO DE BAJA DENSIDAD, BRASKEM, LL218/21 GRADE:LL218/21 LOTE: RSAC0E038E, RSAC0H026E 112014 BRASKEM LL218/21
118-361649;0001;26/10/2010;2010;POLIMASTER S.A.C.;4  20380632943;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;02752-10;MSCUSG884956;RIO GRANDE;Brasil;Estados Unidos;148.5;TONELADAS;148500;KILOGRAMO;5940;BUL;172130.41;1159.13;183256.52;1234.05;10800;148500;148.5;152280;BRASKEM S.A. AV. DAS NACOES UNIDAS;BRASKEM;POLIETILENO DE BAJA DENSIDAD, BRASKEM, LL218/21 LLDPE BRASKEM LL218/21 LOTE:RSAC0D049E,RSAC0H026E 5940 BAGS X 25 KG C/U .;POLIETILENO DE BAJA DENSIDAD, BRASKEM, LL218/21 LLDPE BRASKEM LL218/21 LOTE:RSAC0D049E,RSAC0H026E 5940 BAGS X 25 KG C/U .
118-361378;0001;26/10/2010;2010;POLIMASTER S.A.C.;4  20380632943;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;02752-10;MSCUSG885318;RIO GRANDE;Brasil;Estados Unidos;99;TONELADAS;99000;KILOGRAMO;3960;BG;116733.61;1179.13;124154.58;1254.09;7200;99000;99;101390;BRASKEM S.A. AV. DAS NACOES UNIDAS;BRASKEM;POLIETILENO DE BAJA DENDIDAD, BRASKEM, LL118/21 GRADE: 11-118/21, LOTES: RSAC0G041E, RSAC0G044E EN BOLSAS DE 25 KG NETOS CADA UNA LLDPE BRASKEM LL118/21;POLIETILENO DE BAJA DENDIDAD, BRASKEM, LL118/21 GRADE: 11-118/21, LOTES: RSAC0G041E, RSAC0G044E EN BOLSAS DE 25 KG NETOS CADA UNA LLDPE BRASKEM LL118/21
118-361655;0001;26/10/2010;2010;POLIMASTER S.A.C.;4  20380632943;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;02752-10;MSCUSG884980;RIO GRANDE;Brasil;Estados Unidos;99;TONELADAS;99000;KILOGRAMO;3960;SAC;114753.61;1159.13;122171.01;1234.05;7200;99000;99;101570;BRASKEM S.A. AV. DAS NACOES UNIDAS;BRASKEM;POLIETILENO DE BAJA DENDIDAD, BRASKEM, LL118 QUANTY:99.00 METRIC TON LOTE RSAC0D049E, RSAC0H026E 3960 SACOS DE 25 KG C7U LLDPE BRASKEM LL118, GRADE: LL-118/21;POLIETILENO DE BAJA DENDIDAD, BRASKEM, LL118 QUANTY:99.00 METRIC TON LOTE RSAC0D049E, RSAC0H026E 3960 SACOS DE 25 KG C7U LLDPE BRASKEM LL118, GRADE: LL-118/21
118-362165;0001;26/10/2010;2010;POLIMASTER S.A.C.;4  20380632943;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;02752-10;MSCUSG885052;RIO GRANDE;Brasil;Estados Unidos;99;TONELADAS;99000;KILOGRAMO;3960;BLS;114753.61;1159.13;122171.01;1234.05;7200;99000;99;101435;BRASKEM S.A. AV. DAS NACOES UNIDAS;BRASKEM;POLIETILENO DE BAJA DENSIDAD, BRASKEM, LL218/21 LOTE RSAC0H26E, GRADE:LL218/21 LLDPE;POLIETILENO DE BAJA DENSIDAD, BRASKEM, LL218/21 LOTE RSAC0H26E, GRADE:LL218/21 LLDPE
118-362986;0001;26/10/2010;2010;POLIMASTER S.A.C.;4  20380632943;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;02752-10;MSCUSG884352;RIO GRANDE;Brasil;Estados Unidos;99;TONELADAS;99000;KILOGRAMO;6930;BLS;116733.61;1179.13;124154.57;1254.09;7200;99000;99;101594.28;BRASKEM S.A. AV. DAS NACOES UNIDAS;BRASKEM;POLIETILENO DE BAJA DENSIDAD, BRASKEM, LL218 LOT NÂº RSAC0G058E, RSAC0G059E 3960 BOLSAS CADA BOLSA 25 KG LLDPE LL218;POLIETILENO DE BAJA DENSIDAD, BRASKEM, LL218 LOT NÂº RSAC0G058E, RSAC0G059E 3960 BOLSAS CADA BOLSA 25 KG LLDPE LL218
118-362986;0002;26/10/2010;2010;POLIMASTER S.A.C.;4  20380632943;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;02752-10;MSCUSG884352;RIO GRANDE;Brasil;Estados Unidos;74.25;TONELADAS;74250;KILOGRAMO;0;BLS;87550.2;1179.13;93115.92;1254.09;5400;74250;74.25;76195.71;BRASKEM S.A. AV. DAS NACOES UNIDAS;BRASKEM;POLIETILENO DE BAJA DENSIDAD, BRASKEM, LL218 LOT NÂº RSAC0G058E, RSAC0G059E 2970 BOLSAS CADA BOLSA 25 KG LLDPE LL218;POLIETILENO DE BAJA DENSIDAD, BRASKEM, LL218 LOT NÂº RSAC0G058E, RSAC0G059E 2970 BOLSAS CADA BOLSA 25 KG LLDPE LL218
