DUA;Item;Fecha;Año;Importador;RUC;Regimen;Código NCM;Aduana;Vía Transporte;Nombre Transportista;Manifiesto;Conocimiento;Puerto de Embarque;País de Origen;Pais de Procedencia;Cantidad Comercial;Unidad de Medida;Cant. VF;U.V.F.;Bultos;Tipo de Bulto;U$S FOB;U$S FOB Unit.;U$S CIF;U$S Unitario;U$S Flete;Kgs. Netos;TN Netos;Kgs. Brutos;Proveedor;Marca;Descripción de Mercadería;Descripción para Filtro
118-383958;0001;25/09/2018;2018;SYRUS DISTRIBUTION PERU S.A.C.;4  20603490372;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;02334-18;HDMUMXPE1787074;MANZANILLO;México;Uruguay;24.75;UNIDAD;24750;KILOGRAMO;990;BLS;34575;1396.97;35577.18;1437.46;570;24750;24.75;25110;AB LOGISTICS DE MEXICO SA DE CV;No disponible;POLIETILENO DE ALTA DENSIDAD, S/M, S/M POLIETILENO DE ALTA DENSIDAD BOLSAS CAMISETAS 990 BAGS DE 25 KG C/U HD 49005F;POLIETILENO DE ALTA DENSIDAD, S/M, S/M POLIETILENO DE ALTA DENSIDAD BOLSAS CAMISETAS 990 BAGS DE 25 KG C/U HD 49005F
118-393297;0001;01/10/2018;2018;SYRUS DISTRIBUTION PERU S.A.C.;4  20603490372;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;02536-18;MEDUMX047787;VERACRUZ;México;Uruguay;49.5;UNIDAD;49500;KILOGRAMO;36;BUL;62420;1261.01;65130.25;1315.76;1930;49500;49.5;50440;BRASKEM IDESA SAPI;No disponible;POLIETILENO DE ALTA DENSIDAD, BRASKEM, HDB0358 HIGH DENSITY POLYETHYLENE 1980 X 25 KGS // LOTE: VZB2HG0023 USO: BOLSAS CAMISETAS HDB0358;POLIETILENO DE ALTA DENSIDAD, BRASKEM, HDB0358 HIGH DENSITY POLYETHYLENE 1980 X 25 KGS // LOTE: VZB2HG0023 USO: BOLSAS CAMISETAS HDB0358
118-393799;0001;01/10/2018;2018;SYRUS DISTRIBUTION PERU S.A.C.;4  20603490372;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02587-18;ANRM68200A637591;SANTOS;Brasil;Uruguay;49.5;UNIDAD;49500;KILOGRAMO;36;PAL;61548.12;1243.4;65621.47;1325.69;3304;49500;49.5;50100;BRASKEM S.A.;No disponible;POLIETILENO DE BAJA DENSIDAD, BRASKEM, EB853/72 EB853/72 LOW DENSITY POLYETHYLENE GENERAL PURPOSE POLIETILENO DE BAJA DENSIDAD EB853/72;POLIETILENO DE BAJA DENSIDAD, BRASKEM, EB853/72 EB853/72 LOW DENSITY POLYETHYLENE GENERAL PURPOSE POLIETILENO DE BAJA DENSIDAD EB853/72
118-393862;0001;01/10/2018;2018;SYRUS DISTRIBUTION PERU S.A.C.;4  20603490372;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02587-18;ANRM68400A637E9F;RIO DE JANEIRO;Brasil;Uruguay;24.75;UNIDAD;24750;KILOGRAMO;18;PAL;33446.55;1351.38;35426.63;1431.38;1562;24750;24.75;25460;BRASKEM S.A.;No disponible;POLIPROPILENO HOMOPOLIMERO, BRASKEM, PD943XP POLYPROPYLENE HOMOPOLYMER LOTE: RJIAHF042E USO: ENVASE PARA ALIMENTOS PD943XP;POLIPROPILENO HOMOPOLIMERO, BRASKEM, PD943XP POLYPROPYLENE HOMOPOLYMER LOTE: RJIAHF042E USO: ENVASE PARA ALIMENTOS PD943XP
118-415073;0001;17/10/2018;2018;SYRUS DISTRIBUTION PERU S.A.C.;4  20603490372;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;02780-18;MEDUSA024711;SALVADOR;Brasil;Uruguay;49.5;UNIDAD;49500;KILOGRAMO;36;PAL;60370.68;1219.61;65567.31;1324.59;4442;49500;49.5;50490;BRASKEM S.A.;No disponible;POLIETILENO DE BAJA DENSIDAD, BRASKEM, LD7000A LOW DENSITY POLYETHYLENE HEAVY-DUTY 1980 BOLSAS DE 25 KG. C/U // LOTE: BAKBHG054E USO: BOLAS CAMISETAS LD7000A;POLIETILENO DE BAJA DENSIDAD, BRASKEM, LD7000A LOW DENSITY POLYETHYLENE HEAVY-DUTY 1980 BOLSAS DE 25 KG. C/U // LOTE: BAKBHG054E USO: BOLAS CAMISETAS LD7000A
118-415076;0001;17/10/2018;2018;SYRUS DISTRIBUTION PERU S.A.C.;4  20603490372;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;02780-18;MEDUSA024893;SALVADOR;Brasil;Uruguay;24.75;UNIDAD;24750;KILOGRAMO;18;PAL;28700.34;1159.61;31280.09;1263.84;2221;24750;24.75;25616.25;BRASKEM S.A.;No disponible;POLIETILENO DE ALTA DENSIDAD, BRASKEM, JV060U HIGH DENSITY POLYETHYLENE LOTES:BADAHF063E, BADAHG112E USO: BOLSAS CAMISETAS JV060U;POLIETILENO DE ALTA DENSIDAD, BRASKEM, JV060U HIGH DENSITY POLYETHYLENE LOTES:BADAHF063E, BADAHG112E USO: BOLSAS CAMISETAS JV060U
118-415186;0001;17/10/2018;2018;SYRUS DISTRIBUTION PERU S.A.C.;4  20603490372;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;02780-18;MEDUMX056390;VERACRUZ;México;Uruguay;198;UNIDAD;198000;KILOGRAMO;144;BUL;255224;1289.01;266134.3;1344.11;7720;198000;198;201960;BRASKEM IDESA SAPI;No disponible;POLIETILENO DE ALTA DENSIDAD, BRASKEM, HDF1050 HIGH DENSITY POLYETHYLENE 7920 BOLSAS DE 25 KG. C/U // LOTE: VZB2HH027E USO: BOLSAS CAMISETAS HDF1050;POLIETILENO DE ALTA DENSIDAD, BRASKEM, HDF1050 HIGH DENSITY POLYETHYLENE 7920 BOLSAS DE 25 KG. C/U // LOTE: VZB2HH027E USO: BOLSAS CAMISETAS HDF1050
118-415802;0001;17/10/2018;2018;SYRUS DISTRIBUTION PERU S.A.C.;4  20603490372;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;02780-18;MEDUSA024869;SALVADOR;Brasil;Uruguay;24.75;UNIDAD;24750;KILOGRAMO;18;PAL;28947.84;1169.61;31530.68;1273.97;2221;24750;24.75;25616.25;BRASKEM S.A.;No disponible;METALOCENE FLEXUS, BRASKEM, 9211 METALOCENE FLEXUS 9211 LINEAL METALOCENE BOLSAS / LOTE: BAGBHI013E 9211;METALOCENE FLEXUS, BRASKEM, 9211 METALOCENE FLEXUS 9211 LINEAL METALOCENE BOLSAS / LOTE: BAGBHI013E 9211
118-435076;0001;31/10/2018;2018;SYRUS DISTRIBUTION PERU S.A.C.;4  20603490372;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;02797-18;ANRM68400A678KXD;RIO DE JANEIRO;Brasil;Uruguay;24.75;UNIDAD;24750;KILOGRAMO;18;PAL;34316.17;1386.51;36307.12;1466.95;1562;24750;24.75;25100;BRASKEM S.A.;No disponible;POLIPROPILENO, BRASKEM, HP648S POLYPROPYLENE POLYMERS 990 BAGS DE 25 KG C/U USO: ENVASE PARA ALIMENTOS HP648S;POLIPROPILENO, BRASKEM, HP648S POLYPROPYLENE POLYMERS 990 BAGS DE 25 KG C/U USO: ENVASE PARA ALIMENTOS HP648S
118-435092;0001;31/10/2018;2018;SYRUS DISTRIBUTION PERU S.A.C.;4  20603490372;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;02797-18;ANRM68400A6789J1;RIO DE JANEIRO;Brasil;Uruguay;24.75;UNIDAD;24750;KILOGRAMO;18;PAL;34316.17;1386.51;36307.12;1466.95;1562;24750;24.75;25640;BRASKEM S.A.;No disponible;POLIPROPILENO, BRASKEM, HP648S POLYPROPYLENE POLYMERS LOTE: RJIAHH051E HP648S;POLIPROPILENO, BRASKEM, HP648S POLYPROPYLENE POLYMERS LOTE: RJIAHH051E HP648S
118-435196;0001;31/10/2018;2018;SYRUS DISTRIBUTION PERU S.A.C.;4  20603490372;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02840-18;ANRM68200A6A4RK3;SANTOS;Brasil;Uruguay;99;UNIDAD;99000;KILOGRAMO;72;PAL;116779.68;1179.59;124487.42;1257.45;6248;99000;99;101000;BRASKEM S.A.;No disponible;POLIETILENO DE BAJA DENSIDAD, BRASKEM, LD4003 LOW DENSITY POLYETHYLENE GENERAL 3960 BOLSAS DE 25 KG. C/U // LOTE: SPWAHH082E,SPWAHH081E,SPWBHI062E,SPWBHI063E,SPWAHH074E, USO: BOLSAS CAMISETAS LD4003;POLIETILENO DE BAJA DENSIDAD, BRASKEM, LD4003 LOW DENSITY POLYETHYLENE GENERAL 3960 BOLSAS DE 25 KG. C/U // LOTE: SPWAHH082E,SPWAHH081E,SPWBHI062E,SPWBHI063E,SPWAHH074E, USO: BOLSAS CAMISETAS LD4003
118-435197;0001;31/10/2018;2018;SYRUS DISTRIBUTION PERU S.A.C.;4  20603490372;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;02812-18;MEDUMX081182;VERACRUZ;México;Uruguay;49.5;UNIDAD;49500;KILOGRAMO;36;BUL;59252;1197.01;61922.65;1250.96;1930;49500;49.5;50290;BRASKEM IDESA SAPI;No disponible;POLIETILENO DE BAJA DENSIDAD, BRASKEM, LDF2023S1 LOW DENSITY POLYETHYLENE 1980 BOLSAS DE 25 KG. C/U // LOTE: VZB6HI021E USO: BOLSAS CAMISETAS LDF2023S1;POLIETILENO DE BAJA DENSIDAD, BRASKEM, LDF2023S1 LOW DENSITY POLYETHYLENE 1980 BOLSAS DE 25 KG. C/U // LOTE: VZB6HI021E USO: BOLSAS CAMISETAS LDF2023S1
118-435378;0001;31/10/2018;2018;SYRUS DISTRIBUTION PERU S.A.C.;4  20603490372;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;UNIMAR S A;02951-18;SUDU28297AD7Z99L;CARTAGENA;México;Uruguay;198;UNIDAD;198000;KILOGRAMO;144;BUL;245266;1238.72;253931.82;1282.48;5600;198000;198;201960;BRASKEM IDESA SAPI;No disponible;POLIETILENO DE ALTA DENSIDAD, BRASKEM, HDF1050 HIGH DENSITY POLYETHYLENE 7920 BOLSAS DE 25 KG. C/U // LOTE: VZB2HI021E USO: BOLSAS CAMISETAS HDF1050;POLIETILENO DE ALTA DENSIDAD, BRASKEM, HDF1050 HIGH DENSITY POLYETHYLENE 7920 BOLSAS DE 25 KG. C/U // LOTE: VZB2HI021E USO: BOLSAS CAMISETAS HDF1050
118-440645;0001;05/11/2018;2018;SYRUS DISTRIBUTION PERU S.A.C.;4  20603490372;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;02867-18;ANRM68700A6AJ6UH;RIO GRANDE;Brasil;Uruguay;49.5;UNIDAD;49500;KILOGRAMO;36;PAL;55020.49;1111.53;61232.24;1237.01;5524;49500;49.5;51050;BRASKEM S.A.;No disponible;POLIETILENO DE ALTA DENSIDAD, BRASKEM, GF4950 HIGH DENSITY POLYETHYLENE BLOW MOLDING 1980 BOLSAS DE 25 KG. C/U // LOTE: RSGDHI063E,  RSGDHI066E USO: BOLSAS CAMISETAS GF4950;POLIETILENO DE ALTA DENSIDAD, BRASKEM, GF4950 HIGH DENSITY POLYETHYLENE BLOW MOLDING 1980 BOLSAS DE 25 KG. C/U // LOTE: RSGDHI063E,  RSGDHI066E USO: BOLSAS CAMISETAS GF4950
118-440646;0001;05/11/2018;2018;SYRUS DISTRIBUTION PERU S.A.C.;4  20603490372;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;02867-18;ANRM68700A6AJHAV;RIO GRANDE;Brasil;Uruguay;24.75;UNIDAD;24750;KILOGRAMO;18;PAL;26000.49;1050.52;29087.49;1175.25;2762;24750;24.75;25550;BRASKEM S.A.;No disponible;POLIETILENO DE ALTA DENSIDAD, BRASKEM, HC7260LSL HIGH DENSITY POLYETHYLENE INJECTION 990 BOLSAS DE 25 KG. C/U // LOTE: RSACHI033E USO: BOLSAS CAMISETAS HC7260LSL;POLIETILENO DE ALTA DENSIDAD, BRASKEM, HC7260LSL HIGH DENSITY POLYETHYLENE INJECTION 990 BOLSAS DE 25 KG. C/U // LOTE: RSACHI033E USO: BOLSAS CAMISETAS HC7260LSL
118-440688;0001;05/11/2018;2018;SYRUS DISTRIBUTION PERU S.A.C.;4  20603490372;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;02867-18;ANRM68700A6AJZRD;RIO GRANDE;Brasil;Uruguay;24.75;UNIDAD;24750;KILOGRAMO;18;PAL;28673.49;1158.52;31793.9;1284.6;2762;24750;24.75;25420;BRASKEM S.A.;No disponible;POLIETILENO DE ALTA DENSIDAD, BRASKEM, GM9450F HIGH DENSITY POLYETHYLENE 990 BOLSAS DE 25 KG. C/U // LOTE: RSGEHI021E, RSGEHI034E USO: BOLSAS CAMISETAS GM9450F;POLIETILENO DE ALTA DENSIDAD, BRASKEM, GM9450F HIGH DENSITY POLYETHYLENE 990 BOLSAS DE 25 KG. C/U // LOTE: RSGEHI021E, RSGEHI034E USO: BOLSAS CAMISETAS GM9450F
118-440713;0001;05/11/2018;2018;SYRUS DISTRIBUTION PERU S.A.C.;4  20603490372;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;02867-18;ANRM68700A6AJ841;RIO GRANDE;Brasil;Uruguay;99;UNIDAD;99000;KILOGRAMO;72;PAL;112119.97;1132.52;124569.47;1258.28;11048;99000;99;102370;BRASKEM S.A.;No disponible;POLIETILENO DE BAJA DENSIDAD, BRASKEM, EB853/72 LOW DENSITY POLYETHYLENE GENERAL PURPOSE 3960 BOLSAS DE 25 KG. C/U // LOTE: RSABHI097E,RSABHI113E,RSABHI101E,RSABHI105E,RSABHI097E USO: BOLSAS CAMISETAS EB853/72;POLIETILENO DE BAJA DENSIDAD, BRASKEM, EB853/72 LOW DENSITY POLYETHYLENE GENERAL PURPOSE 3960 BOLSAS DE 25 KG. C/U // LOTE: RSABHI097E,RSABHI113E,RSABHI101E,RSABHI105E,RSABHI097E USO: BOLSAS CAMISETAS
118-440772;0001;05/11/2018;2018;SYRUS DISTRIBUTION PERU S.A.C.;4  20603490372;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;02867-18;ANRM68200A6AJ59P;SANTOS;Brasil;Uruguay;49.5;UNIDAD;49500;KILOGRAMO;36;PAL;55989.84;1131.11;62213.71;1256.84;5524;49500;49.5;51010;BRASKEM S.A.;No disponible;POLIETILENO DE BAJA DENSIDAD, BRASKEM, LD7000A LOW DENSITY POLYETHYLENE HEAVY-DUTY 1980 BOLSAS DE 25 KG. C/U // LOTE: SPVAHH006E, SPVBHH066E USO: BOLSAS CAMISETAS LD7000A;POLIETILENO DE BAJA DENSIDAD, BRASKEM, LD7000A LOW DENSITY POLYETHYLENE HEAVY-DUTY 1980 BOLSAS DE 25 KG. C/U // LOTE: SPVAHH006E, SPVBHH066E USO: BOLSAS CAMISETAS LD7000A
118-440776;0001;05/11/2018;2018;SYRUS DISTRIBUTION PERU S.A.C.;4  20603490372;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;02867-18;ANRM68700A6AJGW7;RIO GRANDE;Brasil;Uruguay;49.5;UNIDAD;49500;KILOGRAMO;36;PAL;59227.99;1196.53;65492.34;1323.08;5524;49500;49.5;51050;BRASKEM S.A.;No disponible;POLIETILENO DE BAJA DENSIDAD, BRASKEM, LD4003 LOW DENSITY POLYETHYLENE GENERAL 1980 BOLSAS DE 25 KG. C/U // LOTE: RSABHI009E,RSABHI010E,RSABHI010E USO: BOLSAS CAMISETAS LD4003;POLIETILENO DE BAJA DENSIDAD, BRASKEM, LD4003 LOW DENSITY POLYETHYLENE GENERAL 1980 BOLSAS DE 25 KG. C/U // LOTE: RSABHI009E,RSABHI010E,RSABHI010E USO: BOLSAS CAMISETAS LD4003
118-440854;0001;05/11/2018;2018;SYRUS DISTRIBUTION PERU S.A.C.;4  20603490372;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;02867-18;ANRM68700A6AJHTJ;RIO GRANDE;Brasil;Uruguay;99;UNIDAD;99000;KILOGRAMO;144;PAL;96873.97;978.52;109132.89;1102.35;11048;99000;99;102015;BRASKEM S.A.;No disponible;POLIETILENO DE BAJA DENSIDAD, BRASKEM, LL5405S LINEAR LOW DENSITY POLYETHYLENE WITH 3960 BOLSAS DE 25 KG. C/U // LOTE: RSACHG079E,RSACHH010E USO: BOLSAS CAMISETAS LL5405S;POLIETILENO DE BAJA DENSIDAD, BRASKEM, LL5405S LINEAR LOW DENSITY POLYETHYLENE WITH 3960 BOLSAS DE 25 KG. C/U // LOTE: RSACHG079E,RSACHH010E USO: BOLSAS CAMISETAS LL5405S
118-440854;0002;05/11/2018;2018;SYRUS DISTRIBUTION PERU S.A.C.;4  20603490372;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;02867-18;ANRM68700A6AJHTJ;RIO GRANDE;Brasil;Uruguay;99;UNIDAD;99000;KILOGRAMO;0;PAL;96873.98;978.53;109132.9;1102.35;11048;99000;99;102015;BRASKEM S.A.;No disponible;POLIETILENO DE BAJA DENSIDAD, BRASKEM, LL4405S LINEAR LOW DENSITY POLYETHYLENE WITH ADDITIVES 3960 BOLSAS DE 25 KG. C/U // LOTE: RSACHH052E,RSACHG030E,RSACHH053E USO: BOLSAS CAMISETAS LL4405S;POLIETILENO DE BAJA DENSIDAD, BRASKEM, LL4405S LINEAR LOW DENSITY POLYETHYLENE WITH ADDITIVES 3960 BOLSAS DE 25 KG. C/U // LOTE: RSACHH052E,RSACHG030E,RSACHH053E USO: BOLSAS CAMISETAS LL4405S
118-440877;0001;05/11/2018;2018;SYRUS DISTRIBUTION PERU S.A.C.;4  20603490372;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;02867-18;ANRM68700A6AJC24;RIO GRANDE;Brasil;Uruguay;49.5;UNIDAD;49500;KILOGRAMO;36;PAL;56059.99;1132.53;62284.74;1258.28;5524;49500;49.5;50965;BRASKEM S.A.;No disponible;POLIETILENO DE BAJA DENSIDAD, BRASKEM, TX7003 LOW DENSITY POLYETHYLENE INDUSTRIAL 1980 BOLSAS DE 25 KG. C/U // LOTE: RSAGHI027E, RSAGHI028E USO: BOLSAS CAMISETAS TX7003;POLIETILENO DE BAJA DENSIDAD, BRASKEM, TX7003 LOW DENSITY POLYETHYLENE INDUSTRIAL 1980 BOLSAS DE 25 KG. C/U // LOTE: RSAGHI027E, RSAGHI028E USO: BOLSAS CAMISETAS TX7003
118-443381;0001;06/11/2018;2018;SYRUS DISTRIBUTION PERU S.A.C.;4  20603490372;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;02966-18;MEDUSA030544;SALVADOR;Brasil;Uruguay;24.75;UNIDAD;24750;KILOGRAMO;18;PAL;26837.28;1084.33;29393.74;1187.63;2221;24750;24.75;25616.25;BRASKEM S.A.;No disponible;POLIETILENO LINEAL DE BAJA DENSIDAD, BRASKEM, 9211 LINEAR LOW DENSITY POLYETHYLENE 990  BOLSAS DE 25 KG. C/U // LOTE: BAGBHI019E , BAGAHI025E USO: BOLSAS FLEXUS 9211;POLIETILENO LINEAL DE BAJA DENSIDAD, BRASKEM, 9211 LINEAR LOW DENSITY POLYETHYLENE 990  BOLSAS DE 25 KG. C/U // LOTE: BAGBHI019E , BAGAHI025E USO: BOLSAS FLEXUS 9211
118-443467;0001;06/11/2018;2018;SYRUS DISTRIBUTION PERU S.A.C.;4  20603490372;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;02996-18;ANRM68200A6BOH20;SANTOS;Brasil;Uruguay;198;UNIDAD;198000;KILOGRAMO;144;PAL;229504.33;1159.11;244869.13;1236.71;12496;198000;198;204732;BRASKEM S.A.;No disponible;POLIETILENO DE ALTA DENSIDAD, BRASKEM, HS5502 POLIETILENO DE ALTA DENSIDAD EN 7920 BOLSAS DE 25 KG. C/U BOLSAS CAMISETAS HS5502 HIGH DENSITY POLYETHYLENE BLOW MOLDING;POLIETILENO DE ALTA DENSIDAD, BRASKEM, HS5502 POLIETILENO DE ALTA DENSIDAD EN 7920 BOLSAS DE 25 KG. C/U BOLSAS CAMISETAS HS5502 HIGH DENSITY POLYETHYLENE BLOW MOLDING
118-445044;0001;07/11/2018;2018;SYRUS DISTRIBUTION PERU S.A.C.;4  20603490372;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;02867-18;ANRM68700A6AJ83T;RIO GRANDE;Brasil;Uruguay;24.75;UNIDAD;24750;KILOGRAMO;18;PAL;29505.83;1192.15;32636.65;1318.65;2762;24750;24.75;25560;BRASKEM S.A.;No disponible;POLIETILENO DE BAJA DENSIDAD, BRASKEM, TX7003 LOW DENSITY POLYETHYLENE INDUSTRIAL 990 BOLSAS DE 25 KG. C/U // LOTE: RSAFHH100E,RSAFHH102E USO: BOLSAS CAMISETAS TX7003;POLIETILENO DE BAJA DENSIDAD, BRASKEM, TX7003 LOW DENSITY POLYETHYLENE INDUSTRIAL 990 BOLSAS DE 25 KG. C/U // LOTE: RSAFHH100E,RSAFHH102E USO: BOLSAS CAMISETAS TX7003
118-445110;0001;07/11/2018;2018;SYRUS DISTRIBUTION PERU S.A.C.;4  20603490372;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;02966-18;MEDUSA030833;SALVADOR;Brasil;Uruguay;24.75;UNIDAD;24750;KILOGRAMO;18;PAL;26589.79;1074.33;29143.16;1177.5;2221;24750;24.75;25616.25;BRASKEM S.A.;No disponible;POLIETILENO DE ALTA DENSIDAD, BRASKEM, JV060U POLIETILENO DE ALTA DENSIDAD EN 990 BOLSAS DE 25 KG. C/U BOLSAS CAMISETAS JV060U HIGH DENSITY POLYETHYLENE INJECTION;POLIETILENO DE ALTA DENSIDAD, BRASKEM, JV060U POLIETILENO DE ALTA DENSIDAD EN 990 BOLSAS DE 25 KG. C/U BOLSAS CAMISETAS JV060U HIGH DENSITY POLYETHYLENE INJECTION
118-445478;0001;07/11/2018;2018;SYRUS DISTRIBUTION PERU S.A.C.;4  20603490372;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;02867-18;ANRM68700A6AJEUV;RIO GRANDE;Brasil;Uruguay;49.5;UNIDAD;49500;KILOGRAMO;36;PAL;53040.49;1071.53;59227.49;1196.51;5524;49500;49.5;51230;BRASKEM S.A.;No disponible;POLIETILENO LINEAL DE BAJA DENSIDAD, BRASKEM, LL4405S LINEAR LOW DENSITY WITH ADDITIVES 1980 BOLSAS DE 25 KG. C/U // LOTE: RSACHH047E USO: BOLSAS CAMISETAS LL4405S;POLIETILENO LINEAL DE BAJA DENSIDAD, BRASKEM, LL4405S LINEAR LOW DENSITY WITH ADDITIVES 1980 BOLSAS DE 25 KG. C/U // LOTE: RSACHH047E USO: BOLSAS CAMISETAS LL4405S
118-451845;0001;12/11/2018;2018;SYRUS DISTRIBUTION PERU S.A.C.;4  20603490372;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;02803-18;SEAU830052705;RIO GRANDE;Brasil;Uruguay;24.75;UNIDAD;24750;KILOGRAMO;18;PAL;26989.23;1090.47;29742.4;1201.71;2415.81;24750;24.75;25960;BRASKEM SARUA LEMOS MONTEIRO 120BUTANTA - SAO PAU;No disponible;POLIETILENO DE BAJA DENSIDAD, BRASKEM, LL5405S LINEAR LOW DENSITY POLYETHYLENE WITH ADDITIVES 990 X 25 KGS // LOTE: RSACHG078 USO: BOLSAS CAMISETAS LL5405S;POLIETILENO DE BAJA DENSIDAD, BRASKEM, LL5405S LINEAR LOW DENSITY POLYETHYLENE WITH ADDITIVES 990 X 25 KGS // LOTE: RSACHG078 USO: BOLSAS CAMISETAS LL5405S
118-459713;0001;16/11/2018;2018;SYRUS DISTRIBUTION PERU S.A.C.;4  20603490372;IMPORTACION DEFINITIVA;38249999;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;03062-18;VOL1806633HN;HAIPHONG;Vietnam;Uruguay;25;UNIDAD;25000;KILOGRAMO;20;PAL;22175;887;24027.18;961.09;1575;25000;25;25670;ANTZOCHEM LLC;No disponible;MASTERBATCH ANTZOCHEM AZC-50, ANTZOCHEM, AZC-50 MASTERBATCH ANTZOCHEM AZC-50 ADITIVO PARA LA FABRICACION DE PRODUCTOS PLASTICOS .;MASTERBATCH ANTZOCHEM AZC-50, ANTZOCHEM, AZC-50 MASTERBATCH ANTZOCHEM AZC-50 ADITIVO PARA LA FABRICACION DE PRODUCTOS PLASTICOS .
118-468301;0001;22/11/2018;2018;SYRUS DISTRIBUTION PERU S.A.C.;4  20603490372;IMPORTACION DEFINITIVA;38249999;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;03094-18;ONEYHPHU09678400;HAIPHONG;Vietnam;Uruguay;25;UNIDAD;25000;KILOGRAMO;1000;SAC;14421.7;576.87;16346.97;653.88;1745;25000;25;25532;ANTZOCHEM LLC;No disponible;FILLER MASTERBATCH, ANTZOCHEM, AZC-01 FILLER MASTERBATCH ANTZOCHEM AZC-01 ADITIVO PARA LA FABRICACION DE PRODUCTOS PLASTICOS 1000 X 25 KGS BAGS;FILLER MASTERBATCH, ANTZOCHEM, AZC-01 FILLER MASTERBATCH ANTZOCHEM AZC-01 ADITIVO PARA LA FABRICACION DE PRODUCTOS PLASTICOS 1000 X 25 KGS BAGS
118-468311;0001;22/11/2018;2018;SYRUS DISTRIBUTION PERU S.A.C.;4  20603490372;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;03141-18;ANRM68700A6F0R19;RIO GRANDE;Brasil;Uruguay;49.5;UNIDAD;49500;KILOGRAMO;36;PAL;59679.17;1205.64;63729.16;1287.46;3304;49500;49.5;50490;BRASKEM S.A.;No disponible;POLIETILENO DE ALTA DENSIDAD, BRASKEM, S/M GM9450F HIGH DENSITY POLYETHYLENE POLIETILENO DE ALTA  DENSIDAD ETILENO BOLSAS CAMISETAS;POLIETILENO DE ALTA DENSIDAD, BRASKEM, S/M GM9450F HIGH DENSITY POLYETHYLENE POLIETILENO DE ALTA  DENSIDAD ETILENO BOLSAS CAMISETAS
