DUA;Item;Data;Año;Importador;RUC;Regimen;Código NCM;Aduana;Via Transporte;Nome do Transportador;Manifesto;Conhecimento;Porto de Embarque;País de Origem;Pais de Procedencia;Quantidade Comercial;Unidade de Medida;Quant. VF;U.V.F.;Embalagem;Tipo de Embalagem;U$S FOB;U$S FOB Unit.;U$S CIF;U$S Unitário;U$S Frete;Kgs. Líquidos;TN Netos;Kgs. Brutos;Fornecedor;Marca;Descrição de Mercadoria;Descrição para o Filtro
118-041069;0001;28/01/2019;2019;SNETOR PERU SOCIEDAD ANONIMA CERRADA - SNETOR PERU;4  20602505830;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRANSTOTAL AGENCIA MARIT;03554-18;BKK/CAL/00005;BANGKOK;Tailândia;França;0.12;UNIDAD;125;KILOGRAMO;1;BUL;170.45;1420.42;180.08;1500.67;7.5;125;0.125;129.75;SCG PLASTICS CO.LTD.;Não disponível;POLIPROPILENO COPOLIMERO, EL-PRO P440J, S/M POLYPROPYLENE COPOLYMER INJECTION SCG EL PRO P440J PL?TICO RESISTENTE CON GRAN RESISTENCIA AL CALOR INDUSTRIA AUTOMOTRIZ 013002010047;POLIPROPILENO COPOLIMERO, EL-PRO P440J, S/M POLYPROPYLENE COPOLYMER INJECTION SCG EL PRO P440J PL?TICO RESISTENTE CON GRAN RESISTENCIA AL CALOR INDUSTRIA AUTOMOTRIZ 013002010047
118-041069;0002;28/01/2019;2019;SNETOR PERU SOCIEDAD ANONIMA CERRADA - SNETOR PERU;4  20602505830;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRANSTOTAL AGENCIA MARIT;03554-18;BKK/CAL/00005;BANGKOK;Tailândia;França;0.12;UNIDAD;125;KILOGRAMO;0;BUL;170.45;1420.42;180.08;1500.67;7.5;125;0.125;129.75;SCG PLASTICS CO.LTD.;Não disponível;POLIPROPILENO COPOLIMERO, EL-PRO P640J, S/M POLYPROPYLENE COPOLYMER INJECTION SCG EL-PRO P640J PL?TICO RESISTENTE CON GRAN RESISTENCIA AL CALOR INDUSTRIA AUTOMOTRIZ 010302010105;POLIPROPILENO COPOLIMERO, EL-PRO P640J, S/M POLYPROPYLENE COPOLYMER INJECTION SCG EL-PRO P640J PL?TICO RESISTENTE CON GRAN RESISTENCIA AL CALOR INDUSTRIA AUTOMOTRIZ 010302010105
118-041069;0003;28/01/2019;2019;SNETOR PERU SOCIEDAD ANONIMA CERRADA - SNETOR PERU;4  20602505830;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRANSTOTAL AGENCIA MARIT;03554-18;BKK/CAL/00005;BANGKOK;Tailândia;França;0.12;UNIDAD;125;KILOGRAMO;0;BUL;170.45;1420.42;180.08;1500.67;7.5;125;0.125;129.75;SCG PLASTICS CO.LTD.;Não disponível;POLIPROPILENO COPOLIMERO, EL-PRO P740J, S/M POLYPROPYLENE COPOLYMER INJECTION SCG EL-PRO P740J PL?TICO RESISTENTE CON GRAN RESISTENCIA AL CALOR INDUSTRIA AUTOMOTRIZ 013002010045;POLIPROPILENO COPOLIMERO, EL-PRO P740J, S/M POLYPROPYLENE COPOLYMER INJECTION SCG EL-PRO P740J PL?TICO RESISTENTE CON GRAN RESISTENCIA AL CALOR INDUSTRIA AUTOMOTRIZ 013002010045
118-041069;0004;28/01/2019;2019;SNETOR PERU SOCIEDAD ANONIMA CERRADA - SNETOR PERU;4  20602505830;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRANSTOTAL AGENCIA MARIT;03554-18;BKK/CAL/00005;BANGKOK;Tailândia;França;0.12;UNIDAD;125;KILOGRAMO;0;BUL;170.45;1420.42;180.08;1500.67;7.5;125;0.125;129.75;SCG PLASTICS CO.LTD.;Não disponível;POLIPROPILENO COPOLIMERO, EL-PRO P840J, S/M POLYPROPYLENE COPOLYMER INJECTION SCG EL-PRO P840J PL?TICO RESISTENTE CON GRAN RESISTENCIA AL CALOR INDUSTRIA AUTOMOTRIZ 010302010106;POLIPROPILENO COPOLIMERO, EL-PRO P840J, S/M POLYPROPYLENE COPOLYMER INJECTION SCG EL-PRO P840J PL?TICO RESISTENTE CON GRAN RESISTENCIA AL CALOR INDUSTRIA AUTOMOTRIZ 010302010106
118-041069;0005;28/01/2019;2019;SNETOR PERU SOCIEDAD ANONIMA CERRADA - SNETOR PERU;4  20602505830;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRANSTOTAL AGENCIA MARIT;03554-18;BKK/CAL/00005;BANGKOK;Tailândia;França;0.12;UNIDAD;125;KILOGRAMO;0;BUL;170.45;1420.42;180.08;1500.67;7.5;125;0.125;129.75;SCG PLASTICS CO.LTD.;Não disponível;POLIPROPILENO COPOLIMERO, EL-PRO P440J, S/M POLYPROPYLENE COPOLYMER INJECTION SCG EL PRO P440J PL?TICO RESISTENTE CON GRAN RESISTENCIA AL CALOR INDUSTRIA AUTOMOTRIZ 013002010047 // MUESTRAS SIN VALOR COMERCIAL;POLIPROPILENO COPOLIMERO, EL-PRO P440J, S/M POLYPROPYLENE COPOLYMER INJECTION SCG EL PRO P440J PL?TICO RESISTENTE CON GRAN RESISTENCIA AL CALOR INDUSTRIA AUTOMOTRIZ 013002010047 // MUESTRAS SIN VALOR
118-041069;0006;28/01/2019;2019;SNETOR PERU SOCIEDAD ANONIMA CERRADA - SNETOR PERU;4  20602505830;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRANSTOTAL AGENCIA MARIT;03554-18;BKK/CAL/00005;BANGKOK;Tailândia;França;0.12;UNIDAD;125;KILOGRAMO;0;BUL;170.45;1420.42;180.08;1500.67;7.5;125;0.125;129.75;SCG PLASTICS CO.LTD.;Não disponível;POLIPROPILENO COPOLIMERO, EL-PRO P640J, S/M POLYPROPYLENE COPOLYMER INJECTION SCG EL-PRO P640J PL?TICO RESISTENTE CON GRAN RESISTENCIA AL CALOR INDUSTRIA AUTOMOTRIZ 010302010105 // MUESTRAS SIN VALOR;POLIPROPILENO COPOLIMERO, EL-PRO P640J, S/M POLYPROPYLENE COPOLYMER INJECTION SCG EL-PRO P640J PL?TICO RESISTENTE CON GRAN RESISTENCIA AL CALOR INDUSTRIA AUTOMOTRIZ 010302010105 // MUESTRAS SIN VALOR
118-041069;0007;28/01/2019;2019;SNETOR PERU SOCIEDAD ANONIMA CERRADA - SNETOR PERU;4  20602505830;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRANSTOTAL AGENCIA MARIT;03554-18;BKK/CAL/00005;BANGKOK;Tailândia;França;0.12;UNIDAD;125;KILOGRAMO;0;BUL;170.45;1420.42;180.08;1500.67;7.5;125;0.125;129.75;SCG PLASTICS CO.LTD.;Não disponível;POLIPROPILENO COPOLIMERO, EL-PRO P740J, S/M POLYPROPYLENE COPOLYMER INJECTION SCG EL-PRO P740J PL?TICO RESISTENTE CON GRAN RESISTENCIA AL CALOR INDUSTRIA AUTOMOTRIZ 013002010045 // MUESTRAS SIN VALOR;POLIPROPILENO COPOLIMERO, EL-PRO P740J, S/M POLYPROPYLENE COPOLYMER INJECTION SCG EL-PRO P740J PL?TICO RESISTENTE CON GRAN RESISTENCIA AL CALOR INDUSTRIA AUTOMOTRIZ 013002010045 // MUESTRAS SIN VALOR
118-041069;0008;28/01/2019;2019;SNETOR PERU SOCIEDAD ANONIMA CERRADA - SNETOR PERU;4  20602505830;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRANSTOTAL AGENCIA MARIT;03554-18;BKK/CAL/00005;BANGKOK;Tailândia;França;0.12;UNIDAD;125;KILOGRAMO;0;BUL;170.45;1420.42;180.08;1500.67;7.5;125;0.125;129.75;SCG PLASTICS CO.LTD.;Não disponível;POLIPROPILENO COPOLIMERO, EL-PRO P840J, S/M POLYPROPYLENE COPOLYMER INJECTION SCG EL-PRO P840J PL?TICO RESISTENTE CON GRAN RESISTENCIA AL CALOR INDUSTRIA AUTOMOTRIZ 010302010106 // MUESTRAS SIN VALOR;POLIPROPILENO COPOLIMERO, EL-PRO P840J, S/M POLYPROPYLENE COPOLYMER INJECTION SCG EL-PRO P840J PL?TICO RESISTENTE CON GRAN RESISTENCIA AL CALOR INDUSTRIA AUTOMOTRIZ 010302010106 // MUESTRAS SIN VALOR
118-129869;0001;28/03/2019;2019;SNETOR PERU SOCIEDAD ANONIMA CERRADA - SNETOR PERU;4  20602505830;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;00226-19;MEDUMM234172;MUNDRA;Índia;França;78;UNIDAD;78000;KILOGRAMO;3120;SAC;101674.18;1303.52;106324.1;1363.13;3379;78000;78;78310;RELIANCE INDUSTRIES LIMITED;Não disponível;POLIPROPILENO, REPOL, H045SG POLYPROPYLENE HOMOPOLYMER REPOL H045SG 3120 BAGS X 25KG NET EACH GRADE H045SG;POLIPROPILENO, REPOL, H045SG POLYPROPYLENE HOMOPOLYMER REPOL H045SG 3120 BAGS X 25KG NET EACH GRADE H045SG
118-129922;0001;28/03/2019;2019;SNETOR PERU SOCIEDAD ANONIMA CERRADA - SNETOR PERU;4  20602505830;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRANSTOTAL AGENCIA MARIT;00248-19;NGSI80662600;MANZANILLO;Índia;França;26;UNIDAD;26000;KILOGRAMO;1040;SAC;29538;1136.08;31907.22;1227.2;2000;26000;26;26100;TOPRANK CHEMICAL CO. LIMITED;Não disponível;POLIPROPILENO, REPOL, H030SG POLIPROPILENO POLYPROPYLENE HOMOPOLYMERE REPOL H030SG SON 1040 SACOS DE 25 KILOS CADA UNO;POLIPROPILENO, REPOL, H030SG POLIPROPILENO POLYPROPYLENE HOMOPOLYMERE REPOL H030SG SON 1040 SACOS DE 25 KILOS CADA UNO
118-129986;0001;28/03/2019;2019;SNETOR PERU SOCIEDAD ANONIMA CERRADA - SNETOR PERU;4  20602505830;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;00226-19;MEDUMM233265;MUNDRA;Índia;França;52;UNIDAD;52000;KILOGRAMO;2080;SAC;68294.45;1313.35;71409.13;1373.25;2261;52000;52;52200;RELIANCE INDUSTRIES LIMITED;Não disponível;POLIPROPILENO, REPOL, H200MA POLYPROPYLENE HOMOPOLYMER H200MA 2080 BAGS X 25KG NET EACH GRADE H200MA;POLIPROPILENO, REPOL, H200MA POLYPROPYLENE HOMOPOLYMER H200MA 2080 BAGS X 25KG NET EACH GRADE H200MA
118-133051;0001;1/04/2019;2019;SNETOR PERU SOCIEDAD ANONIMA CERRADA - SNETOR PERU;4  20602505830;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;00226-19;MEDUMM233620;MUNDRA;Índia;França;78;UNIDAD;78000;KILOGRAMO;3120;SAC;100887.18;1293.43;105534.27;1353;3386;78000;78;78340;RELIANCE INDUSTRIES LIMITED;Não disponível;POLIPROPILENO, REPOL, H030SG POLIPROPILENO POLYPROPYLENE HOMOPOLYMERE REPOL H030SG SON 3120 SACOS DE 25 KG CADA UNO;POLIPROPILENO, REPOL, H030SG POLIPROPILENO POLYPROPYLENE HOMOPOLYMERE REPOL H030SG SON 3120 SACOS DE 25 KG CADA UNO
118-133094;0001;1/04/2019;2019;SNETOR PERU SOCIEDAD ANONIMA CERRADA - SNETOR PERU;4  20602505830;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;00226-19;MEDUMM232895;MUNDRA;Índia;França;78;UNIDAD;78000;KILOGRAMO;3120;SAC;101674.18;1303.52;106324.1;1363.13;3379;78000;78;78320;RELIANCE INDUSTRIES LIMITED;Não disponível;POLIPROPILENO, REPOL, H045SG POLYPROPYLENE HOMOPOLYMER REPOL H045SG 3120 BAGS X 25KG NET EACH GRADE PP H045SG;POLIPROPILENO, REPOL, H045SG POLYPROPYLENE HOMOPOLYMER REPOL H045SG 3120 BAGS X 25KG NET EACH GRADE PP H045SG
118-133146;0001;1/04/2019;2019;SNETOR PERU SOCIEDAD ANONIMA CERRADA - SNETOR PERU;4  20602505830;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;00226-19;MEDUMM232697;MUNDRA;Índia;França;52;UNIDAD;52000;KILOGRAMO;2080;SAC;68294.45;1313.35;71409.13;1373.25;2261;52000;52;52210;RELIANCE INDUSTRIES LIMITED;Não disponível;POLIPROPILENO, REPOL, H200MA POLYPROPYLENE HOMOPOLYMER REPOL H200MA 2080 BAGS X 25KG NET EACH GRADE H200MA;POLIPROPILENO, REPOL, H200MA POLYPROPYLENE HOMOPOLYMER REPOL H200MA 2080 BAGS X 25KG NET EACH GRADE H200MA
118-133205;0001;1/04/2019;2019;SNETOR PERU SOCIEDAD ANONIMA CERRADA - SNETOR PERU;4  20602505830;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;00226-19;MEDUMM235203;MUNDRA;Índia;França;78;UNIDAD;78000;KILOGRAMO;3120;SAC;101674.18;1303.52;106324.1;1363.13;3379;78000;78;78320;RELIANCE INDUSTRIES LIMITED;Não disponível;POLIPROPILENO, REPOL, H045SG POLYPROPYLENE HOMOPOLYMER REPOL H045SG 3120 BAGS X 25KG NET EACH GRADE PP H045SG;POLIPROPILENO, REPOL, H045SG POLYPROPYLENE HOMOPOLYMER REPOL H045SG 3120 BAGS X 25KG NET EACH GRADE PP H045SG
118-133293;0001;1/04/2019;2019;SNETOR PERU SOCIEDAD ANONIMA CERRADA - SNETOR PERU;4  20602505830;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;00226-19;MEDUMM232366;MUNDRA;Índia;França;78;UNIDAD;78000;KILOGRAMO;3120;SAC;101667.18;1303.43;106324.02;1363.13;3386;78000;78;78310;RELIANCE INDUSTRIES LIMITED;Não disponível;POLIPROPILENO, REPOL, H045SG POLYPROPYLENE HOMOPOLYMER REPOL H045SG 3120 BAGS X 25KG NET EACH GRADE H045SG;POLIPROPILENO, REPOL, H045SG POLYPROPYLENE HOMOPOLYMER REPOL H045SG 3120 BAGS X 25KG NET EACH GRADE H045SG
118-133313;0001;1/04/2019;2019;SNETOR PERU SOCIEDAD ANONIMA CERRADA - SNETOR PERU;4  20602505830;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;00226-19;MEDUMM233554;MUNDRA;Índia;França;52;UNIDAD;52000;KILOGRAMO;2080;SAC;68294.45;1313.35;71409.13;1373.25;2261;52000;52;52210;RELIANCE INDUSTRIES LIMITED;Não disponível;POLIPROPILENO, REPOL, H200MA POLYPROPYLENE HOMOPOLYMER REPOL H200MA 2080 BAGS X 25KG NET EACH GRADE H200MA;POLIPROPILENO, REPOL, H200MA POLYPROPYLENE HOMOPOLYMER REPOL H200MA 2080 BAGS X 25KG NET EACH GRADE H200MA
118-133624;0001;1/04/2019;2019;SNETOR PERU SOCIEDAD ANONIMA CERRADA - SNETOR PERU;4  20602505830;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;Não disponível;03391-18;MEDUMB840020;MUNDRA;Índia;França;78;UNIDAD;78000;KILOGRAMO;3120;SAC;102509;1314.22;106152;1360.92;3235;78000;78;78410;NO DETERMINADO;Não disponível;POLIPROPILENO, REPOL, H030SG 78 MT POLYPROPYLENE HOMOPOLYMER GRADE H030SG 3120 BAGS X 25KG NET EACH;POLIPROPILENO, REPOL, H030SG 78 MT POLYPROPYLENE HOMOPOLYMER GRADE H030SG 3120 BAGS X 25KG NET EACH
118-155151;0001;16/04/2019;2019;SNETOR PERU SOCIEDAD ANONIMA CERRADA - SNETOR PERU;4  20602505830;IMPORTACION DEFINITIVA;38249999;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;00666-19;PSCI-000184;ANTWERPEN;Egipto;França;0.5;UNIDAD;500;KILOGRAMO;1;PAL;250;500;370.59;741.18;117.47;500;0.5;510.5;SANITA CONSUMER PRODUCT;Não disponível;CARBONATO DE CALCIO CON POLIPROPILENO, INDEVCO, S/M COMPOUND MINERAL INDEVCO FL-2014 P SERIE: FL-2014 P 80% Carbonato de calcio y 20% Polipropileno MUESTRA SIN VALOR COMERCIAL;CARBONATO DE CALCIO CON POLIPROPILENO, INDEVCO, S/M COMPOUND MINERAL INDEVCO FL-2014 P SERIE: FL-2014 P 80% Carbonato de calcio y 20% Polipropileno MUESTRA SIN VALOR COMERCIAL
118-155151;0002;16/04/2019;2019;SNETOR PERU SOCIEDAD ANONIMA CERRADA - SNETOR PERU;4  20602505830;IMPORTACION DEFINITIVA;38249999;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;00666-19;PSCI-000184;ANTWERPEN;Egipto;França;0.5;UNIDAD;500;KILOGRAMO;0;PAL;250;500;370.59;741.18;117.47;500;0.5;510.5;SANITA CONSUMER PRODUCT;Não disponível;CARBONATO DE CALCIO CON POLIPROPILENO, INDEVCO, S/M COMPOUND MINERAL INDEVCO MICRO-FL-1014 P5 SERIE: FL-1014 P5 80% Carbonato de calcio y 20% Polipropileno MUESTRA SIN VALOR COMERCIAL;CARBONATO DE CALCIO CON POLIPROPILENO, INDEVCO, S/M COMPOUND MINERAL INDEVCO MICRO-FL-1014 P5 SERIE: FL-1014 P5 80% Carbonato de calcio y 20% Polipropileno MUESTRA SIN VALOR COMERCIAL
118-212550;0001;28/05/2019;2019;SNETOR PERU SOCIEDAD ANONIMA CERRADA - SNETOR PERU;4  20602505830;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;00000-19;HLCUBSC1905ARXI9;HOUSTON;Estados Unidos;França;21.25;UNIDAD;21250;KILOGRAMO;850;BUL;19152.5;901.29;23391.9;1100.8;4000;21250;21.25;21732;UNITCARGO CONTAINER LINE INC. ON;Não disponível;POLIETILENO DE ALTA DENSIDAD, FORMOLENE, E924 HIGH DENSITY POLYETHYLENE EXTRUSION FORMOSA FORMOLENE E924 850 BAGS OF 25KG NET REF. 010103020038 DENSIDAD G/CM3: 0.9497;POLIETILENO DE ALTA DENSIDAD, FORMOLENE, E924 HIGH DENSITY POLYETHYLENE EXTRUSION FORMOSA FORMOLENE E924 850 BAGS OF 25KG NET REF. 010103020038 DENSIDAD G/CM3: 0.9497
118-228008;0001;7/06/2019;2019;SNETOR PERU SOCIEDAD ANONIMA CERRADA - SNETOR PERU;4  20602505830;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;01526-19;HLCUBSC1905BIRA8;NEW ORLEANS INTERNATIONAL;Estados Unidos;França;26;UNIDAD;26000;KILOGRAMO;1040;BUL;25843;993.96;28166.03;1083.31;2000;26000;26;26513;UNITCARGO CONTAINER LINE INC. ON;Não disponível;POLIETILENO DE ALTA DENSIDAD, SNETOR, HD-8060U POLIETILENO DE ALTA DENSIDAD HIGH DENSITY POLYETHYLENE INJECTION UV SNETOR HD-8060U REF: 010101AHD8060U SON 1040 SACOS DE 25KG CADA UNO / USO: INDUSTRIAL;POLIETILENO DE ALTA DENSIDAD, SNETOR, HD-8060U POLIETILENO DE ALTA DENSIDAD HIGH DENSITY POLYETHYLENE INJECTION UV SNETOR HD-8060U REF: 010101AHD8060U SON 1040 SACOS DE 25KG CADA UNO / USO: INDUSTRIAL
118-228008;0002;7/06/2019;2019;SNETOR PERU SOCIEDAD ANONIMA CERRADA - SNETOR PERU;4  20602505830;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;01526-19;HLCUBSC1905BIRA8;NEW ORLEANS INTERNATIONAL;Estados Unidos;França;26;UNIDAD;26000;KILOGRAMO;1040;BUL;25063;963.96;27376.28;1052.93;2000;26000;26;26059;UNITCARGO CONTAINER LINE INC. ON;Não disponível;POLIETILENO DE ALTA DENSIDAD, SNETOR, HD-5502 POLIETILENO DE ALTA DENSIDAD HIGH DENSITY POLYETHYLENE BLOW SNETOR HD-5502 REF: 010101GHD5502 SON 1040 SACOS DE 25KG CADA UNO / USO: INDUSTRIAL;POLIETILENO DE ALTA DENSIDAD, SNETOR, HD-5502 POLIETILENO DE ALTA DENSIDAD HIGH DENSITY POLYETHYLENE BLOW SNETOR HD-5502 REF: 010101GHD5502 SON 1040 SACOS DE 25KG CADA UNO / USO: INDUSTRIAL
118-241190;0001;17/06/2019;2019;SNETOR PERU SOCIEDAD ANONIMA CERRADA - SNETOR PERU;4  20602505830;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;COSCO SHIPPING LINES (PE;01644-19;HLCUBSC1905BPZK9;HOUSTON;Estados Unidos;França;42.5;UNIDAD;42500;KILOGRAMO;1700;BUL;41285;971.41;45801.06;1077.67;4000;42500;42.5;43464;UNITCARGO CONTAINER LINE INC. ON;Não disponível;POLIETILENO DE ALTA DENSIDAD, FORMOLENE, E924 POLIETILENO DE ALTA DENSIDAD HIGH DENSITY POLYETHYLENE EXTRUSION FORMOSA FORMOLENE E924 REF: 010103020038 SON 1700 SACOS DE 25KG CADA UNO / USO: INDUSTRIAL;POLIETILENO DE ALTA DENSIDAD, FORMOLENE, E924 POLIETILENO DE ALTA DENSIDAD HIGH DENSITY POLYETHYLENE EXTRUSION FORMOSA FORMOLENE E924 REF: 010103020038 SON 1700 SACOS DE 25KG CADA UNO / USO: INDUSTRIA
118-241314;0001;17/06/2019;2019;SNETOR PERU SOCIEDAD ANONIMA CERRADA - SNETOR PERU;4  20602505830;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;COSCO SHIPPING LINES (PE;01644-19;HLCUBSC1905BSHH5;HOUSTON;Estados Unidos;França;19.2;UNIDAD;19200;KILOGRAMO;2805;BUL;18425.22;959.65;20298.31;1057.2;1642.78;19200;19.2;19521.16;UNITCARGO CONTAINER LINE INC. ON;Não disponível;POLIETILENO DE BAJA DENSIDAD, SNETOR, LD-025N POLIETILENO DE BAJA DENSIDAD LOW DENSITY POLYETHYLENE EXTRUSION SNETOR LD-025N REF: 010101HLD025N SON 768 SACOS DE 25KG CADA UNO / USO: INDUSTRIAL;POLIETILENO DE BAJA DENSIDAD, SNETOR, LD-025N POLIETILENO DE BAJA DENSIDAD LOW DENSITY POLYETHYLENE EXTRUSION SNETOR LD-025N REF: 010101HLD025N SON 768 SACOS DE 25KG CADA UNO / USO: INDUSTRIAL
118-241314;0002;17/06/2019;2019;SNETOR PERU SOCIEDAD ANONIMA CERRADA - SNETOR PERU;4  20602505830;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;COSCO SHIPPING LINES (PE;01644-19;HLCUBSC1905BSHH5;HOUSTON;Estados Unidos;França;50.92;UNIDAD;50925;KILOGRAMO;0;BUL;48870.02;959.74;53838.1;1057.31;4357.21;50925;50.925;51776.83;UNITCARGO CONTAINER LINE INC. ON;Não disponível;POLIETILENO DE BAJA DENSIDAD, SNETOR, LD102CSB POLIETILENO DE BAJA DENSIDAD LOW DENSITY POLYETHYLENE EXTRUSION SNETOR LD102CSB REF: 010101HLD102CSB SON 2037 SACOS DE 25KG CADA UNO / USO: INDUSTRIAL;POLIETILENO DE BAJA DENSIDAD, SNETOR, LD102CSB POLIETILENO DE BAJA DENSIDAD LOW DENSITY POLYETHYLENE EXTRUSION SNETOR LD102CSB REF: 010101HLD102CSB SON 2037 SACOS DE 25KG CADA UNO / USO: INDUSTRIAL
118-274245;0001;8/07/2019;2019;SNETOR PERU SOCIEDAD ANONIMA CERRADA - SNETOR PERU;4  20602505830;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01790-19;HLCUBSC1906AWIV4;HOUSTON;Estados Unidos;França;42.5;UNIDAD;42500;KILOGRAMO;1700;BUL;42785;1006.71;45819.81;1078.11;2500;42500;42.5;43160;UNITCARGO CONTAINER LINE INC. ON;Não disponível;POLIETILENO DE ALTA DENSIDAD, FORMOLENE, E924 POLIETILENO DE ALTA DENSIDAD HIGH DENSITY POLYETHYLENE EXTRUSION FORMOSA FORMOLENE E924 REF: 010103020038 SON 1700 SACOS DE 25KG CADA UNO / USO: INDUSTRIAL;POLIETILENO DE ALTA DENSIDAD, FORMOLENE, E924 POLIETILENO DE ALTA DENSIDAD HIGH DENSITY POLYETHYLENE EXTRUSION FORMOSA FORMOLENE E924 REF: 010103020038 SON 1700 SACOS DE 25KG CADA UNO / USO: INDUSTRIA
118-284295;0001;12/07/2019;2019;SNETOR PERU SOCIEDAD ANONIMA CERRADA - SNETOR PERU;4  20602505830;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01928-19;HLCUBSC1906BANC2;NEW ORLEANS INTERNATIONAL;Estados Unidos;França;26;UNIDAD;26000;KILOGRAMO;1040;BUL;25735;989.81;27306.68;1050.26;1250;26000;26;26513;UNITCARGO CONTAINER LINE INC. ON;Não disponível;POLIETILENO, SNETOR, LLD-2024N LINEAR LOW DENSITY POLYETHYLENE EXTRUSION SNETOR REF: 010101CLL2024N SON 1040 SACOS DE 25KG CADA UNO / USO: INDUSTRIAL;POLIETILENO, SNETOR, LLD-2024N LINEAR LOW DENSITY POLYETHYLENE EXTRUSION SNETOR REF: 010101CLL2024N SON 1040 SACOS DE 25KG CADA UNO / USO: INDUSTRIAL
118-309433;0001;30/07/2019;2019;SNETOR PERU SOCIEDAD ANONIMA CERRADA - SNETOR PERU;4  20602505830;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;00000-19;HLCUBSC1907BDZK0;HOUSTON;Estados Unidos;França;63.75;UNIDAD;63750;KILOGRAMO;2550;SAC;60225;944.71;64727.81;1015.34;3750;63750;63.75;65121;UNITCARGO CONTAINER LINE INC. ON;Não disponível;POLIETILENO, FORMOLENE, E924 HIGH DENSITY POLYETHYLENE EXTRUSION FORMOSA FORMOLENE E924 REF. 010103020038 SON 2550 SACOS DE 25KG CADA UNO / USO: INDUSTRIAL;POLIETILENO, FORMOLENE, E924 HIGH DENSITY POLYETHYLENE EXTRUSION FORMOSA FORMOLENE E924 REF. 010103020038 SON 2550 SACOS DE 25KG CADA UNO / USO: INDUSTRIAL
118-328506;0001;10/08/2019;2019;SNETOR PERU SOCIEDAD ANONIMA CERRADA - SNETOR PERU;4  20602505830;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRANSMERIDIAN S.A.C.;00000-19;0019B75454;KAOHSIUNG;Taiwan;França;1;UNIDAD;1000;KILOGRAMO;1000;BUL;1162.26;1162.26;1236.78;1236.78;60;1000;1;1004.8;LCY CHEMICAL CORP;Não disponível;POLIPROPILENO, GLOBALENE, PT100 POLYPROPYLENE HOMOPOLYMER GLOBALENE PT100 REF: PT100 SON 40 SACOS DE 25KG CADA UNO / USO: INDUSTRIAL POLIPROPILENO;POLIPROPILENO, GLOBALENE, PT100 POLYPROPYLENE HOMOPOLYMER GLOBALENE PT100 REF: PT100 SON 40 SACOS DE 25KG CADA UNO / USO: INDUSTRIAL POLIPROPILENO
