DUA;Item;Data;Año;Importador;RUC;Regimen;Código NCM;Aduana;Via Transporte;Nome do Transportador;Manifesto;Conhecimento;Porto de Embarque;País de Origem;Pais de Procedencia;Quantidade Comercial;Unidade de Medida;Quant. VF;U.V.F.;Embalagem;Tipo de Embalagem;U$S FOB;U$S FOB Unit.;U$S CIF;U$S Unitário;U$S Frete;Kgs. Líquidos;TN Netas;Kgs. Brutos;Fornecedor;Marca;Descrição de Mercadoria;Descrição para o Filtro
118-241977;0001;23/06/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;Não disponível;31297-14;MSCUUO023040;NEW ORLEANS INTERNATIONAL;Estados Unidos;Estados Unidos;24.75;TONELADAS;24750;KILOGRAMO;1980;BUL;38308.5;1547.82;41316.35;1669.35;2529;24750;24.75;25150;NO DETERMINADO;DOW;POLIETILENO DOW DFDA-7047 LINEAR LOW DENSITY POLYETHYLENE RESIN,;POLIETILENO DOW DFDA-7047 LINEAR LOW DENSITY POLYETHYLENE RESIN,
118-241977;0002;23/06/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;Não disponível;31297-14;MSCUUO023040;NEW ORLEANS INTERNATIONAL;Estados Unidos;Estados Unidos;24.75;TONELADAS;24750;KILOGRAMO;0;BUL;38308.5;1547.82;41316.35;1669.35;2529;24750;24.75;25115;NO DETERMINADO;DOW;POLIETILENO DOW DFDA-7047 LINEAR LOW DENSITY POLYETHYLENE RESIN,;POLIETILENO DOW DFDA-7047 LINEAR LOW DENSITY POLYETHYLENE RESIN,
118-242115;0001;23/06/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;Não disponível;31297-14;MSCUAU582548;VERACRUZ;México;México;22.5;TONELADAS;22500;KILOGRAMO;1800;BUL;36624;1627.73;38707.8;1720.35;1626;22500;22.5;22578;NO DETERMINADO;PEMEX;POLIETILENO PEMEX PX 20020P BAJA DENSIDAD,;POLIETILENO PEMEX PX 20020P BAJA DENSIDAD,
118-242115;0002;23/06/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;Não disponível;31297-14;MSCUAU582548;VERACRUZ;México;México;22.5;TONELADAS;22500;KILOGRAMO;0;BUL;36624;1627.73;38707.8;1720.35;1626;22500;22.5;22660;NO DETERMINADO;PEMEX;POLIETILENO PEMEX PX 20020P BAJA DENSIDAD,;POLIETILENO PEMEX PX 20020P BAJA DENSIDAD,
118-250667;0001;27/06/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;31424-14;IVL0166768;BARCELONA;Espanha;Espanha;24.75;UNIDAD;24750;KILOGRAMO;44;BUL;20040.58;809.72;22080.47;892.14;1789.39;24750;24.75;25146;GESTORA CATALANA DE RESIDUOS S.L. C/TORRENT TORTUG;GRANIC;POLIETILENO DE BAJA GRANIC G0422S G0422S 1125GT,;POLIETILENO DE BAJA GRANIC G0422S G0422S 1125GT,
118-250667;0002;27/06/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;31424-14;IVL0166768;BARCELONA;Espanha;Espanha;24.75;UNIDAD;24750;KILOGRAMO;0;BUL;20040.58;809.72;22080.47;892.14;1789.39;24750;24.75;25146;GESTORA CATALANA DE RESIDUOS S.L. C/TORRENT TORTUG;GRANIC;POLIETILENO DE BAJA GRANIC G0422S G0422S 1125GT,;POLIETILENO DE BAJA GRANIC G0422S G0422S 1125GT,
118-258386;0001;02/07/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;31335-14;MSCUUO029112;NEW ORLEANS INTERNATIONAL;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;1980;BUL;38308.5;1547.82;41316.35;1669.35;2529;24750;24.75;25210;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW DFDA-7059 LINEAR LOW DENSITY POLYETHYLENE RESIN,;POLIETILENO DOW DFDA-7059 LINEAR LOW DENSITY POLYETHYLENE RESIN,
118-258386;0002;02/07/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;31335-14;MSCUUO029112;NEW ORLEANS INTERNATIONAL;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;0;BUL;38308.5;1547.82;41316.35;1669.35;2529;24750;24.75;25150;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW DFDA-7059 LINEAR LOW DENSITY POLYETHYLENE RESIN,;POLIETILENO DOW DFDA-7059 LINEAR LOW DENSITY POLYETHYLENE RESIN,
118-258396;0001;02/07/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;31312-14;SUDU2400185148HS;CARTAGENA;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;1980;BUL;38787.5;1567.17;41322.34;1669.59;2050;24750;24.75;25240;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW 17450N HIGH DENSITY,;POLIETILENO DOW 17450N HIGH DENSITY,
118-258396;0002;02/07/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;31312-14;SUDU2400185148HS;CARTAGENA;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;0;BUL;38787.5;1567.17;41322.34;1669.59;2050;24750;24.75;25040;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW 17450N HIGH DENSITY,;POLIETILENO DOW 17450N HIGH DENSITY,
118-258417;0001;02/07/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;31312-14;SUDU240018514H81;CARTAGENA;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;990;BUL;41262.5;1667.17;43828.28;1770.84;2050;24750;24.75;25040;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW S/M DOWLEX 2247G POLYETHYLENE RESIN,;POLIETILENO DOW S/M DOWLEX 2247G POLYETHYLENE RESIN,
118-271906;0001;14/07/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;31424-14;SUDU240018616J5J;CARTAGENA;Estados Unidos;Estados Unidos;24.75;TONELADAS;24750;KILOGRAMO;990;BUL;38787.5;1567.17;41322.34;1669.59;2050;24750;24.75;25040;THE DOW CHEMICAL COMPANY;UNIVAL;POLIETILENO  DE ALTA DENSIDAD UNIVAL DMDA-6200 NT 7 HIGH DENSITY POLYETHYLENE RESIN UNIVAL / DMDA-6200 NT 7,;POLIETILENO  DE ALTA DENSIDAD UNIVAL DMDA-6200 NT 7 HIGH DENSITY POLYETHYLENE RESIN UNIVAL / DMDA-6200 NT 7,
118-271921;0001;14/07/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;31424-14;SUDU2400186160MK;CARTAGENA;Estados Unidos;Estados Unidos;24.75;TONELADAS;24750;KILOGRAMO;990;BUL;38787.5;1567.17;41322.34;1669.59;2050;24750;24.75;25040;THE DOW CHEMICAL COMPANY;UNIVAL;POLIETILENO DE ALTA DENSIDAD UNIVAL DMDA-6200 NT 7 HIGH DENSITY POLYETHYLENE RESIN UNIVAL / DMDA-6200 NT 7,;POLIETILENO DE ALTA DENSIDAD UNIVAL DMDA-6200 NT 7 HIGH DENSITY POLYETHYLENE RESIN UNIVAL / DMDA-6200 NT 7,
118-271925;0001;14/07/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;31457-14;PCAG59501;CARTAGENA;Estados Unidos;Estados Unidos;24.75;TONELADAS;24750;KILOGRAMO;36;BUL;38637.5;1561.11;41400.46;1672.75;2280;24750;24.75;25360;THE DOW CHEMICAL COMPANY;DOWLEX;POLIETILENO DOWLEX IP-10262 DOWLEX IP-10262 POLYETHYLENE RESIN,;POLIETILENO DOWLEX IP-10262 DOWLEX IP-10262 POLYETHYLENE RESIN,
118-271925;0002;14/07/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;31457-14;PCAG59501;CARTAGENA;Estados Unidos;Estados Unidos;24.75;TONELADAS;24750;KILOGRAMO;0;BUL;38637.5;1561.11;41400.46;1672.75;2280;24750;24.75;25295;THE DOW CHEMICAL COMPANY;DOWLEX;POLIETILENO DOWLEX IP-10262 DOWLEX IP-10262 POLYETHYLENE RESIN,;POLIETILENO DOWLEX IP-10262 DOWLEX IP-10262 POLYETHYLENE RESIN,
118-277274;0001;17/07/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;31585-14;MAEU951682822;PUSAN;Coreia do Sul;Coreia do Sul;38;UNIDAD;38000;KILOGRAMO;1520;BUL;60706.81;1597.55;63570.64;1672.91;2105;38000;38;38180;SK GLOBAL CHEMICAL CO LTD99 SEORIN-DONG JONGRO-;YUZEX;POLIETILENO YUZEX HDPE8800 ,;POLIETILENO YUZEX HDPE8800 ,
118-281893;0001;21/07/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;31566-14;HLCUCHI140682390;NEW ORLEANS INTERNATIONAL;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;54;BUL;38411.5;1551.98;41402.64;1672.83;2511;24750;24.75;25130;THE DOW CHEMICAL COMPANY;DOWLEX;POLIETILENO DOWLEX IP-10262 DOWLEX IP-10262 POLYETHYLENE RESIN,;POLIETILENO DOWLEX IP-10262 DOWLEX IP-10262 POLYETHYLENE RESIN,
118-281893;0002;21/07/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;31566-14;HLCUCHI140682390;NEW ORLEANS INTERNATIONAL;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;0;BUL;38411.5;1551.98;41402.64;1672.83;2511;24750;24.75;25140;THE DOW CHEMICAL COMPANY;DOWLEX;POLIETILENO DOWLEX IP-10262 DOWLEX IP-10262 POLYETHYLENE RESIN,;POLIETILENO DOWLEX IP-10262 DOWLEX IP-10262 POLYETHYLENE RESIN,
118-281893;0003;21/07/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;31566-14;HLCUCHI140682390;NEW ORLEANS INTERNATIONAL;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;0;BUL;38411.5;1551.98;41402.64;1672.83;2511;24750;24.75;25100;THE DOW CHEMICAL COMPANY;DOWLEX;POLIETILENO DOWLEX IP-10262 DOWLEX IP-10262 POLYETHYLENE RESIN,;POLIETILENO DOWLEX IP-10262 DOWLEX IP-10262 POLYETHYLENE RESIN,
118-281899;0001;21/07/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;31445-14;SMLU3718968A;HOUSTON;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;36;BUL;38737.5;1565.15;41321.71;1669.56;2100;24750;24.75;25260;THE DOW CHEMICAL COMPANY;DOW;RESINA DE POLIETILENO DOW LLDPE 1648 POLYETHYLENE RESIN,;RESINA DE POLIETILENO DOW LLDPE 1648 POLYETHYLENE RESIN,
118-281899;0002;21/07/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;31445-14;SMLU3718968A;HOUSTON;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;0;BUL;38737.5;1565.15;41321.71;1669.56;2100;24750;24.75;25250;THE DOW CHEMICAL COMPANY;DOW;RESINA DE POLIETILENO DOW LLDPE 1648 POLYETHYLENE RESIN,;RESINA DE POLIETILENO DOW LLDPE 1648 POLYETHYLENE RESIN,
118-281906;0001;21/07/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;31525-14;PCAG8TC00;CARTAGENA;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;36;BUL;38637.5;1561.11;41400.46;1672.75;2280;24750;24.75;25060;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW DFDA-7047 NT7 POLYETHYLENE RESIN LINEAR LOW DENSITY,;POLIETILENO DOW DFDA-7047 NT7 POLYETHYLENE RESIN LINEAR LOW DENSITY,
118-281906;0002;21/07/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;31525-14;PCAG8TC00;CARTAGENA;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;0;BUL;38637.5;1561.11;41400.46;1672.75;2280;24750;24.75;25108;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW DFDA-7047 NT7 POLYETHYLENE RESIN LINEAR LOW DENSITY,;POLIETILENO DOW DFDA-7047 NT7 POLYETHYLENE RESIN LINEAR LOW DENSITY,
118-300947;0001;04/08/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;31601-14;PACAGHZ00;BARCELONA;Espanha;Espanha;24.75;UNIDAD;24750;KILOGRAMO;43;BUL;19739.67;797.56;21938.8;886.42;1952.39;24750;24.75;25070.89;GESTORA CATALANA DE RESIDUOS S.L.;GRANIC 422;POLIETILENO DE BAJA GRANIC 422 G0422S G0422S 1125GT,;POLIETILENO DE BAJA GRANIC 422 G0422S G0422S 1125GT,
118-300947;0002;04/08/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;31601-14;PACAGHZ00;BARCELONA;Espanha;Espanha;23.62;UNIDAD;23625;KILOGRAMO;0;BUL;18842.42;797.73;20941.6;886.6;1863.65;23625;23.625;23931.3;GESTORA CATALANA DE RESIDUOS S.L.;GRANIC 422;POLIETILENO DE BAJA GRANIC 422 G0422S G0422S 1125GT,;POLIETILENO DE BAJA GRANIC 422 G0422S G0422S 1125GT,
118-300947;0003;04/08/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39031900;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;31601-14;PACAGHZ00;BARCELONA;Espanha;Espanha;1.12;UNIDAD;1125;KILOGRAMO;0;BUL;1199.5;1070.98;1307.76;1167.64;93.27;1125;1.125;1197.8;GESTORA CATALANA DE RESIDUOS S.L.;GRANIC 2042;POLIMERO ESTIRENO GRANIC 2042 G2042S G2042S 1125GT,;POLIMERO ESTIRENO GRANIC 2042 G2042S G2042S 1125GT,
118-304519;0001;06/08/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;31730-14;NFAA2Y600;CARTAGENA;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;36;BUL;38637.5;1561.11;41400.46;1672.75;2280;24750;24.75;25080;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW DFDA-7047 LINEAR LOW DENSITY POLYETHYLENE RESIN,;POLIETILENO DOW DFDA-7047 LINEAR LOW DENSITY POLYETHYLENE RESIN,
118-304519;0002;06/08/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;31730-14;NFAA2Y600;CARTAGENA;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;0;BUL;38637.5;1561.11;41400.46;1672.75;2280;24750;24.75;25150;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW DFDA-7047 LINEAR LOW DENSITY POLYETHYLENE RESIN,;POLIETILENO DOW DFDA-7047 LINEAR LOW DENSITY POLYETHYLENE RESIN,
118-309919;0001;11/08/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;UNIMAR S A;31796-14;SUDU2400190725L1;CARTAGENA;Estados Unidos;Estados Unidos;49.5;TONELADAS;49500;KILOGRAMO;1980;BUL;77575;1567.17;82644.68;1669.59;4100;49500;49.5;50380;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW 1648 ,;POLIETILENO DOW 1648 ,
118-309928;0001;11/08/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;UNIMAR S A;31796-14;SUDU240019072384;CARTAGENA;Estados Unidos;Estados Unidos;24.75;TONELADAS;24750;KILOGRAMO;990;BUL;43242.5;1747.17;45833.03;1851.84;2050;24750;24.75;25040;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DE BAJA DOW 503A ,;POLIETILENO DE BAJA DOW 503A ,
118-315341;0001;14/08/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;31852-14;SUDU2400191554BT;CARTAGENA;Estados Unidos;Estados Unidos;74.25;TONELADAS;74250;KILOGRAMO;2970;BUL;114877.5;1547.17;122463.46;1649.34;6150;74250;74.25;75120;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW 17450N ,;POLIETILENO DOW 17450N ,
118-324272;0001;20/08/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;31852-14;SUDU2400191557GU;CARTAGENA;Estados Unidos;Estados Unidos;12.37;UNIDAD;12375;KILOGRAMO;990;BUL;19423.9;1570.24;20691.69;1672.73;1025;12375;12.375;12515;THE DOW CHEMICAL COMPANY;DOWLEX;POLIETILENO DOWLEX 2645.11G ,;POLIETILENO DOWLEX 2645.11G ,
118-324272;0002;20/08/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;31852-14;SUDU2400191557GU;CARTAGENA;Estados Unidos;Estados Unidos;12.37;UNIDAD;12375;KILOGRAMO;0;BUL;20601.09;1665.41;21883.6;1769.09;1025;12375;12.375;12515;THE DOW CHEMICAL COMPANY;DOWLEX;POLIETILENO DOWLEX TG2085B ,;POLIETILENO DOWLEX TG2085B ,
118-331344;0001;25/08/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;31832-14;PACAGRQ00;BARCELONA;Espanha;Espanha;24.75;TONELADAS;24750;KILOGRAMO;44;BUL;19630.19;793.14;22084.64;892.31;2209.08;24750;24.75;25040;GESTORA CATALANA DE RESIDUOSS.L.;GRANIC 422;POLIETILENO DE BAJA GRANIC 422 G0422S GRANIC 422 BAG,;POLIETILENO DE BAJA GRANIC 422 G0422S GRANIC 422 BAG,
118-331344;0002;25/08/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;31832-14;PACAGRQ00;BARCELONA;Espanha;Espanha;22.5;TONELADAS;22500;KILOGRAMO;0;BUL;17845.63;793.14;20076.96;892.31;2008.26;22500;22.5;22763.63;GESTORA CATALANA DE RESIDUOSS.L.;GRANIC 422;POLIETILENO DE BAJA GRANIC 422 G0422S G0422S 1000GT,;POLIETILENO DE BAJA GRANIC 422 G0422S G0422S 1000GT,
118-331344;0003;25/08/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;31832-14;PACAGRQ00;BARCELONA;Espanha;Espanha;2.25;TONELADAS;2250;KILOGRAMO;0;BUL;2527.87;1123.5;2760.28;1226.79;200.82;2250;2.25;2276.36;GESTORA CATALANA DE RESIDUOSS.L.;GRANIC;POLIPROPILENO GRANIC G1051S ,;POLIPROPILENO GRANIC G1051S ,
118-335173;0001;26/08/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;31938-14;BL-USMIA-006668159-1;HOUSTON;Estados Unidos;Estados Unidos;3800;KILOGRAMO;3800;KILOGRAMO;748;BUL;6610.78;1.74;7150.62;1.88;457.21;3800;3.8;3820.32;UNITED WORLD LINE INC.;SAMARLEN;POLIETILENO SAMARLEN SLH 0518S ,;POLIETILENO SAMARLEN SLH 0518S ,
118-335173;0002;26/08/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;31938-14;BL-USMIA-006668159-1;HOUSTON;Estados Unidos;Estados Unidos;14900;KILOGRAMO;14900;KILOGRAMO;0;BUL;25921.22;1.74;28038.01;1.88;1792.78;14900;14.9;14979.67;UNITED WORLD LINE INC.;SAMARLEN;POLIETILENO SAMARLEN SLM 0118C ,;POLIETILENO SAMARLEN SLM 0118C ,
118-335181;0001;26/08/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;31947-14;SUDU240019351XVS;CARTAGENA;Estados Unidos;Estados Unidos;24.75;TONELADAS;24750;KILOGRAMO;990;BUL;41262.5;1667.17;43828.28;1770.84;2050;24750;24.75;25060;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW 2247G ,;POLIETILENO DOW 2247G ,
118-352295;0001;08/09/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;31904-14;MSCUUO055513;NEW ORLEANS INTERNATIONAL;Estados Unidos;Estados Unidos;74.25;UNIDAD;74250;KILOGRAMO;2970;BUL;113440.5;1527.82;122445.5;1649.1;7587;74250;74.25;75330;THE DOW CHEMICAL COMPANY;DOWLEX;POLIETILENO DOWLEX IP-10262 ,;POLIETILENO DOWLEX IP-10262 ,
118-353489;0001;09/09/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;Não disponível;32083-14;MAEU564220064;BARCELONA;Espanha;Suíça;24.75;UNIDAD;24750;KILOGRAMO;990;BUL;42506.39;1717.43;45888.72;1854.09;2851;24750;24.75;25270;NO DETERMINADO;DOW;POLIETILENO DOW 132G DOW LDPE 132G,;POLIETILENO DOW 132G DOW LDPE 132G,
118-381766;0001;29/09/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;UNIMAR S A;32299-14;SUDU240019755CWC;CARTAGENA;Estados Unidos;Estados Unidos;24.75;TONELADAS;24750;KILOGRAMO;2970;BUL;44232.5;1787.17;46835.4;1892.34;2050;24750;24.75;25140;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DE BAJA DOW 503A POLYETHYLENE 503A LOW DENSITY,;POLIETILENO DE BAJA DOW 503A POLYETHYLENE 503A LOW DENSITY,
118-381766;0002;29/09/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;UNIMAR S A;32299-14;SUDU240019755CWC;CARTAGENA;Estados Unidos;Estados Unidos;24.75;TONELADAS;24750;KILOGRAMO;0;BUL;44232.5;1787.17;46835.4;1892.34;2050;24750;24.75;25040;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DE BAJA DOW 503A POLYETHYLENE 503A LOW DENSITY,;POLIETILENO DE BAJA DOW 503A POLYETHYLENE 503A LOW DENSITY,
118-381766;0003;29/09/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;UNIMAR S A;32299-14;SUDU240019755CWC;CARTAGENA;Estados Unidos;Estados Unidos;24.75;TONELADAS;24750;KILOGRAMO;0;BUL;44232.5;1787.17;46835.4;1892.34;2050;24750;24.75;25140;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DE BAJA DOW 503A POLYETHYLENE 503A LOW DENSITY,;POLIETILENO DE BAJA DOW 503A POLYETHYLENE 503A LOW DENSITY,
118-381768;0001;29/09/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;32232-14;SUDU240019663WU6;CARTAGENA;Estados Unidos;Estados Unidos;24.75;TONELADAS;24750;KILOGRAMO;990;BUL;42500;1717.17;45081.25;1821.46;2050;24750;24.75;25100;THE DOW CHEMICAL COMPANY;DOWLEX;POLIETILENO DE BAJA DENSIDAD DOWLEX 2247G DOWLEX 2247G POLYETHYLENE RESIN,;POLIETILENO DE BAJA DENSIDAD DOWLEX 2247G DOWLEX 2247G POLYETHYLENE RESIN,
